"GeographyCode","KS611EW0001","KS611EW0002","KS611EW0003","KS611EW0004","KS611EW0005","KS611EW0006","KS611EW0007","KS611EW0008","KS611EW0009","KS611EW0010","KS611EW0011","KS611EW0012","KS611EW0013","KS611EW0014","KS611EW0015","KS611EW0016","KS611EW0017","KS611EW0018","KS611EW0019","KS611EW0020","KS611EW0021","KS611EW0022","KS611EW0023","KS611EW0024","KS611EW0025","KS611EW0026","KS611EW0027","KS611EW0028","KS611EW0029","KS611EW0030","KS611EW0031"
"E02000166",6020,1174,184,990,1915,517,555,175,471,271,414,304,110,528,528,0,19.5016611295681,3.05647840531561,16.4451827242525,31.8106312292359,8.58803986710963,9.21926910299003,2.90697674418605,7.82392026578073,4.50166112956811,6.87707641196013,5.04983388704319,1.82724252491694,8.77076411960133,8.77076411960133,0
"E02000167",5885,1845,331,1514,2155,379,572,70,194,104,185,127,58,381,381,0,31.3508920985557,5.62446898895497,25.7264231096007,36.6185216652506,6.44010195412065,9.7196261682243,1.18946474086661,3.29651656754461,1.76720475785896,3.14358538657604,2.15802888700085,0.985556499575191,6.47408666100255,6.47408666100255,0
"E02000168",6371,1300,172,1128,2111,564,515,198,456,251,396,287,109,580,580,0,20.4049599748862,2.69973316590802,17.7052268089782,33.1345157746037,8.85261340448909,8.08350337466646,3.10783236540574,7.15743211426778,3.9397268874588,6.21566473081149,4.50478731753257,1.71087741327892,9.10375137341077,9.10375137341077,0
"E02000169",5586,1460,327,1133,1683,390,541,92,238,128,199,150,49,855,855,0,26.1367704976727,5.85392051557465,20.2828499820981,30.1288936627283,6.98174006444683,9.68492660221984,1.64697457930541,4.26065162907268,2.29144289294665,3.562477622628,2.68528464017186,0.87719298245614,15.3061224489796,15.3061224489796,0
"E02000170",6748,1632,240,1392,2198,598,591,165,361,298,347,268,79,558,558,0,24.1849436870184,3.556609365738,20.6283343212804,32.5726141078838,8.86188500296384,8.75815056312982,2.44516893894487,5.34973325429757,4.41612329579135,5.14226437462952,3.9715471250741,1.17071724955542,8.26911677534084,8.26911677534084,0
"E02000171",6026,1458,194,1264,1945,438,518,165,362,238,340,248,92,562,562,0,24.1951543312313,3.21938267507468,20.9757716561567,32.2768005310322,7.26850315300365,8.59608363757053,2.73813474941918,6.00730169266512,3.94955194158646,5.64221705940923,4.11549950215732,1.52671755725191,9.32625290408231,9.32625290408231,0
"E02000172",7637,802,105,697,1596,693,572,374,854,602,910,728,182,1234,1234,0,10.5015058268954,1.37488542621448,9.1266204006809,20.8982584784601,9.07424381301558,7.48985203613984,4.89721094670682,11.1824014665445,7.8826764436297,11.9156736938588,9.53253895508708,2.38313473877177,16.1581772947492,16.1581772947492,0
"E02000173",5963,1762,328,1434,2032,431,446,111,228,138,267,183,84,548,548,0,29.5488847895355,5.50058695287607,24.0482978366594,34.0768069763542,7.22790541673654,7.47945664933758,1.86147912124769,3.8235787355358,2.31427133992957,4.47761194029851,3.06892503773268,1.40868690256582,9.19000503102465,9.19000503102465,0
"E02000174",6919,1239,173,1066,1909,681,535,223,548,418,557,437,120,809,809,0,17.9072120248591,2.50036132389074,15.4068507009683,27.5906922965746,9.84246278363925,7.73233126174303,3.22300910536205,7.92021968492557,6.04133545310016,8.0502962855904,6.31594161005926,1.73435467553115,11.6924411042058,11.6924411042058,0
"E02000175",7452,1926,277,1649,2350,671,539,235,417,262,419,303,116,633,633,0,25.8454106280193,3.71712292002147,22.1282877079979,31.5351583467525,9.00429414922169,7.23295759527644,3.15351583467526,5.59581320450886,3.51583467525496,5.62265163714439,4.06602254428341,1.55662909286098,8.49436392914654,8.49436392914654,0
