"GeographyCode","KS608EW0001","KS608EW0002","KS608EW0003","KS608EW0004","KS608EW0005","KS608EW0006","KS608EW0007","KS608EW0008","KS608EW0009","KS608EW0010","KS608EW0011","KS608EW0012","KS608EW0013","KS608EW0014","KS608EW0015","KS608EW0016","KS608EW0017","KS608EW0018","KS608EW0019"
"E00004120",187,35,75,48,11,3,5,4,2,4,18.716577540107,40.1069518716578,25.668449197861,5.88235294117647,1.60427807486631,2.67379679144385,2.13903743315508,1.06951871657754,2.13903743315508
"E00004121",142,29,56,33,11,5,3,4,0,1,20.4225352112676,39.4366197183099,23.2394366197183,7.74647887323944,3.52112676056338,2.11267605633803,2.8169014084507,0,0.704225352112676
"E00004122",125,26,45,32,12,1,3,2,1,3,20.8,36,25.6,9.6,0.8,2.4,1.6,0.8,2.4
"E00004123",170,38,51,46,16,2,9,4,0,4,22.3529411764706,30,27.0588235294118,9.41176470588235,1.17647058823529,5.29411764705882,2.35294117647059,0,2.35294117647059
"E00004124",91,19,28,26,10,0,3,2,1,2,20.8791208791209,30.7692307692308,28.5714285714286,10.989010989011,0,3.2967032967033,2.1978021978022,1.0989010989011,2.1978021978022
"E00004125",179,28,81,39,16,6,6,1,1,1,15.6424581005587,45.2513966480447,21.7877094972067,8.93854748603352,3.35195530726257,3.35195530726257,0.558659217877095,0.558659217877095,0.558659217877095
"E00004126",170,45,54,39,13,1,8,4,4,2,26.4705882352941,31.7647058823529,22.9411764705882,7.64705882352941,0.588235294117647,4.70588235294118,2.35294117647059,2.35294117647059,1.17647058823529
"E00004127",167,20,60,40,18,6,9,4,1,9,11.9760479041916,35.9281437125749,23.9520958083832,10.7784431137725,3.59281437125748,5.38922155688623,2.39520958083832,0.598802395209581,5.38922155688623
"E00004128",171,29,60,60,9,2,3,2,2,4,16.9590643274854,35.0877192982456,35.0877192982456,5.26315789473684,1.16959064327485,1.75438596491228,1.16959064327485,1.16959064327485,2.33918128654971
"E00004129",178,30,57,43,19,5,13,2,0,9,16.8539325842697,32.0224719101124,24.1573033707865,10.6741573033708,2.80898876404494,7.30337078651685,1.12359550561798,0,5.0561797752809
"E00004130",172,33,54,45,11,9,6,9,1,4,19.1860465116279,31.3953488372093,26.1627906976744,6.3953488372093,5.23255813953488,3.48837209302326,5.23255813953488,0.581395348837209,2.32558139534884
"E00004131",179,38,55,44,4,15,4,8,3,8,21.2290502793296,30.7262569832402,24.5810055865922,2.23463687150838,8.37988826815642,2.23463687150838,4.46927374301676,1.67597765363128,4.46927374301676
"E00004132",130,32,43,43,8,0,1,1,0,2,24.6153846153846,33.0769230769231,33.0769230769231,6.15384615384615,0,0.769230769230769,0.769230769230769,0,1.53846153846154
"E00004133",150,26,60,29,10,5,8,5,1,6,17.3333333333333,40,19.3333333333333,6.66666666666667,3.33333333333333,5.33333333333333,3.33333333333333,0.666666666666667,4
"E00004134",104,22,33,26,9,0,4,4,2,4,21.1538461538462,31.7307692307692,25,8.65384615384615,0,3.84615384615385,3.84615384615385,1.92307692307692,3.84615384615385
"E00004135",115,13,43,31,13,1,6,5,0,3,11.304347826087,37.3913043478261,26.9565217391304,11.304347826087,0.869565217391304,5.21739130434783,4.34782608695652,0,2.60869565217391
"E00004136",144,28,53,44,7,5,2,1,0,4,19.4444444444444,36.8055555555556,30.5555555555556,4.86111111111111,3.47222222222222,1.38888888888889,0.694444444444444,0,2.77777777777778
"E00004137",180,47,53,34,16,11,3,10,1,5,26.1111111111111,29.4444444444444,18.8888888888889,8.88888888888889,6.11111111111111,1.66666666666667,5.55555555555556,0.555555555555556,2.77777777777778
