"GeographyCode","QS610EW0001","QS610EW0002","QS610EW0003","QS610EW0004","QS610EW0005","QS610EW0006","QS610EW0007","QS610EW0008","QS610EW0009","QS610EW0010","QS610EW0011","QS610EW0012","QS610EW0013","QS610EW0014","QS610EW0015","QS610EW0016","QS610EW0017","QS610EW0018","QS610EW0019","QS610EW0020","QS610EW0021","QS610EW0022","QS610EW0023","QS610EW0024","QS610EW0025","QS610EW0026","QS610EW0027","QS610EW0028","QS610EW0029","QS610EW0030","QS610EW0031","QS610EW0032","QS610EW0033","QS610EW0034","QS610EW0035","QS610EW0036","QS610EW0037","QS610EW0038","QS610EW0039","QS610EW0040","QS610EW0041","QS610EW0042","QS610EW0043","QS610EW0044","QS610EW0045","QS610EW0046","QS610EW0047","QS610EW0048","QS610EW0049","QS610EW0050","QS610EW0051","QS610EW0052","QS610EW0053","QS610EW0054","QS610EW0055"
"E01000842",1159,418,118,4,114,300,142,79,58,21,472,331,184,41,97,9,123,18,70,51,8,11,0,113,21,21,0,92,92,0,14,10,4,4,0,22,8,11,0,3,0,0,0,9,1,1,6,1,0,29,20,9,12,12,0
"E01000843",1484,451,77,2,75,374,200,88,61,25,474,350,178,49,117,6,110,14,93,58,27,8,0,103,29,29,0,74,74,0,42,24,18,18,0,93,29,44,0,4,0,14,2,65,26,0,20,19,0,102,74,28,61,61,0
"E01000844",1577,703,136,2,134,567,246,120,186,15,536,355,175,80,48,52,168,13,69,44,20,4,1,113,31,31,0,82,82,0,12,10,2,2,0,41,17,19,1,3,0,1,0,26,10,0,11,5,0,25,16,9,52,52,0
"E01000845",1246,389,84,2,82,305,154,81,55,15,448,297,174,24,94,5,119,32,89,62,17,10,0,125,28,28,0,97,96,1,18,9,9,9,0,54,22,18,4,3,0,4,3,37,22,0,5,10,0,44,32,12,42,42,0
"E01000846",1245,210,42,0,42,168,80,42,43,3,308,212,124,20,52,16,66,30,138,77,39,16,6,140,38,38,0,102,102,0,30,30,0,0,0,100,26,52,5,7,0,7,3,89,32,0,16,41,0,172,133,39,58,52,6
"E01000847",1463,353,85,0,85,268,122,57,81,8,306,206,135,19,47,5,71,29,118,52,58,8,0,212,75,75,0,137,136,1,57,37,20,20,0,124,34,75,2,3,0,10,0,84,36,0,24,24,0,168,138,30,41,40,1
"E01000848",1362,492,152,2,150,340,178,84,66,12,487,332,180,41,98,13,138,17,77,54,14,6,3,152,65,65,0,87,87,0,43,35,8,7,1,47,16,26,0,3,0,1,1,27,7,1,8,11,0,23,18,5,14,14,0
"E01000849",1335,510,85,2,83,425,242,108,56,19,438,286,155,40,73,18,138,14,99,75,17,5,2,89,21,21,0,68,68,0,33,23,10,10,0,51,16,20,1,7,0,7,0,35,22,1,7,5,0,27,18,9,53,53,0
"E01000850",1134,352,41,5,36,311,218,48,38,7,294,214,132,21,56,5,65,15,76,53,14,4,5,89,38,38,0,51,51,0,43,31,12,12,0,54,29,15,0,0,0,10,0,22,13,1,1,7,0,31,16,15,173,173,0
"E01000851",1499,375,59,0,59,316,194,49,63,10,383,279,160,44,63,12,84,20,101,55,21,23,2,127,50,50,0,77,77,0,48,37,11,9,2,115,26,71,0,5,0,13,0,13,6,0,1,6,0,27,20,7,310,310,0
"E01000852",807,188,19,0,19,169,123,26,19,1,129,87,55,14,16,2,30,12,29,21,6,2,0,53,19,19,0,34,34,0,18,15,3,3,0,35,4,24,0,0,0,7,0,14,3,0,4,7,0,29,16,13,312,311,1
"E01000853",1254,188,20,0,20,168,105,25,35,3,299,198,146,4,46,2,70,31,156,112,23,21,0,90,33,33,0,57,57,0,69,53,16,16,0,136,61,47,1,0,0,17,10,86,17,5,42,22,0,90,59,31,140,140,0
"E01000854",1477,205,34,0,34,171,94,28,43,6,219,148,81,14,51,2,50,21,121,79,37,1,4,99,48,48,0,51,51,0,49,43,6,6,0,132,79,35,1,0,0,13,4,106,47,0,46,13,0,73,65,8,473,473,0
"E01000855",1482,376,35,0,35,341,239,62,25,15,519,423,302,31,84,6,75,21,134,81,12,38,3,75,16,16,0,59,59,0,58,39,19,19,0,40,2,25,0,0,0,10,3,24,14,0,1,9,0,27,16,11,229,229,0
"E01000856",1503,151,14,0,14,137,84,27,22,4,361,263,169,24,57,13,65,33,131,78,30,20,3,262,58,58,0,204,204,0,81,50,31,30,1,191,53,106,2,5,0,22,3,66,30,2,13,21,0,185,139,46,75,75,0
"E01000857",1185,376,72,7,65,304,166,55,64,19,384,256,100,39,107,10,113,15,65,45,15,5,0,171,88,88,0,83,83,0,25,23,2,2,0,66,21,20,5,1,0,14,5,48,16,5,12,15,0,41,32,9,9,9,0
"E01000858",1661,245,41,5,36,204,136,42,16,10,353,264,158,23,79,4,71,18,147,87,48,4,8,139,29,29,0,110,110,0,134,68,66,57,9,173,33,82,0,16,6,18,18,131,44,13,36,38,0,249,204,45,90,90,0
"E01000859",1358,434,122,7,115,312,159,64,75,14,549,328,144,47,124,13,190,31,52,31,15,1,5,194,95,95,0,99,99,0,16,14,2,2,0,39,14,10,0,4,0,11,0,27,8,1,5,13,0,23,10,13,24,24,0
"E01000860",1002,283,66,0,66,217,95,40,75,7,346,269,160,31,75,3,62,15,53,39,10,4,0,102,23,23,0,79,79,0,39,19,20,20,0,36,7,19,2,3,0,5,0,48,15,8,10,15,0,40,22,18,55,55,0
"E01000861",1441,203,14,0,14,189,117,43,23,6,397,301,176,43,78,4,76,20,137,59,59,17,2,153,35,35,0,118,118,0,80,49,31,29,2,109,36,52,6,0,0,15,0,77,29,2,31,15,0,115,87,28,170,170,0
"E01000862",1444,569,171,10,161,398,153,111,125,9,526,361,135,50,161,15,144,21,69,37,23,7,2,136,54,54,0,82,82,0,16,12,4,4,0,44,23,12,0,2,0,7,0,20,15,0,0,5,0,26,19,7,38,38,0
