"GeographyCode","QS104EW0001","QS104EW0002","QS104EW0003"
"E02000166",7924,3689,4235
"E02000167",7944,3880,4064
"E02000168",8172,3928,4244
"E02000169",7637,3665,3972
"E02000170",8338,4134,4204
"E02000171",7818,3791,4027
"E02000172",10147,4892,5255
"E02000173",7675,3759,3916
"E02000174",8714,4108,4606
"E02000175",8848,4272,4576
"E02000176",6373,3111,3262
"E02000177",8948,4242,4706
"E02000178",8857,4403,4454
"E02000179",6329,2980,3349
"E02000180",8202,4066,4136
"E02000181",7708,3657,4051
"E02000182",6697,3100,3597
"E02000183",7913,3864,4049
"E02000184",8882,4342,4540
"E02000185",8290,3902,4388
"E02000186",6687,3449,3238
"E02000187",8155,3881,4274
"E02000188",8322,4250,4072
"E02000189",5944,2986,2958
"E02000190",7530,3738,3792
"E02000191",7497,4008,3489
"E02000192",7157,3771,3386
"E02000193",7630,4017,3613
