"GeographyCode","KS612EW0001","KS612EW0002","KS612EW0003","KS612EW0004","KS612EW0005","KS612EW0006","KS612EW0007","KS612EW0008","KS612EW0009","KS612EW0010","KS612EW0011","KS612EW0012","KS612EW0013","KS612EW0014","KS612EW0015","KS612EW0016","KS612EW0017","KS612EW0018","KS612EW0019","KS612EW0020","KS612EW0021","KS612EW0022","KS612EW0023","KS612EW0024","KS612EW0025","KS612EW0026","KS612EW0027","KS612EW0028","KS612EW0029","KS612EW0030","KS612EW0031"
"E00004120",129,47,11,36,40,7,14,3,2,0,2,1,1,14,14,0,36.4341085271318,8.52713178294574,27.906976744186,31.0077519379845,5.42635658914729,10.8527131782946,2.32558139534884,1.55038759689922,0,1.55038759689922,0.775193798449612,0.775193798449612,10.8527131782946,10.8527131782946,0
"E00004121",88,29,6,23,33,6,12,0,3,1,0,0,0,4,4,0,32.9545454545455,6.81818181818182,26.1363636363636,37.5,6.81818181818182,13.6363636363636,0,3.40909090909091,1.13636363636364,0,0,0,4.54545454545455,4.54545454545455,0
"E00004122",87,40,6,34,26,5,10,2,0,0,1,1,0,3,3,0,45.9770114942529,6.89655172413793,39.0804597701149,29.8850574712644,5.74712643678161,11.4942528735632,2.29885057471264,0,0,1.14942528735632,1.14942528735632,0,3.44827586206897,3.44827586206897,0
"E00004123",103,29,9,20,34,9,18,2,3,1,3,2,1,4,4,0,28.1553398058252,8.7378640776699,19.4174757281553,33.0097087378641,8.7378640776699,17.4757281553398,1.94174757281553,2.9126213592233,0.970873786407767,2.9126213592233,1.94174757281553,0.970873786407767,3.88349514563107,3.88349514563107,0
"E00004124",64,23,5,18,21,6,3,1,2,1,3,1,2,4,4,0,35.9375,7.8125,28.125,32.8125,9.375,4.6875,1.5625,3.125,1.5625,4.6875,1.5625,3.125,6.25,6.25,0
"E00004125",104,38,6,32,38,5,11,3,1,0,1,1,0,7,7,0,36.5384615384615,5.76923076923077,30.7692307692308,36.5384615384615,4.80769230769231,10.5769230769231,2.88461538461538,0.961538461538462,0,0.961538461538462,0.961538461538462,0,6.73076923076923,6.73076923076923,0
"E00004126",116,39,11,28,40,5,14,1,5,2,5,2,3,5,5,0,33.6206896551724,9.48275862068965,24.1379310344828,34.4827586206897,4.31034482758621,12.0689655172414,0.862068965517241,4.31034482758621,1.72413793103448,4.31034482758621,1.72413793103448,2.58620689655172,4.31034482758621,4.31034482758621,0
"E00004127",107,45,5,40,27,5,10,4,3,2,1,0,1,10,10,0,42.0560747663551,4.67289719626168,37.3831775700935,25.2336448598131,4.67289719626168,9.34579439252336,3.73831775700935,2.80373831775701,1.86915887850467,0.934579439252336,0,0.934579439252336,9.34579439252336,9.34579439252336,0
"E00004128",106,42,12,30,40,4,5,2,2,2,6,6,0,3,3,0,39.622641509434,11.3207547169811,28.3018867924528,37.7358490566038,3.77358490566038,4.71698113207547,1.88679245283019,1.88679245283019,1.88679245283019,5.66037735849057,5.66037735849057,0,2.83018867924528,2.83018867924528,0
"E00004129",113,37,11,26,35,5,12,7,10,1,2,2,0,4,4,0,32.7433628318584,9.73451327433628,23.0088495575221,30.9734513274336,4.42477876106195,10.6194690265487,6.19469026548673,8.84955752212389,0.884955752212389,1.76991150442478,1.76991150442478,0,3.53982300884956,3.53982300884956,0
"E00004130",106,30,7,23,37,5,11,4,5,2,0,0,0,12,12,0,28.3018867924528,6.60377358490566,21.6981132075472,34.9056603773585,4.71698113207547,10.377358490566,3.77358490566038,4.71698113207547,1.88679245283019,0,0,0,11.3207547169811,11.3207547169811,0
"E00004131",106,35,9,26,35,3,7,9,3,5,2,2,0,7,7,0,33.0188679245283,8.49056603773585,24.5283018867925,33.0188679245283,2.83018867924528,6.60377358490566,8.49056603773585,2.83018867924528,4.71698113207547,1.88679245283019,1.88679245283019,0,6.60377358490566,6.60377358490566,0
"E00004132",77,23,6,17,30,2,11,1,0,2,4,4,0,4,4,0,29.8701298701299,7.79220779220779,22.0779220779221,38.961038961039,2.5974025974026,14.2857142857143,1.2987012987013,0,2.5974025974026,5.19480519480519,5.19480519480519,0,5.19480519480519,5.19480519480519,0
"E00004133",81,30,3,27,24,4,6,0,4,5,4,1,3,4,4,0,37.037037037037,3.7037037037037,33.3333333333333,29.6296296296296,4.93827160493827,7.40740740740741,0,4.93827160493827,6.17283950617284,4.93827160493827,1.23456790123457,3.7037037037037,4.93827160493827,4.93827160493827,0
"E00004134",72,25,4,21,25,2,3,2,1,2,3,3,0,9,9,0,34.7222222222222,5.55555555555556,29.1666666666667,34.7222222222222,2.77777777777778,4.16666666666667,2.77777777777778,1.38888888888889,2.77777777777778,4.16666666666667,4.16666666666667,0,12.5,12.5,0
"E00004135",64,18,2,16,28,3,4,0,2,2,3,0,3,4,4,0,28.125,3.125,25,43.75,4.6875,6.25,0,3.125,3.125,4.6875,0,4.6875,6.25,6.25,0
"E00004136",88,31,10,21,27,3,12,3,3,2,1,1,0,6,6,0,35.2272727272727,11.3636363636364,23.8636363636364,30.6818181818182,3.40909090909091,13.6363636363636,3.40909090909091,3.40909090909091,2.27272727272727,1.13636363636364,1.13636363636364,0,6.81818181818182,6.81818181818182,0
"E00004137",107,36,18,18,34,10,11,9,3,1,0,0,0,3,3,0,33.6448598130841,16.8224299065421,16.8224299065421,31.7757009345794,9.34579439252336,10.2803738317757,8.41121495327103,2.80373831775701,0.934579439252336,0,0,0,2.80373831775701,2.80373831775701,0
"E00004138",93,35,6,29,23,9,7,5,3,5,3,2,1,3,3,0,37.6344086021505,6.45161290322581,31.1827956989247,24.7311827956989,9.67741935483871,7.52688172043011,5.37634408602151,3.2258064516129,5.37634408602151,3.2258064516129,2.1505376344086,1.0752688172043,3.2258064516129,3.2258064516129,0
"E00004139",74,11,1,10,6,1,5,5,10,10,12,9,3,14,14,0,14.8648648648649,1.35135135135135,13.5135135135135,8.10810810810811,1.35135135135135,6.75675675675676,6.75675675675676,13.5135135135135,13.5135135135135,16.2162162162162,12.1621621621622,4.05405405405405,18.9189189189189,18.9189189189189,0
"E00004140",68,27,7,20,25,4,5,0,2,2,3,1,2,0,0,0,39.7058823529412,10.2941176470588,29.4117647058824,36.7647058823529,5.88235294117647,7.35294117647059,0,2.94117647058824,2.94117647058824,4.41176470588235,1.47058823529412,2.94117647058824,0,0,0
"E00004141",73,21,3,18,25,3,7,7,4,2,2,2,0,2,2,0,28.7671232876712,4.10958904109589,24.6575342465753,34.2465753424658,4.10958904109589,9.58904109589041,9.58904109589041,5.47945205479452,2.73972602739726,2.73972602739726,2.73972602739726,0,2.73972602739726,2.73972602739726,0
"E00004142",104,33,6,27,40,4,9,3,3,2,4,1,3,6,6,0,31.7307692307692,5.76923076923077,25.9615384615385,38.4615384615385,3.84615384615385,8.65384615384615,2.88461538461538,2.88461538461538,1.92307692307692,3.84615384615385,0.961538461538462,2.88461538461538,5.76923076923077,5.76923076923077,0
"E00004143",99,39,14,25,31,5,11,0,4,3,2,2,0,4,4,0,39.3939393939394,14.1414141414141,25.2525252525253,31.3131313131313,5.05050505050505,11.1111111111111,0,4.04040404040404,3.03030303030303,2.02020202020202,2.02020202020202,0,4.04040404040404,4.04040404040404,0
"E00004144",79,34,6,28,28,3,4,1,3,0,4,3,1,2,2,0,43.0379746835443,7.59493670886076,35.4430379746835,35.4430379746835,3.79746835443038,5.06329113924051,1.26582278481013,3.79746835443038,0,5.06329113924051,3.79746835443038,1.26582278481013,2.53164556962025,2.53164556962025,0
"E00004145",101,30,6,24,33,6,6,9,8,3,3,3,0,3,3,0,29.7029702970297,5.94059405940594,23.7623762376238,32.6732673267327,5.94059405940594,5.94059405940594,8.91089108910891,7.92079207920792,2.97029702970297,2.97029702970297,2.97029702970297,0,2.97029702970297,2.97029702970297,0
"E00004146",94,31,1,30,31,1,12,6,4,2,1,1,0,6,6,0,32.9787234042553,1.06382978723404,31.9148936170213,32.9787234042553,1.06382978723404,12.7659574468085,6.38297872340426,4.25531914893617,2.12765957446809,1.06382978723404,1.06382978723404,0,6.38297872340426,6.38297872340426,0
"E00004147",101,37,6,31,42,4,8,1,5,2,0,0,0,2,2,0,36.6336633663366,5.94059405940594,30.6930693069307,41.5841584158416,3.96039603960396,7.92079207920792,0.99009900990099,4.95049504950495,1.98019801980198,0,0,0,1.98019801980198,1.98019801980198,0
"E00004148",65,21,4,17,28,2,6,1,0,1,1,1,0,5,5,0,32.3076923076923,6.15384615384615,26.1538461538462,43.0769230769231,3.07692307692308,9.23076923076923,1.53846153846154,0,1.53846153846154,1.53846153846154,1.53846153846154,0,7.69230769230769,7.69230769230769,0
"E00004149",125,49,6,43,40,4,14,2,3,1,5,3,2,7,7,0,39.2,4.8,34.4,32,3.2,11.2,1.6,2.4,0.8,4,2.4,1.6,5.6,5.6,0
"E00004150",132,56,6,50,47,7,9,0,0,2,5,2,3,6,6,0,42.4242424242424,4.54545454545455,37.8787878787879,35.6060606060606,5.3030303030303,6.81818181818182,0,0,1.51515151515152,3.78787878787879,1.51515151515152,2.27272727272727,4.54545454545455,4.54545454545455,0
"E00004151",104,39,6,33,42,7,6,2,3,1,1,0,1,3,3,0,37.5,5.76923076923077,31.7307692307692,40.3846153846154,6.73076923076923,5.76923076923077,1.92307692307692,2.88461538461538,0.961538461538462,0.961538461538462,0,0.961538461538462,2.88461538461538,2.88461538461538,0
"E00004152",84,40,11,29,26,3,10,1,0,0,2,1,1,2,2,0,47.6190476190476,13.0952380952381,34.5238095238095,30.952380952381,3.57142857142857,11.9047619047619,1.19047619047619,0,0,2.38095238095238,1.19047619047619,1.19047619047619,2.38095238095238,2.38095238095238,0
"E00004153",88,34,10,24,25,5,6,3,1,3,4,1,3,7,7,0,38.6363636363636,11.3636363636364,27.2727272727273,28.4090909090909,5.68181818181818,6.81818181818182,3.40909090909091,1.13636363636364,3.40909090909091,4.54545454545455,1.13636363636364,3.40909090909091,7.95454545454545,7.95454545454545,0
"E00004154",104,47,8,39,30,2,8,1,10,0,0,0,0,6,6,0,45.1923076923077,7.69230769230769,37.5,28.8461538461538,1.92307692307692,7.69230769230769,0.961538461538462,9.61538461538462,0,0,0,0,5.76923076923077,5.76923076923077,0
"E00004155",88,32,8,24,34,0,7,0,3,2,0,0,0,10,10,0,36.3636363636364,9.09090909090909,27.2727272727273,38.6363636363636,0,7.95454545454545,0,3.40909090909091,2.27272727272727,0,0,0,11.3636363636364,11.3636363636364,0
"E00004156",88,40,9,31,26,2,9,2,3,2,2,0,2,2,2,0,45.4545454545455,10.2272727272727,35.2272727272727,29.5454545454545,2.27272727272727,10.2272727272727,2.27272727272727,3.40909090909091,2.27272727272727,2.27272727272727,0,2.27272727272727,2.27272727272727,2.27272727272727,0
"E00004157",95,29,11,18,35,7,10,2,3,1,0,0,0,8,8,0,30.5263157894737,11.5789473684211,18.9473684210526,36.8421052631579,7.36842105263158,10.5263157894737,2.10526315789474,3.15789473684211,1.05263157894737,0,0,0,8.42105263157895,8.42105263157895,0
"E00004158",95,14,5,9,18,6,10,2,12,11,7,7,0,15,15,0,14.7368421052632,5.26315789473684,9.47368421052632,18.9473684210526,6.31578947368421,10.5263157894737,2.10526315789474,12.6315789473684,11.5789473684211,7.36842105263158,7.36842105263158,0,15.7894736842105,15.7894736842105,0
"E00004159",117,9,4,5,19,13,16,3,10,14,13,8,5,20,20,0,7.69230769230769,3.41880341880342,4.27350427350427,16.2393162393162,11.1111111111111,13.6752136752137,2.56410256410256,8.54700854700855,11.965811965812,11.1111111111111,6.83760683760684,4.27350427350427,17.0940170940171,17.0940170940171,0
"E00004160",60,3,1,2,13,3,9,2,12,4,9,5,4,5,5,0,5,1.66666666666667,3.33333333333333,21.6666666666667,5,15,3.33333333333333,20,6.66666666666667,15,8.33333333333333,6.66666666666667,8.33333333333333,8.33333333333333,0
"E00004161",68,22,4,18,21,6,10,1,2,1,1,0,1,4,4,0,32.3529411764706,5.88235294117647,26.4705882352941,30.8823529411765,8.82352941176471,14.7058823529412,1.47058823529412,2.94117647058824,1.47058823529412,1.47058823529412,0,1.47058823529412,5.88235294117647,5.88235294117647,0
"E00004162",99,41,11,30,23,1,11,3,6,1,7,5,2,6,6,0,41.4141414141414,11.1111111111111,30.3030303030303,23.2323232323232,1.01010101010101,11.1111111111111,3.03030303030303,6.06060606060606,1.01010101010101,7.07070707070707,5.05050505050505,2.02020202020202,6.06060606060606,6.06060606060606,0
"E00004163",140,58,15,43,34,6,17,2,5,4,6,6,0,8,8,0,41.4285714285714,10.7142857142857,30.7142857142857,24.2857142857143,4.28571428571429,12.1428571428571,1.42857142857143,3.57142857142857,2.85714285714286,4.28571428571429,4.28571428571429,0,5.71428571428571,5.71428571428571,0
"E00004164",124,4,0,4,24,10,18,10,14,15,10,8,2,19,19,0,3.2258064516129,0,3.2258064516129,19.3548387096774,8.06451612903226,14.5161290322581,8.06451612903226,11.2903225806452,12.0967741935484,8.06451612903226,6.45161290322581,1.61290322580645,15.3225806451613,15.3225806451613,0
"E00004165",116,10,2,8,17,6,18,10,15,12,14,9,5,14,14,0,8.62068965517241,1.72413793103448,6.89655172413793,14.6551724137931,5.17241379310345,15.5172413793103,8.62068965517241,12.9310344827586,10.3448275862069,12.0689655172414,7.75862068965517,4.31034482758621,12.0689655172414,12.0689655172414,0
"E00004166",129,6,2,4,20,6,20,7,19,14,20,13,7,17,17,0,4.65116279069767,1.55038759689922,3.10077519379845,15.5038759689922,4.65116279069767,15.5038759689922,5.42635658914729,14.7286821705426,10.8527131782946,15.5038759689922,10.077519379845,5.42635658914729,13.1782945736434,13.1782945736434,0
"E00004167",88,33,6,27,29,5,9,0,1,0,3,2,1,8,8,0,37.5,6.81818181818182,30.6818181818182,32.9545454545455,5.68181818181818,10.2272727272727,0,1.13636363636364,0,3.40909090909091,2.27272727272727,1.13636363636364,9.09090909090909,9.09090909090909,0
"E00004168",74,33,4,29,20,4,4,5,3,1,1,0,1,3,3,0,44.5945945945946,5.40540540540541,39.1891891891892,27.027027027027,5.40540540540541,5.40540540540541,6.75675675675676,4.05405405405405,1.35135135135135,1.35135135135135,0,1.35135135135135,4.05405405405405,4.05405405405405,0
"E00004169",129,37,2,35,36,6,12,7,3,6,1,1,0,21,21,0,28.6821705426357,1.55038759689922,27.1317829457364,27.906976744186,4.65116279069767,9.30232558139535,5.42635658914729,2.32558139534884,4.65116279069767,0.775193798449612,0.775193798449612,0,16.2790697674419,16.2790697674419,0
"E00004172",142,29,8,21,43,11,17,8,3,6,10,3,7,15,15,0,20.4225352112676,5.63380281690141,14.7887323943662,30.2816901408451,7.74647887323944,11.9718309859155,5.63380281690141,2.11267605633803,4.22535211267606,7.04225352112676,2.11267605633803,4.92957746478873,10.5633802816901,10.5633802816901,0
"E00004173",256,25,2,23,17,9,8,8,10,10,11,10,1,158,158,0,9.765625,0.78125,8.984375,6.640625,3.515625,3.125,3.125,3.90625,3.90625,4.296875,3.90625,0.390625,61.71875,61.71875,0
"E00004174",145,6,0,6,13,2,9,7,7,9,3,2,1,89,89,0,4.13793103448276,0,4.13793103448276,8.96551724137931,1.37931034482759,6.20689655172414,4.82758620689655,4.82758620689655,6.20689655172414,2.06896551724138,1.37931034482759,0.689655172413793,61.3793103448276,61.3793103448276,0
"E00004175",155,15,2,13,27,11,17,7,9,16,35,26,9,18,18,0,9.67741935483871,1.29032258064516,8.38709677419355,17.4193548387097,7.09677419354839,10.9677419354839,4.51612903225806,5.80645161290323,10.3225806451613,22.5806451612903,16.7741935483871,5.80645161290323,11.6129032258065,11.6129032258065,0
"E00004177",147,21,1,20,7,3,1,1,1,2,2,2,0,109,109,0,14.2857142857143,0.680272108843537,13.6054421768707,4.76190476190476,2.04081632653061,0.680272108843537,0.680272108843537,0.680272108843537,1.36054421768707,1.36054421768707,1.36054421768707,0,74.1496598639456,74.1496598639456,0
"E00004179",112,20,1,19,18,6,15,8,14,8,11,8,3,12,12,0,17.8571428571429,0.892857142857143,16.9642857142857,16.0714285714286,5.35714285714286,13.3928571428571,7.14285714285714,12.5,7.14285714285714,9.82142857142857,7.14285714285714,2.67857142857143,10.7142857142857,10.7142857142857,0
