"GeographyCode","KS602EW0001","KS602EW0002","KS602EW0003","KS602EW0004","KS602EW0005","KS602EW0006","KS602EW0007","KS602EW0008","KS602EW0009","KS602EW0010","KS602EW0011","KS602EW0012","KS602EW0013","KS602EW0014","KS602EW0015","KS602EW0016","KS602EW0017","KS602EW0018","KS602EW0019","KS602EW0020","KS602EW0021","KS602EW0022","KS602EW0023","KS602EW0024","KS602EW0025","KS602EW0026","KS602EW0027","KS602EW0028","KS602EW0029"
"E00004120",129,5,69,22,1,5,12,9,2,1,3,0,0,0,1,3.87596899224806,53.4883720930233,17.0542635658915,0.775193798449612,3.87596899224806,9.30232558139535,6.97674418604651,1.55038759689922,0.775193798449612,2.32558139534884,0,0,0,0.775193798449612
"E00004121",88,6,41,24,2,1,7,4,0,1,2,1,0,0,0,6.81818181818182,46.5909090909091,27.2727272727273,2.27272727272727,1.13636363636364,7.95454545454545,4.54545454545455,0,1.13636363636364,2.27272727272727,1.13636363636364,0,0,0
"E00004122",87,3,48,25,0,0,4,3,0,1,3,0,0,0,0,3.44827586206897,55.1724137931034,28.735632183908,0,0,4.59770114942529,3.44827586206897,0,1.14942528735632,3.44827586206897,0,0,0,0
"E00004123",103,5,51,33,3,0,4,4,0,0,3,0,0,0,1,4.85436893203883,49.5145631067961,32.0388349514563,2.9126213592233,0,3.88349514563107,3.88349514563107,0,0,2.9126213592233,0,0,0,0.970873786407767
"E00004124",64,1,35,7,3,0,7,5,1,2,3,0,2,0,2,1.5625,54.6875,10.9375,4.6875,0,10.9375,7.8125,1.5625,3.125,4.6875,0,3.125,0,3.125
"E00004125",104,2,56,22,5,1,6,8,1,1,2,0,0,0,0,1.92307692307692,53.8461538461538,21.1538461538462,4.80769230769231,0.961538461538462,5.76923076923077,7.69230769230769,0.961538461538462,0.961538461538462,1.92307692307692,0,0,0,0
"E00004126",116,3,62,27,7,2,5,3,2,5,0,0,2,1,3,2.58620689655172,53.448275862069,23.2758620689655,6.03448275862069,1.72413793103448,4.31034482758621,2.58620689655172,1.72413793103448,4.31034482758621,0,0,1.72413793103448,0.862068965517241,2.58620689655172
"E00004127",107,7,64,18,2,2,4,8,1,1,0,0,1,0,1,6.54205607476635,59.8130841121495,16.8224299065421,1.86915887850467,1.86915887850467,3.73831775700935,7.47663551401869,0.934579439252336,0.934579439252336,0,0,0.934579439252336,0,0.934579439252336
"E00004128",106,3,61,21,3,2,8,2,0,6,0,2,0,2,0,2.83018867924528,57.5471698113208,19.811320754717,2.83018867924528,1.88679245283019,7.54716981132075,1.88679245283019,0,5.66037735849057,0,1.88679245283019,0,1.88679245283019,0
"E00004129",113,3,68,21,3,1,9,3,1,1,3,1,1,1,0,2.65486725663717,60.1769911504425,18.5840707964602,2.65486725663717,0.884955752212389,7.9646017699115,2.65486725663717,0.884955752212389,0.884955752212389,2.65486725663717,0.884955752212389,0.884955752212389,0.884955752212389,0
"E00004130",106,9,54,21,0,5,7,7,0,2,1,0,0,0,0,8.49056603773585,50.9433962264151,19.811320754717,0,4.71698113207547,6.60377358490566,6.60377358490566,0,1.88679245283019,0.943396226415094,0,0,0,0
"E00004131",106,5,61,22,2,1,6,6,0,1,2,0,0,1,0,4.71698113207547,57.5471698113208,20.7547169811321,1.88679245283019,0.943396226415094,5.66037735849057,5.66037735849057,0,0.943396226415094,1.88679245283019,0,0,0.943396226415094,0
"E00004132",77,1,38,24,5,1,4,3,0,1,0,5,0,4,0,1.2987012987013,49.3506493506493,31.1688311688312,6.49350649350649,1.2987012987013,5.19480519480519,3.8961038961039,0,1.2987012987013,0,6.49350649350649,0,5.19480519480519,0
