"GeographyCode","KS205EW0001","KS205EW0002","KS205EW0003","KS205EW0004","KS205EW0005","KS205EW0006","KS205EW0007","KS205EW0008","KS205EW0009","KS205EW0010","KS205EW0011","KS205EW0012","KS205EW0013","KS205EW0014","KS205EW0015","KS205EW0016","KS205EW0017","KS205EW0018","KS205EW0019","KS205EW0020","KS205EW0021","KS205EW0022","KS205EW0023","KS205EW0024","KS205EW0025"
"E02000166",7924,488,6243,243,585,70,83,140,275,3,55,159,0,6.15850580514891,78.7859666834932,3.06663301362948,7.38263503281171,0.88339222614841,1.04745078243311,1.76678445229682,3.47046945986875,0.0378596668349319,0.694093891973751,2.00656234225139,0
"E02000167",7944,204,5559,141,1008,109,95,294,815,7,58,349,0,2.56797583081571,69.9773413897281,1.77492447129909,12.6888217522659,1.37210473313192,1.19587109768379,3.70090634441088,10.2593152064451,0.0881168177240685,0.730110775427996,4.3932527693857,0
"E02000168",8172,437,6414,286,624,84,76,182,269,5,54,176,0,5.34752814488497,78.4875183553598,3.4997552618698,7.63582966226138,1.02790014684288,0.930004894762604,2.22711698482624,3.29172785119922,0.0611845325501713,0.66079295154185,2.15369554576603,0
"E02000169",7637,195,5048,171,1020,176,128,662,710,13,62,188,1,2.55335864868404,66.0992536336258,2.23909912269216,13.356029854655,2.3045698572738,1.67605080529004,8.6683252586094,9.29684431059317,0.170223909912269,0.811837108812361,2.46169962026974,0.0130941469163284
"E02000170",8338,227,5718,314,1123,156,149,460,439,7,67,282,0,2.72247541376829,68.5775965459343,3.76589110098345,13.4684576637083,1.87095226673063,1.78699928040297,5.51691053010314,5.26505157112017,0.0839529863276565,0.803550011993284,3.38210602062845,0
"E02000171",7818,324,5738,182,852,101,79,258,394,6,68,276,0,4.14428242517268,73.3947301100026,2.32796111537478,10.8979278587874,1.29189050908161,1.01048861601433,3.30007674597084,5.03965208493221,0.0767459708365311,0.869787669480686,3.53031465848043,0
"E02000172",10147,900,7474,295,797,56,146,366,204,7,92,158,0,8.86961663545876,73.6572385926875,2.90726323051148,7.85453828717848,0.551887257317434,1.43884892086331,3.60697743175323,2.01044643737065,0.0689859071646792,0.906671922735784,1.55711047600276,0
"E02000173",7675,179,4686,187,1169,166,157,737,717,13,86,280,0,2.33224755700326,61.0553745928339,2.43648208469055,15.2312703583062,2.1628664495114,2.04560260586319,9.60260586319218,9.34201954397394,0.169381107491857,1.12052117263844,3.64820846905537,0
"E02000174",8714,531,6245,257,1101,65,170,227,205,11,56,185,1,6.09364241450539,71.6662841404636,2.94927702547625,12.6348404865733,0.745926095937572,1.95088363552903,2.60500344273583,2.35253614872619,0.12623364700482,0.642644021115446,2.12302042689924,0.0114757860913473
"E02000175",8848,295,5975,262,1127,112,167,514,378,12,73,480,0,3.33408679927667,67.5293851717902,2.96112115732369,12.7373417721519,1.26582278481013,1.8874321880651,5.80922242314647,4.27215189873418,0.135623869801085,0.8250452079566,5.4249547920434,0
"E02000176",6373,147,3940,156,1008,169,90,475,618,6,55,320,1,2.30660599403735,61.8233171190962,2.44782676918249,15.8167268162561,2.65181233328103,1.41220775145144,7.45331868821591,9.69715989329986,0.0941471834300957,0.863015848109211,5.02118311627177,0.0156911972383493
"E02000177",8948,690,6643,265,717,54,129,273,246,4,75,168,1,7.71122038444345,74.2400536432722,2.96155565489495,8.01296379079124,0.603486812695574,1.44166294143943,3.05096110862763,2.74921770227984,0.0447027268663388,0.838176128743853,1.87751452838623,0.0111756817165847
"E02000178",8857,500,5946,463,1068,107,183,369,224,15,76,295,0,5.64525234277972,67.1333408603365,5.22750366941402,12.0582590041775,1.20808400135486,2.06616235745738,4.16619622897143,2.52907304956532,0.169357570283392,0.858078356102518,3.33069888224004,0
"E02000179",6329,269,4538,126,628,126,132,390,354,9,57,173,1,4.25027650497709,71.7016906304313,1.99083583504503,9.92257860641492,1.99083583504503,2.08563754147575,6.16211091799652,5.59330067941223,0.142202559646074,0.9006162110918,2.73344920208564,0.0158002844051193
"E02000180",8202,438,6004,265,776,99,122,364,246,7,59,172,2,5.34016093635699,73.2016581321629,3.23091928797854,9.46110704706169,1.20702267739576,1.48744208729578,4.4379419653743,2.99926847110461,0.0853450377956596,0.719336747134845,2.09704950012192,0.0243842965130456
"E02000181",7708,196,5064,245,1077,134,182,496,408,15,53,452,2,2.54281266216918,65.6979761286975,3.17851582771147,13.9724961079398,1.73845355474831,2.36118318629995,6.43487285936689,5.29320186818889,0.194603009859886,0.68759730150493,5.86403736377789,0.0259470679813181
"E02000182",6697,216,4061,91,716,168,143,984,457,4,68,217,0,3.2253247722861,60.6390921308048,1.35881738091683,10.6913543377632,2.5085859340003,2.13528445572644,14.6931461848589,6.82395102284605,0.0597282365238166,1.01538002090488,3.24025683141705,0
