"GeographyCode","KS613EW0001","KS613EW0002","KS613EW0003","KS613EW0004","KS613EW0005","KS613EW0006","KS613EW0007","KS613EW0008","KS613EW0009","KS613EW0010","KS613EW0011","KS613EW0012","KS613EW0013","KS613EW0014","KS613EW0015","KS613EW0016","KS613EW0017","KS613EW0018","KS613EW0019","KS613EW0020","KS613EW0021","KS613EW0022","KS613EW0023","KS613EW0024","KS613EW0025","KS613EW0026","KS613EW0027","KS613EW0028","KS613EW0029","KS613EW0030","KS613EW0031"
"E02000166",3261,522,79,443,1070,382,248,48,299,142,272,207,65,278,278,0,16.0073597056118,2.42256976387611,13.5847899417357,32.8120208524992,11.7141980987427,7.60502913216805,1.47194112235511,9.16896657467035,4.35449248696719,8.3409996933456,6.34774609015639,1.99325360318921,8.52499233363999,8.52499233363999,0
"E02000167",2979,764,110,654,1130,271,272,30,122,71,123,91,32,196,196,0,25.6461899966432,3.69251426653239,21.9536757301108,37.9321920107419,9.09701242027526,9.13058073178919,1.00704934541793,4.09533400469956,2.38335011748909,4.12890231621349,3.05471634776771,1.07418596844579,6.57938905673045,6.57938905673045,0
"E02000168",3347,572,75,497,1126,402,209,68,266,117,245,192,53,342,342,0,17.0899312817448,2.24081266806095,14.8491186136839,33.6420675231551,12.0107559008067,6.24439796832985,2.03167015237526,7.94741559605617,3.49566776217508,7.3199880489991,5.73648043023603,1.58350761876307,10.2181057663579,10.2181057663579,0
"E02000169",2894,560,97,463,863,317,237,35,179,86,148,118,30,469,469,0,19.3503800967519,3.35176226675881,15.9986178299931,29.8203178991016,10.9536973047685,8.18935729094679,1.20939875604699,6.18521078092605,2.97166551485833,5.11402902557015,4.07740152038701,1.03662750518314,16.2059433310297,16.2059433310297,0
"E02000170",3374,709,110,599,1139,396,230,58,209,150,198,165,33,285,285,0,21.0136336692353,3.2602252519265,17.7534084173088,33.7581505631298,11.7368109069354,6.81683461766449,1.7190278601067,6.19442797866034,4.4457617071725,5.86840545346769,4.89033787788975,0.978067575577949,8.44694724362774,8.44694724362774,0
"E02000171",3105,657,74,583,1033,312,212,53,211,109,213,169,44,305,305,0,21.1594202898551,2.38325281803543,18.7761674718196,33.2689210950081,10.048309178744,6.82769726247987,1.70692431561997,6.79549114331723,3.51046698872786,6.85990338164251,5.44283413848631,1.4170692431562,9.82286634460548,9.82286634460548,0
"E02000172",3992,370,51,319,836,439,179,126,490,245,590,513,77,717,717,0,9.2685370741483,1.27755511022044,7.99098196392786,20.9418837675351,10.996993987976,4.48396793587174,3.1563126252505,12.2745490981964,6.1372745490982,14.7795591182365,12.8507014028056,1.92885771543086,17.9609218436874,17.9609218436874,0
"E02000173",3055,753,103,650,1072,315,193,49,153,67,180,142,38,273,273,0,24.6481178396072,3.37152209492635,21.2765957446809,35.0900163666121,10.3109656301146,6.31751227495908,1.60392798690671,5.00818330605565,2.19312602291326,5.89198036006547,4.6481178396072,1.24386252045827,8.93617021276596,8.93617021276596,0
"E02000174",3661,543,82,461,1058,464,196,61,336,181,358,299,59,464,464,0,14.8320131111718,2.23982518437585,12.592187926796,28.8992078667031,12.6741327506146,5.35372848948375,1.66621141764545,9.17782026768642,4.9440043703906,9.7787489756897,8.16716744059,1.6115815350997,12.6741327506146,12.6741327506146,0
"E02000175",3895,883,112,771,1275,450,210,69,246,120,272,216,56,370,370,0,22.6700898587933,2.87548138639281,19.7946084724005,32.7342747111682,11.5532734274711,5.39152759948652,1.77150192554557,6.31578947368421,3.0808729139923,6.98331193838254,5.54557124518614,1.43774069319641,9.49935815147625,9.49935815147625,0
