"GeographyCode","KS106EW0001","KS106EW0002","KS106EW0003","KS106EW0004","KS106EW0005","KS106EW0006","KS106EW0007","KS106EW0008","KS106EW0009","KS106EW0010","KS106EW0011","KS106EW0012","KS106EW0013"
"E00004209",113,5,23,17,4,6,22,4.42477876106195,20.353982300885,15.0442477876106,3.53982300884956,5.30973451327434,19.4690265486726
"E00004210",126,13,42,47,22,9,35,10.3174603174603,33.3333333333333,37.3015873015873,17.4603174603175,7.14285714285714,27.7777777777778
"E00004211",124,3,16,19,2,5,19,2.41935483870968,12.9032258064516,15.3225806451613,1.61290322580645,4.03225806451613,15.3225806451613
"E00004212",134,7,18,34,15,7,19,5.22388059701492,13.4328358208955,25.3731343283582,11.1940298507463,5.22388059701492,14.1791044776119
"E00004213",167,27,37,68,19,19,36,16.1676646706587,22.1556886227545,40.7185628742515,11.377245508982,11.377245508982,21.5568862275449
"E00004214",243,21,52,65,23,26,39,8.64197530864197,21.3991769547325,26.7489711934156,9.46502057613169,10.6995884773663,16.0493827160494
"E00004215",129,0,19,22,10,0,9,0,14.7286821705426,17.0542635658915,7.75193798449612,0,6.97674418604651
"E00004216",146,3,16,36,12,5,16,2.05479452054794,10.958904109589,24.6575342465753,8.21917808219178,3.42465753424658,10.958904109589
"E00004217",141,2,25,15,9,0,23,1.41843971631206,17.7304964539007,10.6382978723404,6.38297872340426,0,16.3120567375887
"E00004218",131,11,34,30,8,9,38,8.3969465648855,25.9541984732824,22.9007633587786,6.10687022900763,6.87022900763359,29.0076335877863
"E00004219",190,6,38,34,15,6,26,3.15789473684211,20,17.8947368421053,7.89473684210526,3.15789473684211,13.6842105263158
"E00004220",87,4,37,16,6,7,34,4.59770114942529,42.5287356321839,18.3908045977011,6.89655172413793,8.04597701149425,39.0804597701149
"E00004221",111,0,18,26,17,1,14,0,16.2162162162162,23.4234234234234,15.3153153153153,0.900900900900901,12.6126126126126
"E00004222",109,3,24,23,13,5,21,2.75229357798165,22.0183486238532,21.1009174311927,11.9266055045872,4.58715596330275,19.2660550458716
"E00004223",116,8,27,32,12,13,25,6.89655172413793,23.2758620689655,27.5862068965517,10.3448275862069,11.2068965517241,21.551724137931
"E00004224",147,0,17,26,11,5,13,0,11.5646258503401,17.687074829932,7.48299319727891,3.40136054421769,8.84353741496599
"E00004225",195,0,26,14,7,4,19,0,13.3333333333333,7.17948717948718,3.58974358974359,2.05128205128205,9.74358974358974
"E00004226",119,0,31,27,9,2,14,0,26.0504201680672,22.6890756302521,7.56302521008403,1.68067226890756,11.7647058823529
"E00004227",145,3,47,23,9,4,29,2.06896551724138,32.4137931034483,15.8620689655172,6.20689655172414,2.75862068965517,20
"E00004228",107,0,19,16,8,1,16,0,17.7570093457944,14.9532710280374,7.47663551401869,0.934579439252336,14.9532710280374
"E00004229",174,8,23,19,13,3,20,4.59770114942529,13.2183908045977,10.9195402298851,7.47126436781609,1.72413793103448,11.4942528735632
"E00004230",130,3,32,23,8,4,28,2.30769230769231,24.6153846153846,17.6923076923077,6.15384615384615,3.07692307692308,21.5384615384615
"E00004231",142,0,18,40,24,2,13,0,12.6760563380282,28.169014084507,16.9014084507042,1.40845070422535,9.15492957746479
"E00004232",132,1,60,11,9,1,38,0.757575757575758,45.4545454545455,8.33333333333333,6.81818181818182,0.757575757575758,28.7878787878788
"E00004233",124,3,32,18,4,4,33,2.41935483870968,25.8064516129032,14.5161290322581,3.2258064516129,3.2258064516129,26.6129032258064
"E00004234",124,2,15,21,5,1,10,1.61290322580645,12.0967741935484,16.9354838709677,4.03225806451613,0.806451612903226,8.06451612903226
"E00004235",163,10,33,31,12,7,21,6.13496932515337,20.2453987730061,19.0184049079755,7.36196319018405,4.29447852760736,12.8834355828221
"E00004236",150,4,30,17,5,6,34,2.66666666666667,20,11.3333333333333,3.33333333333333,4,22.6666666666667
"E00004237",123,6,21,25,10,4,23,4.8780487804878,17.0731707317073,20.3252032520325,8.13008130081301,3.2520325203252,18.6991869918699
"E00004238",126,2,27,28,13,5,22,1.58730158730159,21.4285714285714,22.2222222222222,10.3174603174603,3.96825396825397,17.4603174603175
"E00004239",111,6,36,22,10,3,29,5.40540540540541,32.4324324324324,19.8198198198198,9.00900900900901,2.7027027027027,26.1261261261261
"E00004240",136,7,29,25,8,10,35,5.14705882352941,21.3235294117647,18.3823529411765,5.88235294117647,7.35294117647059,25.7352941176471
"E00004241",133,2,19,31,11,0,20,1.50375939849624,14.2857142857143,23.3082706766917,8.27067669172932,0,15.0375939849624
"E00004242",105,0,6,18,5,3,12,0,5.71428571428571,17.1428571428571,4.76190476190476,2.85714285714286,11.4285714285714
"E00004243",110,0,14,36,12,0,18,0,12.7272727272727,32.7272727272727,10.9090909090909,0,16.3636363636364
"E00004244",100,11,32,43,24,7,28,11,32,43,24,7,28
"E00004245",163,10,51,32,8,14,39,6.13496932515337,31.2883435582822,19.6319018404908,4.9079754601227,8.58895705521472,23.9263803680982
"E00004246",121,4,31,26,10,2,21,3.30578512396694,25.6198347107438,21.4876033057851,8.26446280991736,1.65289256198347,17.3553719008264
"E00004247",156,3,45,24,9,4,41,1.92307692307692,28.8461538461538,15.3846153846154,5.76923076923077,2.56410256410256,26.2820512820513
"E00004248",207,10,41,48,16,13,41,4.83091787439614,19.8067632850242,23.1884057971014,7.72946859903382,6.28019323671498,19.8067632850242
"E00004249",114,5,20,17,10,1,22,4.3859649122807,17.5438596491228,14.9122807017544,8.7719298245614,0.87719298245614,19.2982456140351
"E00004250",127,0,29,20,8,2,29,0,22.8346456692913,15.748031496063,6.2992125984252,1.5748031496063,22.8346456692913
"E00004251",95,1,18,23,6,2,10,1.05263157894737,18.9473684210526,24.2105263157895,6.31578947368421,2.10526315789474,10.5263157894737
"E00004252",115,3,20,27,14,4,24,2.60869565217391,17.3913043478261,23.4782608695652,12.1739130434783,3.47826086956522,20.8695652173913
"E00004253",132,5,34,25,11,7,27,3.78787878787879,25.7575757575758,18.9393939393939,8.33333333333333,5.3030303030303,20.4545454545455
"E00004254",119,17,25,50,32,13,23,14.2857142857143,21.0084033613445,42.0168067226891,26.890756302521,10.9243697478992,19.327731092437
"E00004255",128,10,20,32,14,8,20,7.8125,15.625,25,10.9375,6.25,15.625
"E00004256",149,8,43,36,15,7,31,5.36912751677852,28.8590604026846,24.1610738255034,10.0671140939597,4.69798657718121,20.8053691275168
"E00004257",113,2,21,29,18,4,19,1.76991150442478,18.5840707964602,25.6637168141593,15.929203539823,3.53982300884956,16.8141592920354
"E00004258",111,2,21,9,5,2,17,1.8018018018018,18.9189189189189,8.10810810810811,4.5045045045045,1.8018018018018,15.3153153153153
"E00004259",104,17,32,42,28,7,27,16.3461538461538,30.7692307692308,40.3846153846154,26.9230769230769,6.73076923076923,25.9615384615385
"E00004260",136,2,44,25,17,1,38,1.47058823529412,32.3529411764706,18.3823529411765,12.5,0.735294117647059,27.9411764705882
"E00004261",114,6,29,23,12,6,27,5.26315789473684,25.4385964912281,20.1754385964912,10.5263157894737,5.26315789473684,23.6842105263158
"E00004262",114,16,36,45,23,13,41,14.0350877192982,31.5789473684211,39.4736842105263,20.1754385964912,11.4035087719298,35.9649122807018
"E00004263",121,17,18,64,37,15,22,14.0495867768595,14.8760330578512,52.8925619834711,30.5785123966942,12.396694214876,18.1818181818182
"E00004264",176,2,44,17,9,1,32,1.13636363636364,25,9.65909090909091,5.11363636363636,0.568181818181818,18.1818181818182
"E00004265",112,6,26,29,11,11,25,5.35714285714286,23.2142857142857,25.8928571428571,9.82142857142857,9.82142857142857,22.3214285714286
"E00004266",156,10,46,35,17,11,46,6.41025641025641,29.4871794871795,22.4358974358974,10.8974358974359,7.05128205128205,29.4871794871795
"E00004268",142,13,37,37,14,15,32,9.15492957746479,26.056338028169,26.056338028169,9.85915492957746,10.5633802816901,22.5352112676056
"E00004269",121,6,43,22,6,4,32,4.95867768595041,35.5371900826446,18.1818181818182,4.95867768595041,3.30578512396694,26.4462809917355
"E00004270",189,9,41,39,27,7,26,4.76190476190476,21.6931216931217,20.6349206349206,14.2857142857143,3.7037037037037,13.7566137566138
"E00004271",142,7,26,29,13,9,26,4.92957746478873,18.3098591549296,20.4225352112676,9.15492957746479,6.33802816901408,18.3098591549296
"E00004272",113,1,17,29,9,4,23,0.884955752212389,15.0442477876106,25.6637168141593,7.9646017699115,3.53982300884956,20.353982300885
"E00004273",159,0,31,24,11,2,22,0,19.4968553459119,15.0943396226415,6.91823899371069,1.25786163522013,13.8364779874214
"E00004274",130,5,22,29,13,3,20,3.84615384615385,16.9230769230769,22.3076923076923,10,2.30769230769231,15.3846153846154
"E00004275",104,2,23,14,7,3,15,1.92307692307692,22.1153846153846,13.4615384615385,6.73076923076923,2.88461538461538,14.4230769230769
"E00004276",122,5,28,31,12,3,30,4.0983606557377,22.9508196721311,25.4098360655738,9.83606557377049,2.45901639344262,24.5901639344262
"E00004277",135,6,26,25,11,4,20,4.44444444444444,19.2592592592593,18.5185185185185,8.14814814814815,2.96296296296296,14.8148148148148
"E00004278",102,3,18,22,12,4,13,2.94117647058824,17.6470588235294,21.5686274509804,11.7647058823529,3.92156862745098,12.7450980392157
"E00004279",134,5,30,29,14,4,20,3.73134328358209,22.3880597014925,21.6417910447761,10.4477611940298,2.98507462686567,14.9253731343284
"E00004280",108,1,31,16,7,1,24,0.925925925925926,28.7037037037037,14.8148148148148,6.48148148148148,0.925925925925926,22.2222222222222
"E00004281",115,3,20,26,10,3,14,2.60869565217391,17.3913043478261,22.6086956521739,8.69565217391304,2.60869565217391,12.1739130434783
"E00004282",149,10,31,37,20,8,21,6.71140939597315,20.8053691275168,24.8322147651007,13.4228187919463,5.36912751677852,14.0939597315436
"E00004283",137,4,29,22,9,6,24,2.91970802919708,21.1678832116788,16.0583941605839,6.56934306569343,4.37956204379562,17.5182481751825
"E00004284",128,7,35,23,8,12,32,5.46875,27.34375,17.96875,6.25,9.375,25
"E00004285",144,2,29,14,9,3,22,1.38888888888889,20.1388888888889,9.72222222222222,6.25,2.08333333333333,15.2777777777778
"E00004286",158,8,32,25,8,4,29,5.06329113924051,20.253164556962,15.8227848101266,5.06329113924051,2.53164556962025,18.3544303797468
"E00004287",111,5,17,25,10,4,11,4.5045045045045,15.3153153153153,22.5225225225225,9.00900900900901,3.6036036036036,9.90990990990991
"E00004288",166,7,40,22,10,3,33,4.21686746987952,24.0963855421687,13.2530120481928,6.02409638554217,1.80722891566265,19.8795180722892
"E00004289",129,0,34,11,7,2,23,0,26.3565891472868,8.52713178294574,5.42635658914729,1.55038759689922,17.8294573643411
"E00004290",164,5,36,25,8,6,21,3.04878048780488,21.9512195121951,15.2439024390244,4.8780487804878,3.65853658536585,12.8048780487805
"E00004291",138,11,42,37,17,14,39,7.97101449275362,30.4347826086957,26.8115942028986,12.3188405797101,10.1449275362319,28.2608695652174
"E00004292",121,22,43,56,22,11,30,18.1818181818182,35.5371900826446,46.2809917355372,18.1818181818182,9.09090909090909,24.7933884297521
"E00004293",119,11,29,27,14,13,29,9.2436974789916,24.3697478991597,22.6890756302521,11.7647058823529,10.9243697478992,24.3697478991597
"E00004294",119,4,31,15,9,0,29,3.36134453781513,26.0504201680672,12.6050420168067,7.56302521008403,0,24.3697478991597
"E00004295",175,3,32,31,13,2,13,1.71428571428571,18.2857142857143,17.7142857142857,7.42857142857143,1.14285714285714,7.42857142857143
"E00004296",133,14,35,51,27,12,25,10.5263157894737,26.3157894736842,38.3458646616541,20.3007518796992,9.02255639097744,18.796992481203
"E00004297",154,2,33,22,12,3,14,1.2987012987013,21.4285714285714,14.2857142857143,7.79220779220779,1.94805194805195,9.09090909090909
"E00004298",112,3,19,34,13,4,19,2.67857142857143,16.9642857142857,30.3571428571429,11.6071428571429,3.57142857142857,16.9642857142857
"E00004299",135,3,31,38,24,3,20,2.22222222222222,22.962962962963,28.1481481481481,17.7777777777778,2.22222222222222,14.8148148148148
"E00004300",111,8,23,31,10,6,29,7.20720720720721,20.7207207207207,27.9279279279279,9.00900900900901,5.40540540540541,26.1261261261261
"E00004301",241,11,52,42,21,5,48,4.5643153526971,21.5767634854772,17.4273858921162,8.71369294605809,2.0746887966805,19.9170124481328
"E00004302",143,9,28,30,15,7,24,6.29370629370629,19.5804195804196,20.979020979021,10.4895104895105,4.89510489510489,16.7832167832168
"E00004303",113,0,13,32,14,4,13,0,11.5044247787611,28.3185840707965,12.3893805309735,3.53982300884956,11.5044247787611
"E00004304",178,4,28,42,22,6,21,2.24719101123596,15.7303370786517,23.5955056179775,12.3595505617978,3.37078651685393,11.7977528089888
"E00004305",134,2,20,46,21,5,18,1.49253731343284,14.9253731343284,34.3283582089552,15.6716417910448,3.73134328358209,13.4328358208955
"E00004306",157,2,33,32,19,1,19,1.27388535031847,21.0191082802548,20.3821656050955,12.1019108280255,0.636942675159236,12.1019108280255
"E00004307",150,3,30,41,26,2,27,2,20,27.3333333333333,17.3333333333333,1.33333333333333,18
"E00004308",123,4,28,27,13,6,15,3.2520325203252,22.7642276422764,21.9512195121951,10.5691056910569,4.8780487804878,12.1951219512195
"E00004309",115,0,5,35,24,3,8,0,4.34782608695652,30.4347826086957,20.8695652173913,2.60869565217391,6.95652173913043
"E00004310",128,2,31,38,23,5,19,1.5625,24.21875,29.6875,17.96875,3.90625,14.84375
"E00004311",99,1,14,39,17,2,14,1.01010101010101,14.1414141414141,39.3939393939394,17.1717171717172,2.02020202020202,14.1414141414141
"E00004312",150,3,34,41,22,3,19,2,22.6666666666667,27.3333333333333,14.6666666666667,2,12.6666666666667
"E00004313",131,1,18,27,14,0,12,0.763358778625954,13.7404580152672,20.6106870229008,10.6870229007634,0,9.16030534351145
"E00004314",153,2,31,30,15,1,25,1.30718954248366,20.2614379084967,19.6078431372549,9.80392156862745,0.65359477124183,16.3398692810458
"E00004315",154,1,22,19,12,2,18,0.649350649350649,14.2857142857143,12.3376623376623,7.79220779220779,1.2987012987013,11.6883116883117
"E00004316",122,4,23,14,5,2,15,3.27868852459016,18.8524590163934,11.4754098360656,4.0983606557377,1.63934426229508,12.2950819672131
"E00004317",161,5,20,36,16,0,19,3.1055900621118,12.4223602484472,22.360248447205,9.93788819875776,0,11.8012422360248
"E00004318",126,1,25,23,12,3,20,0.793650793650794,19.8412698412698,18.2539682539683,9.52380952380952,2.38095238095238,15.8730158730159
"E00004319",143,2,16,14,9,3,16,1.3986013986014,11.1888111888112,9.79020979020979,6.29370629370629,2.0979020979021,11.1888111888112
"E00004320",112,0,16,31,12,1,15,0,14.2857142857143,27.6785714285714,10.7142857142857,0.892857142857143,13.3928571428571
"E00004321",114,5,21,32,21,3,19,4.3859649122807,18.4210526315789,28.0701754385965,18.4210526315789,2.63157894736842,16.6666666666667
"E00004322",114,2,19,33,19,1,14,1.75438596491228,16.6666666666667,28.9473684210526,16.6666666666667,0.87719298245614,12.280701754386
"E00004323",96,7,9,34,15,5,7,7.29166666666667,9.375,35.4166666666667,15.625,5.20833333333333,7.29166666666667
"E00004324",122,1,25,42,26,3,18,0.819672131147541,20.4918032786885,34.4262295081967,21.3114754098361,2.45901639344262,14.7540983606557
"E00004325",113,1,30,28,15,1,19,0.884955752212389,26.5486725663717,24.7787610619469,13.2743362831858,0.884955752212389,16.8141592920354
"E00004326",117,3,24,32,12,7,17,2.56410256410256,20.5128205128205,27.3504273504274,10.2564102564103,5.98290598290598,14.5299145299145
"E00004327",140,4,31,42,29,5,22,2.85714285714286,22.1428571428571,30,20.7142857142857,3.57142857142857,15.7142857142857
"E00004328",95,1,30,22,12,2,13,1.05263157894737,31.5789473684211,23.1578947368421,12.6315789473684,2.10526315789474,13.6842105263158
"E00004329",124,3,18,36,17,1,9,2.41935483870968,14.5161290322581,29.0322580645161,13.7096774193548,0.806451612903226,7.25806451612903
"E00004330",146,2,24,25,16,1,11,1.36986301369863,16.4383561643836,17.1232876712329,10.958904109589,0.684931506849315,7.53424657534247
"E00004331",112,2,18,26,13,5,13,1.78571428571429,16.0714285714286,23.2142857142857,11.6071428571429,4.46428571428571,11.6071428571429
"E00004332",87,1,23,25,14,2,17,1.14942528735632,26.4367816091954,28.735632183908,16.0919540229885,2.29885057471264,19.5402298850575
"E00004333",133,0,26,17,9,1,13,0,19.5488721804511,12.781954887218,6.76691729323308,0.75187969924812,9.77443609022556
"E00004334",106,3,23,22,13,1,14,2.83018867924528,21.6981132075472,20.7547169811321,12.2641509433962,0.943396226415094,13.2075471698113
"E00004335",145,2,9,25,15,4,12,1.37931034482759,6.20689655172414,17.2413793103448,10.3448275862069,2.75862068965517,8.27586206896552
"E00004336",175,1,31,23,14,5,13,0.571428571428571,17.7142857142857,13.1428571428571,8,2.85714285714286,7.42857142857143
"E00004337",114,5,25,28,17,5,24,4.3859649122807,21.9298245614035,24.5614035087719,14.9122807017544,4.3859649122807,21.0526315789474
"E00004338",112,1,13,34,16,2,12,0.892857142857143,11.6071428571429,30.3571428571429,14.2857142857143,1.78571428571429,10.7142857142857
"E00004339",112,3,32,18,9,0,12,2.67857142857143,28.5714285714286,16.0714285714286,8.03571428571429,0,10.7142857142857
"E00004340",95,4,26,12,5,3,8,4.21052631578947,27.3684210526316,12.6315789473684,5.26315789473684,3.15789473684211,8.42105263157895
