"GeographyCode","KS604EW0001","KS604EW0002","KS604EW0003","KS604EW0004","KS604EW0005","KS604EW0006","KS604EW0007","KS604EW0008","KS604EW0009","KS604EW0010","KS604EW0011","KS604EW0012","KS604EW0013","KS604EW0014","KS604EW0015","KS604EW0016","KS604EW0017","KS604EW0018","KS604EW0019","KS604EW0020","KS604EW0021","KS604EW0022","KS604EW0023","KS604EW0024","KS604EW0025","KS604EW0026","KS604EW0027","KS604EW0028","KS604EW0029"
"E02000166",3928,402,664,2104,758,1933,123,210,1073,527,1995,279,454,1031,231,10.234215885947,16.9042769857434,53.5641547861507,19.2973523421589,49.2107942973523,3.13136456211813,5.34623217922607,27.316700610998,13.4164969450102,50.7892057026477,7.10285132382892,11.5580448065173,26.2474541751528,5.88085539714868
"E02000167",4296,380,557,1928,1431,2357,98,234,995,1030,1939,282,323,933,401,8.84543761638734,12.9655493482309,44.87895716946,33.3100558659218,54.864990689013,2.28119180633147,5.44692737430168,23.1610800744879,23.975791433892,45.135009310987,6.56424581005587,7.51862197392924,21.7178770949721,9.3342644320298
"E02000168",4463,342,669,2581,871,2241,114,237,1334,556,2222,228,432,1247,315,7.66300694600045,14.9899170961237,57.8310553439391,19.5160206139368,50.2128613040556,2.55433564866682,5.31032937485996,29.8902083800134,12.4579879005153,49.7871386959444,5.10867129733363,9.67958772126372,27.9408469639256,7.05803271342146
"E02000169",3582,401,464,1539,1178,2015,148,166,840,861,1567,253,298,699,317,11.1948632049135,12.9536571747627,42.964824120603,32.8866554997208,56.2534896705751,4.13176996091569,4.63428252372976,23.4505862646566,24.036850921273,43.7465103294249,7.06309324399777,8.31937465103294,19.5142378559464,8.84980457844779
"E02000170",4976,356,591,2905,1124,2608,129,218,1498,763,2368,227,373,1407,361,7.15434083601286,11.8770096463023,58.3802250803858,22.588424437299,52.411575562701,2.59244372990354,4.38102893890675,30.104501607717,15.3336012861736,47.588424437299,4.56189710610932,7.4959807073955,28.2757234726688,7.2548231511254
"E02000171",4210,288,596,2278,1048,2173,96,197,1172,708,2037,192,399,1106,340,6.84085510688836,14.1567695961995,54.1092636579572,24.8931116389549,51.6152019002375,2.28028503562945,4.67933491686461,27.8384798099762,16.8171021377672,48.3847980997625,4.56057007125891,9.47743467933492,26.270783847981,8.07600950118765
"E02000172",4208,407,772,2396,633,2208,169,325,1302,412,2000,238,447,1094,221,9.67205323193916,18.3460076045627,56.9391634980989,15.0427756653992,52.4714828897338,4.01615969581749,7.72338403041825,30.9410646387833,9.79087452471483,47.5285171102662,5.65589353612167,10.6226235741445,25.9980988593156,5.25190114068441
"E02000173",4314,306,418,2157,1433,2308,95,176,1087,950,2006,211,242,1070,483,7.09318497913769,9.68938340287436,50,33.2174316179879,53.5002318034307,2.20213259156235,4.07974038015763,25.1970329160872,22.0213259156236,46.4997681965693,4.89105238757534,5.60964302271674,24.8029670839128,11.1961057023644
"E02000174",4592,363,666,2742,821,2278,117,235,1412,514,2314,246,431,1330,307,7.90505226480836,14.5034843205575,59.712543554007,17.8789198606272,49.6080139372822,2.54790940766551,5.11759581881533,30.7491289198606,11.1933797909408,50.3919860627178,5.35714285714286,9.38588850174216,28.9634146341463,6.68554006968641
"E02000175",5504,309,545,3227,1423,2763,100,193,1601,869,2741,209,352,1626,554,5.6140988372093,9.90188953488372,58.6300872093023,25.8539244186047,50.1998546511628,1.81686046511628,3.50654069767442,29.0879360465116,15.7885174418605,49.8001453488372,3.79723837209302,6.3953488372093,29.5421511627907,10.0654069767442
"E02000176",3928,242,422,1960,1304,2052,83,138,983,848,1876,159,284,977,456,6.16089613034623,10.7433808553971,49.89816700611,33.1975560081466,52.2403258655805,2.11303462321792,3.5132382892057,25.0254582484725,21.5885947046843,47.7596741344195,4.04786150712831,7.23014256619145,24.8727087576375,11.6089613034623
"E02000177",4089,351,655,2269,814,2031,137,279,1084,531,2058,214,376,1185,283,8.58400586940572,16.0185864514551,55.4903399364148,19.9070677427244,49.6698459280998,3.35045243335779,6.82318415260455,26.5101491807288,12.9860601614087,50.3301540719002,5.23355343604793,9.19540229885057,28.980190755686,6.92100758131572
"E02000178",4881,349,608,2891,1033,2537,155,259,1462,661,2344,194,349,1429,372,7.15017414464249,12.4564638393772,59.2296660520385,21.1636959639418,51.9770538824012,3.17557877484122,5.30628969473469,29.9528785085024,13.5423069043229,48.0229461175988,3.97459536980127,7.15017414464249,29.2767875435362,7.62138905961893
"E02000179",3050,253,422,1523,852,1599,77,153,783,586,1451,176,269,740,266,8.29508196721311,13.8360655737705,49.9344262295082,27.9344262295082,52.4262295081967,2.52459016393443,5.01639344262295,25.672131147541,19.2131147540984,47.5737704918033,5.77049180327869,8.81967213114754,24.2622950819672,8.72131147540984
"E02000180",3989,393,661,2220,715,2091,147,288,1198,458,1898,246,373,1022,257,9.85209325645525,16.5705690649286,55.6530458761594,17.9242918024568,52.4191526698421,3.68513411882677,7.21985460015041,30.032589621459,11.4815743294059,47.5808473301579,6.16695913762848,9.35071446477814,25.6204562547004,6.44271747305089
"E02000181",4816,250,455,2679,1432,2421,81,144,1276,920,2395,169,311,1403,512,5.19102990033223,9.44767441860465,55.6270764119601,29.734219269103,50.2699335548173,1.68189368770764,2.99003322259136,26.4950166112957,19.1029900332226,49.7300664451827,3.50913621262458,6.45764119601329,29.1320598006645,10.6312292358804
"E02000182",3085,246,368,1570,901,1670,87,150,803,630,1415,159,218,767,271,7.9740680713128,11.9286871961102,50.8914100486224,29.2058346839546,54.1329011345219,2.82009724473258,4.86223662884927,26.0291734197731,20.4213938411669,45.8670988654781,5.15397082658023,7.06645056726094,24.8622366288493,8.78444084278768
"E02000183",4242,304,563,2121,1254,2239,102,219,1086,832,2003,202,344,1035,422,7.16643092880717,13.2720414898633,50,29.5615275813296,52.7817067421028,2.4045261669024,5.16265912305516,25.6011315417256,19.6133899104196,47.2182932578972,4.76190476190476,8.10938236680811,24.3988684582744,9.94813767090995
