"GeographyCode","KS402EW0001","KS402EW0002","KS402EW0003","KS402EW0004","KS402EW0005","KS402EW0006","KS402EW0007","KS402EW0008","KS402EW0009","KS402EW0010","KS402EW0011","KS402EW0012","KS402EW0013","KS402EW0014","KS402EW0015","KS402EW0016","KS402EW0017"
"E00004167",99,46,29,2,1,1,17,3,0,46.4646464646465,29.2929292929293,2.02020202020202,1.01010101010101,1.01010101010101,17.1717171717172,3.03030303030303,0
"E00004168",109,52,20,0,1,2,32,1,1,47.7064220183486,18.348623853211,0,0.917431192660551,1.8348623853211,29.3577981651376,0.917431192660551,0.917431192660551
"E00004169",149,29,12,1,0,33,55,17,2,19.4630872483221,8.05369127516778,0.671140939597315,0,22.1476510067114,36.9127516778523,11.4093959731544,1.34228187919463
"E00004172",148,31,15,1,52,6,32,9,2,20.9459459459459,10.1351351351351,0.675675675675676,35.1351351351351,4.05405405405405,21.6216216216216,6.08108108108108,1.35135135135135
"E00004173",127,40,6,0,11,20,41,6,3,31.496062992126,4.7244094488189,0,8.66141732283465,15.748031496063,32.2834645669291,4.7244094488189,2.36220472440945
"E00004174",131,7,11,0,68,3,36,3,3,5.34351145038168,8.3969465648855,0,51.9083969465649,2.29007633587786,27.4809160305344,2.29007633587786,2.29007633587786
"E00004175",128,12,8,0,74,2,29,2,1,9.375,6.25,0,57.8125,1.5625,22.65625,1.5625,0.78125
"E00004177",74,13,7,0,1,2,43,3,5,17.5675675675676,9.45945945945946,0,1.35135135135135,2.7027027027027,58.1081081081081,4.05405405405405,6.75675675675676
"E00004179",190,20,12,0,143,0,8,1,6,10.5263157894737,6.31578947368421,0,75.2631578947368,0,4.21052631578947,0.526315789473684,3.15789473684211
"E00004180",128,7,11,1,37,5,61,2,4,5.46875,8.59375,0.78125,28.90625,3.90625,47.65625,1.5625,3.125
"E00004181",212,25,14,1,146,4,13,7,2,11.7924528301887,6.60377358490566,0.471698113207547,68.8679245283019,1.88679245283019,6.13207547169811,3.30188679245283,0.943396226415094
"E00004182",76,17,14,1,2,23,18,1,0,22.3684210526316,18.4210526315789,1.31578947368421,2.63157894736842,30.2631578947368,23.6842105263158,1.31578947368421,0
"E00004183",106,1,3,1,5,89,6,1,0,0.943396226415094,2.83018867924528,0.943396226415094,4.71698113207547,83.9622641509434,5.66037735849057,0.943396226415094,0
"E00004184",112,8,9,1,43,22,22,4,3,7.14285714285714,8.03571428571429,0.892857142857143,38.3928571428571,19.6428571428571,19.6428571428571,3.57142857142857,2.67857142857143
"E00004185",171,7,9,0,27,53,60,8,7,4.09356725146199,5.26315789473684,0,15.7894736842105,30.9941520467836,35.0877192982456,4.67836257309941,4.09356725146199
"E00004187",226,39,35,0,16,15,112,3,6,17.2566371681416,15.4867256637168,0,7.07964601769912,6.63716814159292,49.5575221238938,1.32743362831858,2.65486725663717
"E00004188",109,27,17,0,1,1,57,3,3,24.7706422018349,15.5963302752294,0,0.917431192660551,0.917431192660551,52.2935779816514,2.75229357798165,2.75229357798165
"E00004189",118,19,8,0,2,3,74,4,8,16.1016949152542,6.77966101694915,0,1.69491525423729,2.54237288135593,62.7118644067797,3.38983050847458,6.77966101694915
"E00004190",384,161,112,2,1,2,67,14,25,41.9270833333333,29.1666666666667,0.520833333333333,0.260416666666667,0.520833333333333,17.4479166666667,3.64583333333333,6.51041666666667
"E00004193",119,17,6,1,11,27,42,10,5,14.2857142857143,5.04201680672269,0.840336134453782,9.2436974789916,22.6890756302521,35.2941176470588,8.40336134453782,4.20168067226891
"E00004194",144,34,18,0,13,0,74,2,3,23.6111111111111,12.5,0,9.02777777777778,0,51.3888888888889,1.38888888888889,2.08333333333333
"E00004195",133,13,9,1,3,10,88,6,3,9.77443609022556,6.76691729323308,0.75187969924812,2.25563909774436,7.5187969924812,66.1654135338346,4.51127819548872,2.25563909774436
"E00004196",101,35,17,1,1,2,37,3,5,34.6534653465347,16.8316831683168,0.99009900990099,0.99009900990099,1.98019801980198,36.6336633663366,2.97029702970297,4.95049504950495
"E00004197",116,30,19,0,3,9,47,6,2,25.8620689655172,16.3793103448276,0,2.58620689655172,7.75862068965517,40.5172413793103,5.17241379310345,1.72413793103448
"E00004198",182,20,16,2,20,11,98,9,6,10.989010989011,8.79120879120879,1.0989010989011,10.989010989011,6.04395604395604,53.8461538461538,4.94505494505495,3.2967032967033
"E00004199",163,17,11,1,0,7,115,9,3,10.4294478527607,6.74846625766871,0.613496932515337,0,4.29447852760736,70.5521472392638,5.52147239263804,1.84049079754601
"E00004200",136,7,17,1,10,22,70,8,1,5.14705882352941,12.5,0.735294117647059,7.35294117647059,16.1764705882353,51.4705882352941,5.88235294117647,0.735294117647059
"E00004201",144,61,25,0,4,2,46,4,2,42.3611111111111,17.3611111111111,0,2.77777777777778,1.38888888888889,31.9444444444444,2.77777777777778,1.38888888888889
"E00004202",160,1,1,0,12,136,6,2,2,0.625,0.625,0,7.5,85,3.75,1.25,1.25
"E00004203",164,26,17,0,15,2,92,7,5,15.8536585365854,10.3658536585366,0,9.14634146341463,1.21951219512195,56.0975609756098,4.26829268292683,3.04878048780488
"E00004204",149,56,36,0,5,0,48,3,1,37.5838926174497,24.1610738255034,0,3.35570469798658,0,32.2147651006711,2.01342281879195,0.671140939597315
"E00004205",145,41,36,0,9,3,48,5,3,28.2758620689655,24.8275862068966,0,6.20689655172414,2.06896551724138,33.1034482758621,3.44827586206897,2.06896551724138
"E00004206",127,15,14,0,75,11,10,2,0,11.8110236220472,11.0236220472441,0,59.0551181102362,8.66141732283465,7.8740157480315,1.5748031496063,0
"E00004207",128,5,7,0,71,5,40,0,0,3.90625,5.46875,0,55.46875,3.90625,31.25,0,0
"E00004208",125,10,5,1,81,2,24,1,1,8,4,0.8,64.8,1.6,19.2,0.8,0.8
"E00004209",113,8,14,0,45,4,36,5,1,7.07964601769912,12.3893805309735,0,39.8230088495575,3.53982300884956,31.858407079646,4.42477876106195,0.884955752212389
"E00004210",126,7,10,0,94,2,12,1,0,5.55555555555556,7.93650793650794,0,74.6031746031746,1.58730158730159,9.52380952380952,0.793650793650794,0
"E00004211",124,11,21,0,19,6,66,1,0,8.87096774193548,16.9354838709677,0,15.3225806451613,4.83870967741935,53.2258064516129,0.806451612903226,0
"E00004212",134,37,24,1,9,21,36,5,1,27.6119402985075,17.910447761194,0.746268656716418,6.71641791044776,15.6716417910448,26.865671641791,3.73134328358209,0.746268656716418
"E00004213",167,7,10,1,12,99,30,3,5,4.19161676646707,5.98802395209581,0.598802395209581,7.18562874251497,59.2814371257485,17.9640718562874,1.79640718562874,2.9940119760479
"E00004214",243,19,36,6,8,107,61,2,4,7.81893004115226,14.8148148148148,2.46913580246914,3.29218106995885,44.0329218106996,25.1028806584362,0.823045267489712,1.64609053497942
"E00004215",129,42,31,0,6,1,46,3,0,32.5581395348837,24.031007751938,0,4.65116279069767,0.775193798449612,35.6589147286822,2.32558139534884,0
"E00004216",146,51,38,1,3,1,49,0,3,34.9315068493151,26.027397260274,0.684931506849315,2.05479452054794,0.684931506849315,33.5616438356164,0,2.05479452054794
"E00004217",141,28,27,1,17,3,59,5,1,19.8581560283688,19.1489361702128,0.709219858156028,12.0567375886525,2.12765957446809,41.8439716312057,3.54609929078014,0.709219858156028
"E00004218",131,20,19,0,62,2,24,3,1,15.2671755725191,14.5038167938931,0,47.3282442748092,1.52671755725191,18.3206106870229,2.29007633587786,0.763358778625954
"E00004219",190,36,43,0,19,4,86,1,1,18.9473684210526,22.6315789473684,0,10,2.10526315789474,45.2631578947368,0.526315789473684,0.526315789473684
"E00004220",87,9,9,1,59,0,8,0,1,10.3448275862069,10.3448275862069,1.14942528735632,67.816091954023,0,9.19540229885057,0,1.14942528735632
"E00004221",111,32,18,1,1,7,49,2,1,28.8288288288288,16.2162162162162,0.900900900900901,0.900900900900901,6.30630630630631,44.1441441441441,1.8018018018018,0.900900900900901
"E00004222",109,21,17,0,7,17,44,2,1,19.2660550458716,15.5963302752294,0,6.42201834862385,15.5963302752294,40.3669724770642,1.8348623853211,0.917431192660551
"E00004223",116,3,7,1,30,54,17,3,1,2.58620689655172,6.03448275862069,0.862068965517241,25.8620689655172,46.551724137931,14.6551724137931,2.58620689655172,0.862068965517241
"E00004224",147,34,23,2,0,0,77,7,4,23.1292517006803,15.6462585034014,1.36054421768707,0,0,52.3809523809524,4.76190476190476,2.72108843537415
"E00004225",195,4,5,4,12,33,125,5,7,2.05128205128205,2.56410256410256,2.05128205128205,6.15384615384615,16.9230769230769,64.1025641025641,2.56410256410256,3.58974358974359
"E00004226",119,56,25,0,2,2,29,1,4,47.0588235294118,21.0084033613445,0,1.68067226890756,1.68067226890756,24.3697478991597,0.840336134453782,3.36134453781513
"E00004227",145,30,24,1,28,16,36,7,3,20.6896551724138,16.551724137931,0.689655172413793,19.3103448275862,11.0344827586207,24.8275862068966,4.82758620689655,2.06896551724138
"E00004228",107,38,21,1,10,4,33,0,0,35.5140186915888,19.6261682242991,0.934579439252336,9.34579439252336,3.73831775700935,30.8411214953271,0,0
"E00004229",174,46,42,0,1,20,55,5,5,26.4367816091954,24.1379310344828,0,0.574712643678161,11.4942528735632,31.6091954022989,2.8735632183908,2.8735632183908
"E00004230",130,9,30,1,51,6,29,4,0,6.92307692307692,23.0769230769231,0.769230769230769,39.2307692307692,4.61538461538462,22.3076923076923,3.07692307692308,0
"E00004231",142,52,37,1,2,3,45,1,1,36.6197183098592,26.056338028169,0.704225352112676,1.40845070422535,2.11267605633803,31.6901408450704,0.704225352112676,0.704225352112676
"E00004232",132,21,6,0,1,80,19,1,4,15.9090909090909,4.54545454545455,0,0.757575757575758,60.6060606060606,14.3939393939394,0.757575757575758,3.03030303030303
"E00004233",124,28,15,1,4,40,30,2,4,22.5806451612903,12.0967741935484,0.806451612903226,3.2258064516129,32.258064516129,24.1935483870968,1.61290322580645,3.2258064516129
"E00004234",124,35,24,0,4,0,57,2,2,28.2258064516129,19.3548387096774,0,3.2258064516129,0,45.9677419354839,1.61290322580645,1.61290322580645
"E00004235",163,12,12,7,1,57,69,2,3,7.36196319018405,7.36196319018405,4.29447852760736,0.613496932515337,34.9693251533742,42.3312883435583,1.22699386503067,1.84049079754601
"E00004236",150,14,16,0,43,14,55,7,1,9.33333333333333,10.6666666666667,0,28.6666666666667,9.33333333333333,36.6666666666667,4.66666666666667,0.666666666666667
"E00004237",123,11,16,0,44,7,41,2,2,8.94308943089431,13.0081300813008,0,35.7723577235772,5.69105691056911,33.3333333333333,1.6260162601626,1.6260162601626
"E00004238",126,47,32,0,12,0,30,2,3,37.3015873015873,25.3968253968254,0,9.52380952380952,0,23.8095238095238,1.58730158730159,2.38095238095238
"E00004239",111,8,7,0,2,81,10,2,1,7.20720720720721,6.30630630630631,0,1.8018018018018,72.972972972973,9.00900900900901,1.8018018018018,0.900900900900901
"E00004240",136,16,13,1,26,15,55,7,3,11.7647058823529,9.55882352941176,0.735294117647059,19.1176470588235,11.0294117647059,40.4411764705882,5.14705882352941,2.20588235294118
"E00004241",133,51,35,0,4,3,33,3,4,38.3458646616541,26.3157894736842,0,3.00751879699248,2.25563909774436,24.812030075188,2.25563909774436,3.00751879699248
"E00004242",105,16,6,2,9,10,24,35,3,15.2380952380952,5.71428571428571,1.9047619047619,8.57142857142857,9.52380952380952,22.8571428571429,33.3333333333333,2.85714285714286
"E00004243",110,48,28,0,0,3,29,1,1,43.6363636363636,25.4545454545455,0,0,2.72727272727273,26.3636363636364,0.909090909090909,0.909090909090909
"E00004244",100,5,9,1,82,0,1,0,2,5,9,1,82,0,1,0,2
"E00004245",163,20,21,0,76,20,22,1,3,12.2699386503067,12.8834355828221,0,46.6257668711656,12.2699386503067,13.4969325153374,0.613496932515337,1.84049079754601
"E00004246",121,15,27,1,25,17,31,2,3,12.396694214876,22.3140495867769,0.826446280991736,20.6611570247934,14.0495867768595,25.6198347107438,1.65289256198347,2.47933884297521
"E00004247",156,34,25,1,15,44,34,1,2,21.7948717948718,16.025641025641,0.641025641025641,9.61538461538462,28.2051282051282,21.7948717948718,0.641025641025641,1.28205128205128
"E00004248",207,30,27,1,59,35,47,5,3,14.4927536231884,13.0434782608696,0.483091787439614,28.5024154589372,16.9082125603865,22.7053140096618,2.41545893719807,1.44927536231884
"E00004249",114,19,29,0,16,5,38,6,1,16.6666666666667,25.4385964912281,0,14.0350877192982,4.3859649122807,33.3333333333333,5.26315789473684,0.87719298245614
"E00004250",127,20,31,0,4,22,47,0,3,15.748031496063,24.4094488188976,0,3.1496062992126,17.3228346456693,37.007874015748,0,2.36220472440945
"E00004251",95,34,25,0,10,8,14,3,1,35.7894736842105,26.3157894736842,0,10.5263157894737,8.42105263157895,14.7368421052632,3.15789473684211,1.05263157894737
"E00004252",115,32,14,0,16,18,30,4,1,27.8260869565217,12.1739130434783,0,13.9130434782609,15.6521739130435,26.0869565217391,3.47826086956522,0.869565217391304
"E00004253",132,12,20,1,50,3,44,0,2,9.09090909090909,15.1515151515152,0.757575757575758,37.8787878787879,2.27272727272727,33.3333333333333,0,1.51515151515152
"E00004254",119,5,10,3,63,29,7,1,1,4.20168067226891,8.40336134453782,2.52100840336134,52.9411764705882,24.3697478991597,5.88235294117647,0.840336134453782,0.840336134453782
"E00004255",128,23,23,0,25,17,37,1,2,17.96875,17.96875,0,19.53125,13.28125,28.90625,0.78125,1.5625
"E00004256",149,12,20,1,56,20,23,15,2,8.05369127516778,13.4228187919463,0.671140939597315,37.5838926174497,13.4228187919463,15.4362416107383,10.0671140939597,1.34228187919463
"E00004257",113,17,17,2,24,8,43,1,1,15.0442477876106,15.0442477876106,1.76991150442478,21.2389380530973,7.07964601769912,38.0530973451327,0.884955752212389,0.884955752212389
"E00004258",111,13,20,1,16,10,50,1,0,11.7117117117117,18.018018018018,0.900900900900901,14.4144144144144,9.00900900900901,45.045045045045,0.900900900900901,0
"E00004259",104,3,6,1,64,18,8,2,2,2.88461538461538,5.76923076923077,0.961538461538462,61.5384615384615,17.3076923076923,7.69230769230769,1.92307692307692,1.92307692307692
"E00004260",136,4,4,0,120,0,8,0,0,2.94117647058824,2.94117647058824,0,88.2352941176471,0,5.88235294117647,0,0
"E00004261",114,8,7,1,35,23,39,1,0,7.01754385964912,6.14035087719298,0.87719298245614,30.7017543859649,20.1754385964912,34.2105263157895,0.87719298245614,0
"E00004262",114,2,7,0,97,3,5,0,0,1.75438596491228,6.14035087719298,0,85.0877192982456,2.63157894736842,4.3859649122807,0,0
"E00004263",121,5,12,0,85,0,15,1,3,4.13223140495868,9.91735537190083,0,70.2479338842975,0,12.396694214876,0.826446280991736,2.47933884297521
"E00004264",176,11,27,5,5,32,92,4,0,6.25,15.3409090909091,2.84090909090909,2.84090909090909,18.1818181818182,52.2727272727273,2.27272727272727,0
"E00004265",112,5,13,0,62,0,32,0,0,4.46428571428571,11.6071428571429,0,55.3571428571429,0,28.5714285714286,0,0
"E00004266",156,14,31,5,76,6,20,1,3,8.97435897435897,19.8717948717949,3.2051282051282,48.7179487179487,3.84615384615385,12.8205128205128,0.641025641025641,1.92307692307692
"E00004268",142,5,27,0,74,13,20,1,2,3.52112676056338,19.0140845070423,0,52.112676056338,9.15492957746479,14.0845070422535,0.704225352112676,1.40845070422535
"E00004269",121,6,21,3,58,1,31,0,1,4.95867768595041,17.3553719008264,2.47933884297521,47.9338842975207,0.826446280991736,25.6198347107438,0,0.826446280991736
"E00004270",189,18,17,1,36,16,92,8,1,9.52380952380952,8.99470899470899,0.529100529100529,19.047619047619,8.46560846560847,48.6772486772487,4.23280423280423,0.529100529100529
"E00004271",142,17,22,0,24,14,60,3,2,11.9718309859155,15.4929577464789,0,16.9014084507042,9.85915492957746,42.2535211267606,2.11267605633803,1.40845070422535
"E00004272",113,41,29,0,22,5,14,2,0,36.283185840708,25.6637168141593,0,19.4690265486726,4.42477876106195,12.3893805309735,1.76991150442478,0
"E00004273",159,40,41,0,11,2,57,5,3,25.1572327044025,25.7861635220126,0,6.91823899371069,1.25786163522013,35.8490566037736,3.14465408805031,1.88679245283019
"E00004274",130,25,38,0,27,6,27,4,3,19.2307692307692,29.2307692307692,0,20.7692307692308,4.61538461538462,20.7692307692308,3.07692307692308,2.30769230769231
"E00004275",104,13,20,0,18,9,42,2,0,12.5,19.2307692307692,0,17.3076923076923,8.65384615384615,40.3846153846154,1.92307692307692,0
"E00004276",122,17,23,4,43,10,23,1,1,13.9344262295082,18.8524590163934,3.27868852459016,35.2459016393443,8.19672131147541,18.8524590163934,0.819672131147541,0.819672131147541
"E00004277",135,39,26,0,13,15,34,7,1,28.8888888888889,19.2592592592593,0,9.62962962962963,11.1111111111111,25.1851851851852,5.18518518518519,0.740740740740741
"E00004278",102,17,15,0,21,9,37,1,2,16.6666666666667,14.7058823529412,0,20.5882352941176,8.82352941176471,36.2745098039216,0.980392156862745,1.96078431372549
"E00004279",134,10,32,0,19,37,30,4,2,7.46268656716418,23.8805970149254,0,14.1791044776119,27.6119402985075,22.3880597014925,2.98507462686567,1.49253731343284
"E00004280",108,23,20,0,10,26,24,4,1,21.2962962962963,18.5185185185185,0,9.25925925925926,24.0740740740741,22.2222222222222,3.7037037037037,0.925925925925926
"E00004281",115,20,24,0,12,10,45,3,1,17.3913043478261,20.8695652173913,0,10.4347826086957,8.69565217391304,39.1304347826087,2.60869565217391,0.869565217391304
"E00004282",149,15,31,0,15,19,64,2,3,10.0671140939597,20.8053691275168,0,10.0671140939597,12.751677852349,42.9530201342282,1.34228187919463,2.01342281879195
"E00004283",137,18,45,2,35,5,28,0,4,13.1386861313869,32.8467153284672,1.45985401459854,25.5474452554745,3.64963503649635,20.4379562043796,0,2.91970802919708
"E00004284",128,6,19,0,12,32,55,0,4,4.6875,14.84375,0,9.375,25,42.96875,0,3.125
"E00004285",144,23,17,0,16,3,83,0,2,15.9722222222222,11.8055555555556,0,11.1111111111111,2.08333333333333,57.6388888888889,0,1.38888888888889
"E00004286",158,30,21,6,13,3,83,0,2,18.9873417721519,13.2911392405063,3.79746835443038,8.22784810126582,1.89873417721519,52.5316455696203,0,1.26582278481013
"E00004287",111,21,29,0,0,2,53,6,0,18.9189189189189,26.1261261261261,0,0,1.8018018018018,47.7477477477478,5.40540540540541,0
"E00004288",166,17,23,2,28,15,77,4,0,10.2409638554217,13.855421686747,1.20481927710843,16.8674698795181,9.03614457831325,46.3855421686747,2.40963855421687,0
"E00004289",129,15,21,1,3,15,71,3,0,11.6279069767442,16.2790697674419,0.775193798449612,2.32558139534884,11.6279069767442,55.0387596899225,2.32558139534884,0
"E00004290",164,19,24,0,3,16,101,0,1,11.5853658536585,14.6341463414634,0,1.82926829268293,9.75609756097561,61.5853658536585,0,0.609756097560976
"E00004291",138,7,24,0,89,2,12,3,1,5.07246376811594,17.3913043478261,0,64.4927536231884,1.44927536231884,8.69565217391304,2.17391304347826,0.72463768115942
"E00004292",121,8,9,0,82,7,13,0,2,6.61157024793388,7.43801652892562,0,67.7685950413223,5.78512396694215,10.7438016528926,0,1.65289256198347
"E00004293",119,8,23,0,18,30,40,0,0,6.72268907563025,19.327731092437,0,15.1260504201681,25.2100840336134,33.6134453781513,0,0
"E00004294",119,6,20,3,19,12,55,1,3,5.04201680672269,16.8067226890756,2.52100840336134,15.9663865546218,10.0840336134454,46.218487394958,0.840336134453782,2.52100840336134
"E00004295",175,51,39,13,3,2,63,1,3,29.1428571428571,22.2857142857143,7.42857142857143,1.71428571428571,1.14285714285714,36,0.571428571428571,1.71428571428571
"E00004296",133,22,23,1,54,9,22,1,1,16.5413533834586,17.2932330827068,0.75187969924812,40.6015037593985,6.76691729323308,16.5413533834586,0.75187969924812,0.75187969924812
"E00004297",154,23,26,0,0,7,86,7,5,14.9350649350649,16.8831168831169,0,0,4.54545454545455,55.8441558441558,4.54545454545455,3.24675324675325
"E00004298",112,38,35,1,6,4,28,0,0,33.9285714285714,31.25,0.892857142857143,5.35714285714286,3.57142857142857,25,0,0
"E00004299",135,30,45,0,4,15,40,0,1,22.2222222222222,33.3333333333333,0,2.96296296296296,11.1111111111111,29.6296296296296,0,0.740740740740741
