"GeographyCode","QS803EW0001","QS803EW0002","QS803EW0003","QS803EW0004","QS803EW0005","QS803EW0006"
"E01000842",1444,736,153,127,110,318
"E01000843",1678,972,107,130,173,296
"E01000844",1772,828,189,200,204,351
"E01000845",1464,829,99,109,119,308
"E01000846",1501,847,57,56,82,459
"E01000847",1686,925,103,76,111,471
"E01000848",1588,822,106,178,166,316
"E01000849",1569,865,137,128,131,308
"E01000850",1694,829,250,167,167,281
"E01000851",2383,1168,373,254,203,385
"E01000852",1587,678,431,174,97,207
"E01000853",1631,914,82,112,98,425
"E01000854",1833,759,199,264,201,410
"E01000855",1764,969,166,201,125,303
"E01000856",1645,970,66,124,91,394
"E01000857",1447,907,61,98,96,285
"E01000858",1861,1150,99,84,95,433
"E01000859",1586,1024,95,109,91,267
"E01000860",1307,819,75,61,65,287
"E01000861",1574,946,101,81,112,334
"E01000862",1712,1067,131,113,132,269
"E01000863",1481,837,127,133,121,263
"E01000864",1537,1039,74,65,91,268
"E01000865",1505,935,257,43,53,217
"E01000866",2030,1341,87,96,100,406
"E01000867",1608,919,136,67,123,363
"E01000868",1442,872,32,49,83,406
"E01000869",2110,1354,103,99,135,419
"E01000870",1693,1188,52,44,84,325
"E01000871",1664,1039,67,82,106,370
"E01000872",1902,906,166,237,218,375
"E01000873",1639,1113,79,90,92,265
"E01000874",1559,840,109,100,130,380
"E01000875",1654,862,153,115,162,362
"E01000876",1748,958,78,87,130,495
"E01000877",1574,925,93,95,139,322
"E01000878",1624,877,209,103,117,318
"E01000879",1458,817,150,95,125,271
"E01000880",1602,805,127,145,155,370
"E01000881",1510,650,173,178,96,413
"E01000882",1513,764,153,135,142,319
"E01000883",1326,541,221,151,145,268
"E01000884",1469,848,117,87,99,318
"E01000885",1484,868,86,137,83,310
"E01000886",1445,1018,60,64,63,240
"E01000887",1486,925,94,93,104,270
"E01000888",1605,1085,65,84,79,292
"E01000889",1670,1155,39,57,65,354
"E01000890",1640,1015,52,42,87,444
"E01000891",1575,974,52,56,95,398
"E01000892",1843,1162,73,82,129,397
"E01000893",1566,994,91,99,76,306
"E01000894",1389,819,106,124,121,219
"E01000895",1630,989,102,165,104,270
"E01000896",1692,1044,85,114,135,314
"E01000897",1597,849,116,129,149,354
"E01000898",1729,889,121,117,192,410
"E01000899",1667,1071,105,87,83,321
"E01000900",1801,1255,63,74,105,304
"E01000901",1977,1208,168,75,115,411
"E01000902",1451,941,27,36,84,363
"E01000903",1439,905,56,104,79,295
"E01000904",2120,1384,99,96,121,420
"E01000905",2044,1235,65,52,118,574
"E01000906",1532,947,108,89,103,285
"E01000907",1430,1032,22,44,68,264
"E01000908",1581,1115,22,42,55,347
"E01000909",1614,1206,19,29,58,302
"E01000910",1472,1141,27,39,35,230
"E01000911",1559,1145,28,41,76,269
"E01000912",1589,1118,37,35,55,344
"E01000913",1710,1232,53,44,73,308
"E01000914",1762,897,245,168,121,331
"E01000915",1527,919,48,52,102,406
"E01000916",1796,974,167,158,124,373
"E01000917",1888,1082,73,94,100,539
"E01000918",2090,1087,138,240,180,445
"E01000919",2014,981,308,169,193,363
"E01000920",1946,1148,137,165,132,364
"E01000921",1966,1324,71,106,115,350
"E01000922",1547,1087,53,51,58,298
"E01000923",1494,1105,30,37,40,282
"E01000924",1637,1126,91,80,85,255
"E01000925",1563,925,68,43,88,439
"E01000926",1791,940,50,245,130,426
"E01000927",1738,1156,109,91,100,282
"E01000928",1681,1165,36,71,62,347
"E01000929",1675,883,79,88,118,507
"E01000930",1910,888,144,135,203,540
"E01000931",1910,1012,112,132,175,479
"E01000932",1838,1020,94,144,174,406
"E01000933",1671,935,92,106,151,387
"E01000934",1619,764,113,134,153,455
"E01000935",1415,772,47,68,96,432
"E01000936",1839,928,289,132,127,363
"E01000937",1504,608,433,142,136,185
"E01000938",1752,850,133,279,185,305
"E01000939",1223,640,60,105,55,363
"E01000940",1130,519,180,128,61,242
"E01000941",1230,695,49,44,72,370
"E01000942",2111,1083,522,149,114,243
"E01000943",1054,491,202,97,67,197
"E01000944",1899,987,140,240,146,386
"E01000945",1821,899,225,162,157,378
"E01000946",1516,786,132,112,113,373
"E01000947",1954,1025,205,239,145,340
"E01000948",1736,1041,109,109,118,359
"E01000949",1633,1072,60,55,106,340
"E01000950",1431,725,78,54,95,479
"E01000951",1538,883,76,88,87,404
"E01000952",1729,1033,104,59,92,441
"E01000953",1643,900,88,72,105,478
"E01000954",1656,1011,75,62,94,414
"E01000955",1595,973,89,76,70,387
"E01000956",1532,781,111,101,135,404
"E01000957",1729,958,113,113,144,401
"E01000958",2264,1278,190,143,186,467
"E01000959",1670,1028,82,89,75,396
"E01000960",1774,826,173,204,194,377
"E01000961",1591,815,125,114,117,420
"E01000962",1592,787,158,175,175,297
"E01000963",1923,612,410,268,197,436
"E01000964",1577,840,114,132,127,364
"E01000965",1522,870,106,127,125,294
"E01000966",1512,793,114,153,151,301
"E01000967",1409,753,104,102,106,344
"E01000968",1505,901,80,134,107,283
"E01000969",2032,1031,198,194,220,389
"E01000970",1444,855,97,130,120,242
"E01000971",1478,958,58,107,77,278
"E01000972",2009,1041,185,148,149,486
"E01000973",1885,1068,117,156,164,380
"E01000974",1707,986,82,121,125,393
