"GeographyCode","QS607EW0001","QS607EW0002","QS607EW0003","QS607EW0004","QS607EW0005","QS607EW0006","QS607EW0007","QS607EW0008","QS607EW0009","QS607EW0010","QS607EW0011","QS607EW0012","QS607EW0013","QS607EW0014","QS607EW0015","QS607EW0016","QS607EW0017","QS607EW0018","QS607EW0019","QS607EW0020","QS607EW0021","QS607EW0022","QS607EW0023","QS607EW0024","QS607EW0025","QS607EW0026","QS607EW0027","QS607EW0028","QS607EW0029","QS607EW0030","QS607EW0031","QS607EW0032","QS607EW0033","QS607EW0034","QS607EW0035","QS607EW0036","QS607EW0037","QS607EW0038","QS607EW0039","QS607EW0040","QS607EW0041","QS607EW0042","QS607EW0043","QS607EW0044","QS607EW0045","QS607EW0046","QS607EW0047","QS607EW0048","QS607EW0049","QS607EW0050","QS607EW0051","QS607EW0052","QS607EW0053","QS607EW0054","QS607EW0055"
"E01000871",1267,270,34,1,33,236,118,41,60,17,377,276,184,16,67,9,80,21,113,72,25,13,3,121,29,29,0,92,92,0,26,15,11,10,1,80,22,32,3,8,0,14,1,54,20,1,13,19,1,103,84,19,123,123,0
"E01000872",1623,312,22,1,21,290,165,92,22,11,442,316,212,34,61,9,98,28,155,89,47,15,4,163,45,45,0,118,116,2,59,40,19,16,3,126,32,65,3,5,2,18,1,122,49,4,28,40,1,94,64,30,150,150,0
"E01000873",1317,359,59,1,58,300,161,80,48,11,465,356,230,34,83,9,79,30,110,76,23,10,1,108,15,15,0,93,91,2,30,21,9,9,0,73,23,27,3,5,0,15,0,48,31,0,7,10,0,47,39,8,77,77,0
"E01000874",1245,361,62,2,60,299,174,70,48,7,460,346,201,38,90,17,96,18,102,62,28,8,4,97,25,25,0,72,72,0,16,13,3,3,0,36,16,8,0,0,0,11,1,22,12,0,3,6,1,31,21,10,120,120,0
"E01000875",1394,272,36,0,36,236,153,58,19,6,405,321,208,36,67,10,61,23,122,80,32,9,1,103,17,17,0,86,86,0,69,54,15,15,0,108,38,49,2,5,0,11,3,77,33,2,17,25,0,81,59,22,157,157,0
"E01000876",1359,211,48,0,48,163,89,42,23,9,325,246,168,34,41,3,63,16,132,89,32,10,1,91,23,23,0,68,67,1,69,50,19,12,7,125,47,56,5,5,1,9,2,87,26,2,22,37,0,164,117,47,155,155,0
"E01000877",1296,330,63,2,61,267,138,74,48,7,454,332,236,31,60,5,94,28,118,85,23,9,1,102,23,23,0,79,79,0,34,23,11,11,0,46,24,10,0,2,0,9,1,52,20,2,14,15,1,72,60,12,88,88,0
"E01000878",1289,252,55,3,52,197,101,53,35,8,283,199,111,26,53,9,70,14,87,65,15,5,2,100,49,49,0,51,51,0,20,12,8,6,2,49,19,21,1,2,0,5,1,31,9,3,9,10,0,59,50,9,408,408,0
"E01000879",1119,293,58,2,56,235,131,47,50,7,341,231,122,31,64,14,91,19,66,48,9,9,0,90,25,25,0,65,64,1,37,19,18,17,1,54,21,23,2,3,0,5,0,26,16,0,0,10,0,35,25,10,177,177,0
"E01000880",1104,345,80,5,75,265,143,58,57,7,397,269,142,44,71,12,108,20,85,69,12,3,1,92,29,29,0,63,63,0,11,6,5,4,1,39,5,27,1,2,0,2,2,23,13,0,2,7,1,29,20,9,83,83,0
"E01000881",1162,290,52,3,49,238,140,47,42,9,346,238,128,32,67,11,93,15,105,79,17,6,3,90,23,23,0,67,66,1,36,33,3,3,0,46,17,16,2,4,0,7,0,20,12,0,2,6,0,58,39,19,171,171,0
"E01000882",1198,411,88,5,83,323,179,78,56,10,433,301,170,33,84,14,117,15,87,60,16,9,2,105,34,33,1,71,71,0,13,10,3,3,0,35,19,10,0,0,0,6,0,17,10,1,1,5,0,31,18,13,66,66,0
"E01000883",1065,299,44,2,42,255,131,81,39,4,319,223,136,35,42,10,84,12,80,53,14,12,1,80,25,24,1,55,55,0,24,19,5,4,1,43,19,10,1,4,1,8,0,25,17,1,2,5,0,65,48,17,130,130,0
"E01000884",1056,292,76,6,70,216,98,47,68,3,326,210,118,10,67,15,97,19,74,54,11,9,0,134,41,40,1,93,93,0,12,11,1,1,0,48,18,19,0,2,0,7,2,28,14,1,2,11,0,30,18,12,112,112,0
"E01000885",1018,278,58,4,54,220,96,47,70,7,336,230,114,23,80,13,90,16,78,60,13,5,0,125,43,41,2,82,79,3,12,6,6,6,0,48,14,22,0,0,0,12,0,20,8,1,5,6,0,46,37,9,75,75,0
"E01000886",1112,268,29,0,29,239,137,54,43,5,385,296,162,25,103,6,68,21,83,45,27,9,2,106,20,20,0,86,86,0,27,20,7,7,0,68,22,25,1,1,0,13,6,34,14,2,8,10,0,50,37,13,91,91,0
"E01000887",1190,311,42,0,42,269,167,67,33,2,388,301,194,24,80,3,72,15,95,70,18,7,0,102,23,23,0,79,79,0,28,16,12,11,1,73,27,31,0,4,0,10,1,51,19,5,14,12,1,55,39,16,87,87,0
"E01000888",1204,271,36,0,36,235,134,51,42,8,383,284,160,24,89,11,82,17,91,61,19,10,1,85,14,14,0,71,70,1,42,28,14,13,1,69,19,28,5,2,0,14,1,51,15,2,10,23,1,67,47,20,145,145,0
"E01000889",1216,102,9,0,9,93,65,21,4,3,217,153,116,10,26,1,45,19,129,73,39,12,5,91,16,16,0,75,75,0,71,41,30,26,4,161,54,62,5,7,1,25,7,120,30,3,34,53,0,172,131,41,153,153,0
"E01000890",1186,52,13,1,12,39,21,12,4,2,179,121,90,7,22,2,37,21,132,83,37,8,4,102,22,21,1,80,79,1,87,45,42,38,4,177,47,80,12,8,0,21,9,128,28,9,31,59,1,185,150,35,144,144,0
"E01000891",1138,96,11,0,11,85,48,25,12,0,172,117,89,7,19,2,37,18,102,65,30,5,2,84,18,18,0,66,66,0,66,34,32,29,3,155,45,61,7,16,0,20,6,102,30,7,25,40,0,183,148,35,178,178,0
"E01000892",1372,349,54,3,51,295,158,68,63,6,435,319,192,29,87,11,91,25,89,55,23,10,1,103,22,22,0,81,80,1,49,35,14,13,1,85,27,35,1,4,0,11,7,60,20,4,13,23,0,90,68,22,112,112,0
"E01000893",1194,340,44,2,42,296,166,47,71,12,488,378,171,27,172,8,91,19,69,44,16,7,2,107,28,28,0,79,77,2,13,9,4,4,0,44,12,20,6,2,0,2,2,14,12,0,0,2,0,36,19,17,83,83,0
"E01000894",1034,356,62,4,58,294,139,72,74,9,376,264,115,35,99,15,101,11,60,38,19,2,1,90,34,34,0,56,55,1,12,10,2,2,0,28,8,11,0,2,0,7,0,16,12,0,0,4,0,31,21,10,65,65,0
"E01000895",1201,352,55,1,54,297,150,69,67,11,389,276,155,36,76,9,89,24,93,58,21,14,0,126,32,32,0,94,93,1,20,13,7,6,1,59,20,25,1,5,0,6,2,39,18,2,8,11,0,42,35,7,81,81,0
"E01000896",1255,435,76,1,75,359,203,73,78,5,466,352,174,36,131,11,92,22,80,53,21,5,1,112,42,42,0,70,69,1,12,8,4,4,0,22,10,5,0,0,0,6,1,17,11,0,1,5,0,35,22,13,76,76,0
"E01000897",1161,430,103,3,100,327,174,78,69,6,399,271,131,19,109,12,117,11,70,39,16,14,1,95,31,31,0,64,63,1,13,10,3,3,0,37,9,18,1,1,0,8,0,18,9,2,1,6,0,24,12,12,75,75,0
"E01000898",1377,332,41,0,41,291,206,43,30,12,535,410,312,26,65,7,96,29,89,58,13,17,1,76,19,19,0,57,57,0,25,18,7,7,0,67,23,31,2,5,0,5,1,58,25,0,16,17,0,89,66,23,106,106,0
"E01000899",1201,362,94,8,86,268,131,43,83,11,436,292,139,26,117,10,132,12,77,53,17,7,0,137,47,47,0,90,89,1,13,8,5,4,1,41,8,26,1,0,0,6,0,18,12,0,1,5,0,41,30,11,76,76,0
"E01000900",1400,219,34,0,34,185,110,51,20,4,340,245,143,24,74,4,67,28,138,81,39,14,4,96,20,20,0,76,76,0,63,33,30,28,2,150,53,63,5,4,0,21,4,98,34,2,26,36,0,153,124,29,143,143,0
"E01000901",1418,118,20,0,20,98,59,31,8,0,226,162,107,14,39,2,47,17,117,70,44,1,2,73,15,15,0,58,58,0,68,42,26,22,4,159,59,66,3,2,2,21,6,126,41,5,33,47,0,198,157,41,333,333,0
"E01000902",1026,108,20,0,20,88,47,27,11,3,222,154,106,13,29,6,46,22,101,52,36,11,2,80,20,20,0,60,59,1,41,26,15,14,1,119,49,48,2,2,1,14,3,76,29,4,14,29,0,139,112,27,140,140,0
"E01000903",1148,259,33,2,31,226,142,45,35,4,354,275,140,27,86,22,62,17,80,50,16,13,1,122,26,26,0,96,96,0,19,13,6,6,0,67,24,28,2,1,0,7,5,42,21,0,9,12,0,78,57,21,127,127,0
"E01000904",1640,245,31,0,31,214,126,59,20,9,380,271,177,36,50,8,77,32,155,89,46,18,2,128,28,28,0,100,100,0,66,54,12,11,1,164,44,78,6,12,1,20,3,129,41,8,33,47,0,158,118,40,215,215,0
"E01000905",1392,103,18,1,17,85,47,18,16,4,219,144,112,12,19,1,50,25,144,81,52,10,1,95,14,14,0,81,79,2,76,43,33,32,1,205,75,87,4,11,1,20,7,137,33,9,31,63,1,217,186,31,196,196,0
"E01000906",1246,334,54,2,52,280,150,84,37,9,452,343,199,37,99,8,92,17,80,53,21,5,1,107,28,28,0,79,79,0,32,23,9,9,0,54,16,23,3,2,0,9,1,30,15,1,5,9,0,48,29,19,109,109,0
"E01000907",1062,152,13,0,13,139,87,24,25,3,287,225,148,21,49,7,45,17,107,71,26,8,2,87,22,22,0,65,64,1,35,18,17,15,2,103,34,55,1,2,0,6,5,77,28,3,16,29,1,111,78,33,103,103,0
"E01000908",1184,164,26,1,25,138,86,23,25,4,374,279,151,25,96,7,55,40,118,80,19,18,1,117,28,28,0,89,88,1,39,23,16,16,0,119,35,52,2,1,1,23,5,74,25,4,14,31,0,100,70,30,79,79,0
"E01000909",1253,298,41,2,39,257,134,38,82,3,438,329,175,22,122,10,86,23,100,62,22,14,2,115,29,29,0,86,85,1,30,22,8,8,0,78,20,35,3,5,1,9,5,33,19,2,7,5,0,61,45,16,100,100,0
"E01000910",1133,286,39,2,37,247,131,40,70,6,426,336,188,22,115,11,61,29,81,50,17,10,4,104,21,21,0,83,81,2,20,14,6,5,1,51,17,20,5,0,0,8,1,26,12,1,6,6,1,42,28,14,97,97,0
"E01000911",1133,225,34,0,34,191,109,36,40,6,338,269,155,19,88,7,55,14,99,58,30,10,1,108,16,15,1,92,92,0,40,22,18,18,0,94,33,39,3,6,0,9,4,52,24,1,10,17,0,81,56,25,96,96,0
"E01000912",1235,175,24,0,24,151,78,38,26,9,344,271,171,14,81,5,46,27,116,72,29,13,2,92,20,20,0,72,72,0,44,23,21,18,3,131,39,57,7,5,0,20,3,67,18,9,16,22,2,113,87,26,153,153,0
"E01000913",1286,385,80,8,72,305,135,50,113,7,472,332,180,24,115,13,114,26,76,55,14,7,0,144,42,42,0,102,102,0,27,20,7,6,1,40,9,16,2,1,0,9,3,20,10,0,2,8,0,29,24,5,93,93,0
"E01000914",1524,356,52,0,52,304,143,57,94,10,364,265,161,25,73,6,73,26,87,57,23,5,2,112,41,41,0,71,71,0,44,34,10,10,0,87,33,36,2,1,0,13,2,56,24,5,5,22,0,70,50,20,348,348,0
"E01000915",1158,157,18,0,18,139,85,22,30,2,224,164,111,11,37,5,43,17,98,63,26,6,3,87,27,27,0,60,60,0,94,76,18,18,0,146,41,61,1,23,0,18,2,70,21,7,13,29,0,142,113,29,140,140,0
"E01000916",1492,354,64,1,63,290,158,84,41,7,374,261,152,40,62,7,87,26,99,66,24,7,2,102,36,36,0,66,66,0,51,29,22,20,2,109,39,43,3,3,0,15,6,57,30,2,8,17,0,89,68,21,257,257,0
"E01000917",1415,116,16,2,14,100,64,18,14,4,292,195,129,17,46,3,59,38,136,76,36,20,4,105,24,24,0,81,81,0,94,61,33,33,0,169,54,81,3,4,0,24,3,112,30,4,31,46,1,196,132,64,195,195,0
"E01000918",1800,283,51,2,49,232,147,44,33,8,395,300,165,14,103,18,76,19,154,83,59,10,2,123,39,39,0,84,84,0,75,58,17,15,2,163,69,75,2,0,0,13,4,84,44,6,5,29,0,136,98,38,387,387,0
"E01000919",1797,258,55,4,51,203,108,54,38,3,395,284,177,18,77,12,93,18,103,49,46,5,3,107,33,33,0,74,74,0,90,64,26,26,0,150,88,51,1,0,0,8,2,54,29,2,7,16,0,108,86,22,532,532,0
"E01000920",1619,366,38,2,36,328,185,62,77,4,434,313,176,20,112,5,92,29,118,76,30,7,5,156,33,33,0,123,123,0,51,36,15,15,0,98,20,49,4,5,1,16,3,51,20,2,9,18,2,107,75,32,238,238,0
"E01000921",1662,297,37,0,37,260,156,63,33,8,573,447,262,52,123,10,91,35,184,112,43,25,4,121,32,32,0,89,89,0,64,39,25,23,2,111,44,50,1,2,1,12,1,57,25,2,6,24,0,98,69,29,157,157,0
"E01000922",1260,163,21,1,20,142,69,44,22,7,332,270,176,23,63,8,56,6,109,54,30,21,4,81,12,12,0,69,69,0,34,20,14,13,1,102,31,45,7,7,2,9,1,64,18,3,18,25,0,92,72,20,283,283,0
"E01000923",1179,252,30,2,28,222,132,49,36,5,369,293,153,37,97,6,59,17,105,72,22,10,1,83,20,20,0,63,63,0,26,17,9,7,2,93,31,33,7,5,1,12,4,47,22,3,8,12,2,84,60,24,120,120,0
"E01000924",1382,313,28,0,28,285,172,62,47,4,439,352,195,34,107,16,64,23,125,72,31,19,3,115,18,18,0,97,96,1,32,22,10,8,2,82,27,26,4,2,0,15,8,63,22,5,12,23,1,77,60,17,136,136,0
"E01000925",1084,107,20,0,20,87,53,18,14,2,198,152,105,4,41,2,26,20,96,50,34,12,0,77,19,19,0,58,58,0,57,37,20,20,0,129,39,63,3,10,1,11,2,103,29,3,25,44,2,157,116,41,160,160,0
"E01000926",1490,309,43,1,42,266,161,76,27,2,463,374,204,82,83,5,77,12,173,66,76,31,0,81,14,14,0,67,67,0,28,14,14,12,2,91,30,39,3,4,0,12,3,74,22,12,21,15,4,101,83,18,170,170,0
"E01000927",1419,271,31,0,31,240,132,60,39,9,470,366,230,36,93,7,75,29,104,54,27,21,2,141,33,33,0,108,108,0,48,34,14,14,0,100,36,38,2,5,1,14,4,62,24,6,14,18,0,80,70,10,143,143,0
"E01000928",1264,240,32,0,32,208,125,39,40,4,405,316,193,21,99,3,58,31,95,55,25,11,4,99,22,22,0,77,77,0,48,28,20,19,1,107,31,40,4,8,2,15,7,69,20,1,21,27,0,91,74,17,110,110,0
"E01000929",1188,117,20,1,19,97,41,34,21,1,238,151,101,8,40,2,66,21,100,64,26,7,3,116,19,19,0,97,97,0,47,26,21,17,4,150,53,70,4,4,0,17,2,117,35,3,34,44,1,172,136,36,131,131,0
"E01000930",1415,168,25,0,25,143,88,31,18,6,339,239,166,26,46,1,77,23,114,74,23,14,3,117,34,34,0,83,83,0,57,35,22,20,2,147,37,71,7,8,0,22,2,145,54,6,28,57,0,164,127,37,164,164,0
"E01000931",1494,211,33,0,33,178,103,59,13,3,319,225,161,24,37,3,67,27,131,74,43,12,2,96,17,17,0,79,79,0,80,57,23,20,3,166,68,63,5,7,0,21,2,143,42,5,33,62,1,189,149,40,159,159,0
"E01000932",1605,430,49,0,49,381,228,104,44,5,529,414,289,55,59,11,90,25,127,73,38,13,3,101,26,26,0,75,74,1,52,36,16,15,1,121,36,63,6,5,1,9,1,63,13,5,16,26,3,80,58,22,102,102,0
"E01000933",1414,324,46,1,45,278,156,74,40,8,444,322,217,25,70,10,93,29,141,86,37,15,3,105,22,22,0,83,83,0,47,29,18,18,0,92,31,35,8,5,0,12,1,66,27,5,14,20,0,79,50,29,116,116,0
"E01000934",1178,132,20,0,20,112,71,30,9,2,225,168,120,16,25,7,33,24,123,66,41,10,6,86,10,10,0,76,76,0,56,43,13,13,0,158,55,76,4,4,0,18,1,86,28,7,18,33,0,149,113,36,163,163,0
"E01000935",1000,97,18,1,17,79,50,14,13,2,218,148,111,14,22,1,46,24,102,63,28,10,1,63,12,12,0,51,51,0,48,29,19,19,0,134,38,64,5,6,0,18,3,92,26,4,20,42,0,136,108,28,110,110,0
"E01000936",1469,136,22,1,21,114,64,21,24,5,208,148,101,13,28,6,36,24,65,42,15,8,0,86,25,25,0,61,61,0,40,24,16,14,2,97,42,32,2,3,0,15,3,41,12,1,11,17,0,149,108,41,647,647,0
"E01000937",1322,148,16,0,16,132,102,17,12,1,148,110,68,18,23,1,32,6,60,41,12,6,1,66,10,10,0,56,56,0,22,14,8,6,2,46,24,16,0,1,0,2,3,37,14,4,4,15,0,65,48,17,730,730,0
"E01000938",1354,142,15,0,15,127,88,28,8,3,262,191,135,18,31,7,48,23,125,79,20,25,1,87,19,19,0,68,67,1,61,41,20,19,1,88,37,30,3,4,0,13,1,69,40,1,9,19,0,138,94,44,382,382,0
"E01000939",897,58,14,1,13,44,28,8,7,1,127,82,54,12,15,1,34,11,58,29,19,10,0,37,17,17,0,20,20,0,49,37,12,12,0,92,33,42,1,3,0,10,3,68,32,3,7,26,0,168,131,37,240,240,0
"E01000940",875,104,13,1,12,91,61,17,11,2,140,100,60,8,29,3,26,14,62,43,14,4,1,43,8,8,0,35,35,0,35,23,12,11,1,66,24,32,1,4,0,5,0,41,10,3,6,21,1,101,74,27,283,283,0
"E01000941",933,85,13,1,12,72,51,10,8,3,144,91,61,8,22,0,33,20,77,48,15,13,1,71,17,17,0,54,53,1,65,41,24,21,3,117,36,57,2,3,0,19,0,98,33,8,17,39,1,142,115,27,134,134,0
"E01000942",1957,208,24,1,23,184,115,38,27,4,205,150,92,11,41,6,38,17,72,46,20,6,0,46,12,12,0,34,34,0,37,24,13,11,2,58,14,29,2,1,0,8,4,38,14,1,11,12,0,58,41,17,1235,1235,0
"E01000943",923,168,21,1,20,147,104,20,20,3,207,161,105,9,38,9,38,8,52,33,12,6,1,48,14,14,0,34,34,0,23,16,7,6,1,45,13,21,2,1,0,6,2,16,6,1,5,4,0,64,41,23,300,300,0
"E01000944",1552,113,26,0,26,87,46,23,15,3,182,121,86,9,23,3,47,14,86,50,30,4,2,60,20,20,0,40,40,0,54,40,14,14,0,124,54,49,2,2,1,15,1,81,34,3,19,25,0,154,129,25,698,698,0
"E01000945",1509,139,14,0,14,125,72,31,16,6,190,134,88,20,23,3,43,13,88,58,23,6,1,66,25,25,0,41,41,0,49,39,10,10,0,93,35,40,5,4,0,8,1,73,33,6,14,20,0,104,87,17,707,707,0
"E01000946",1199,221,56,4,52,165,83,41,34,7,354,255,179,22,51,3,66,33,93,50,30,12,1,85,30,30,0,55,55,0,40,32,8,7,1,68,28,27,2,3,0,8,0,54,23,3,8,20,0,82,67,15,202,202,0
"E01000947",1715,334,29,0,29,305,193,74,33,5,352,266,169,38,54,5,62,24,106,55,36,13,2,125,34,34,0,91,91,0,63,36,27,24,3,106,42,44,3,0,0,14,3,86,31,9,16,30,0,146,112,34,397,397,0
"E01000948",1380,261,58,2,56,203,108,46,43,6,372,265,168,27,60,10,87,20,110,65,26,17,2,139,35,35,0,104,104,0,45,32,13,12,1,129,34,62,3,8,0,17,5,77,32,4,17,24,0,79,58,21,168,168,0
"E01000949",1201,99,29,5,24,70,50,15,5,0,307,212,185,11,13,3,49,46,160,80,58,16,6,65,13,13,0,52,52,0,80,32,48,45,3,124,34,66,1,4,0,16,3,73,18,4,16,35,0,120,91,29,173,173,0
"E01000950",1041,45,8,0,8,37,25,7,4,1,132,95,64,9,18,4,31,6,71,42,22,6,1,78,18,18,0,60,60,0,74,43,31,30,1,118,44,54,2,4,0,11,3,102,30,6,21,44,1,198,171,27,223,223,0
"E01000951",1106,61,6,0,6,55,32,17,5,1,144,92,67,5,19,1,44,8,93,54,26,13,0,73,17,17,0,56,56,0,64,35,29,27,2,117,37,55,1,11,0,11,2,94,26,7,27,33,1,157,128,29,303,303,0
"E01000952",1318,100,22,0,22,78,38,26,12,2,212,142,101,13,27,1,50,20,105,61,36,5,3,80,15,15,0,65,65,0,57,38,19,19,0,165,57,78,5,4,0,15,6,103,33,6,27,36,1,160,129,31,336,336,0
