"GeographyCode","KS103EW0001","KS103EW0002","KS103EW0003","KS103EW0004","KS103EW0005","KS103EW0006","KS103EW0007","KS103EW0008","KS103EW0009","KS103EW0010","KS103EW0011","KS103EW0012","KS103EW0013"
"E00004188",177,134,23,4,6,5,5,75.7062146892655,12.9943502824859,2.25988700564972,3.38983050847458,2.82485875706215,2.82485875706215
"E00004189",309,255,37,7,1,6,3,82.5242718446602,11.9741100323625,2.26537216828479,0.323624595469256,1.94174757281553,0.970873786407767
"E00004190",469,306,70,21,15,44,13,65.2452025586354,14.9253731343284,4.47761194029851,3.19829424307036,9.3816631130064,2.77185501066098
"E00004193",646,536,69,7,11,19,4,82.9721362229102,10.6811145510836,1.08359133126935,1.70278637770898,2.94117647058824,0.619195046439629
"E00004194",234,153,52,5,6,14,4,65.3846153846154,22.2222222222222,2.13675213675214,2.56410256410256,5.98290598290598,1.70940170940171
"E00004195",289,204,60,0,5,14,6,70.5882352941177,20.7612456747405,0,1.73010380622837,4.84429065743945,2.07612456747405
"E00004196",198,115,45,10,4,8,16,58.0808080808081,22.7272727272727,5.05050505050505,2.02020202020202,4.04040404040404,8.08080808080808
"E00004197",249,160,60,2,4,17,6,64.2570281124498,24.0963855421687,0.803212851405622,1.60642570281124,6.82730923694779,2.40963855421687
"E00004198",334,246,42,9,9,26,2,73.6526946107784,12.5748502994012,2.69461077844311,2.69461077844311,7.78443113772455,0.598802395209581
"E00004199",262,167,57,4,6,18,10,63.7404580152672,21.7557251908397,1.52671755725191,2.29007633587786,6.87022900763359,3.81679389312977
"E00004200",236,164,40,2,6,17,7,69.4915254237288,16.9491525423729,0.847457627118644,2.54237288135593,7.20338983050847,2.96610169491525
"E00004201",229,89,94,2,3,26,15,38.8646288209607,41.0480349344978,0.873362445414847,1.31004366812227,11.353711790393,6.55021834061135
"E00004202",170,73,2,0,11,62,22,42.9411764705882,1.17647058823529,0,6.47058823529412,36.4705882352941,12.9411764705882
"E00004203",299,193,68,1,5,25,7,64.5484949832776,22.742474916388,0.334448160535117,1.67224080267559,8.36120401337793,2.34113712374582
"E00004204",247,121,96,0,3,17,10,48.9878542510121,38.8663967611336,0,1.21457489878543,6.88259109311741,4.04858299595142
"E00004205",318,178,110,8,2,13,7,55.9748427672956,34.5911949685535,2.51572327044025,0.628930817610063,4.08805031446541,2.20125786163522
"E00004206",252,132,75,0,9,30,6,52.3809523809524,29.7619047619048,0,3.57142857142857,11.9047619047619,2.38095238095238
"E00004207",266,130,88,0,15,17,16,48.8721804511278,33.0827067669173,0,5.6390977443609,6.39097744360902,6.01503759398496
"E00004208",241,151,44,1,5,24,16,62.655601659751,18.2572614107884,0.4149377593361,2.0746887966805,9.95850622406639,6.63900414937759
"E00004209",247,156,53,0,7,19,12,63.1578947368421,21.4574898785425,0,2.83400809716599,7.69230769230769,4.8582995951417
"E00004210",230,94,85,0,17,17,17,40.8695652173913,36.9565217391304,0,7.39130434782609,7.39130434782609,7.39130434782609
"E00004211",274,194,56,0,7,12,5,70.8029197080292,20.4379562043796,0,2.55474452554745,4.37956204379562,1.82481751824817
"E00004212",264,154,72,7,8,21,2,58.3333333333333,27.2727272727273,2.65151515151515,3.03030303030303,7.95454545454545,0.757575757575758
"E00004213",341,195,93,0,16,29,8,57.1847507331378,27.2727272727273,0,4.69208211143695,8.50439882697947,2.34604105571848
"E00004214",422,229,140,2,16,30,5,54.2654028436019,33.175355450237,0.4739336492891,3.7914691943128,7.10900473933649,1.18483412322275
"E00004215",228,116,79,3,6,18,6,50.8771929824561,34.6491228070175,1.31578947368421,2.63157894736842,7.89473684210526,2.63157894736842
"E00004216",246,103,102,1,16,21,3,41.869918699187,41.4634146341463,0.40650406504065,6.50406504065041,8.53658536585366,1.21951219512195
"E00004217",221,139,47,0,3,29,3,62.89592760181,21.2669683257919,0,1.35746606334842,13.1221719457014,1.35746606334842
"E00004218",252,132,76,0,6,20,18,52.3809523809524,30.1587301587302,0,2.38095238095238,7.93650793650794,7.14285714285714
"E00004219",320,228,51,8,9,21,3,71.25,15.9375,2.5,2.8125,6.5625,0.9375
"E00004220",140,67,33,0,1,28,11,47.8571428571429,23.5714285714286,0,0.714285714285714,20,7.85714285714286
"E00004221",191,75,86,0,8,15,7,39.2670157068063,45.0261780104712,0,4.18848167539267,7.85340314136126,3.66492146596859
"E00004222",182,86,68,2,5,16,5,47.2527472527472,37.3626373626374,1.0989010989011,2.74725274725275,8.79120879120879,2.74725274725275
"E00004223",260,144,72,4,10,21,9,55.3846153846154,27.6923076923077,1.53846153846154,3.84615384615385,8.07692307692308,3.46153846153846
"E00004224",241,117,91,3,7,17,6,48.5477178423236,37.7593360995851,1.2448132780083,2.9045643153527,7.05394190871369,2.4896265560166
"E00004225",443,328,62,0,18,23,12,74.0406320541761,13.9954853273138,0,4.06320541760722,5.19187358916479,2.70880361173815
"E00004226",208,64,110,0,4,15,15,30.7692307692308,52.8846153846154,0,1.92307692307692,7.21153846153846,7.21153846153846
"E00004227",235,113,71,6,4,26,15,48.0851063829787,30.2127659574468,2.5531914893617,1.70212765957447,11.063829787234,6.38297872340426
"E00004228",173,77,68,3,4,18,3,44.5086705202312,39.3063583815029,1.73410404624277,2.3121387283237,10.4046242774566,1.73410404624277
"E00004229",287,154,91,2,11,24,5,53.6585365853659,31.7073170731707,0.696864111498258,3.83275261324042,8.36236933797909,1.74216027874564
"E00004230",248,167,54,0,7,18,2,67.3387096774193,21.7741935483871,0,2.82258064516129,7.25806451612903,0.806451612903226
"E00004231",259,107,118,0,2,26,6,41.3127413127413,45.5598455598456,0,0.772200772200772,10.03861003861,2.31660231660232
"E00004232",178,70,61,2,12,25,8,39.3258426966292,34.2696629213483,1.12359550561798,6.74157303370786,14.0449438202247,4.49438202247191
"E00004233",207,98,58,4,9,27,11,47.3429951690821,28.0193236714976,1.93236714975845,4.34782608695652,13.0434782608696,5.31400966183575
"E00004234",211,110,78,1,3,11,8,52.132701421801,36.9668246445498,0.4739336492891,1.4218009478673,5.21327014218009,3.7914691943128
"E00004235",276,179,50,7,12,20,8,64.8550724637681,18.1159420289855,2.53623188405797,4.34782608695652,7.2463768115942,2.89855072463768
"E00004236",302,211,53,9,4,19,6,69.8675496688742,17.5496688741722,2.98013245033113,1.32450331125828,6.29139072847682,1.98675496688742
"E00004237",226,140,51,0,13,14,8,61.9469026548673,22.5663716814159,0,5.75221238938053,6.19469026548673,3.53982300884956
"E00004238",247,119,93,0,4,15,16,48.1781376518219,37.6518218623482,0,1.61943319838057,6.07287449392713,6.47773279352227
"E00004239",182,87,54,0,7,23,11,47.8021978021978,29.6703296703297,0,3.84615384615385,12.6373626373626,6.04395604395604
"E00004240",288,195,54,3,9,18,9,67.7083333333333,18.75,1.04166666666667,3.125,6.25,3.125
"E00004241",248,95,123,4,2,18,6,38.3064516129032,49.5967741935484,1.61290322580645,0.806451612903226,7.25806451612903,2.41935483870968
"E00004242",150,81,48,0,6,12,3,54,32,0,4,8,2
"E00004243",225,80,129,1,3,11,1,35.5555555555556,57.3333333333333,0.444444444444444,1.33333333333333,4.88888888888889,0.444444444444444
"E00004244",207,83,81,0,16,15,12,40.0966183574879,39.1304347826087,0,7.72946859903382,7.2463768115942,5.79710144927536
"E00004245",276,159,50,0,10,32,25,57.6086956521739,18.1159420289855,0,3.6231884057971,11.5942028985507,9.05797101449275
"E00004246",747,653,58,0,7,19,10,87.4163319946452,7.76439089692102,0,0.937081659973226,2.54350736278447,1.33868808567604
"E00004247",273,148,73,0,10,25,17,54.2124542124542,26.7399267399267,0,3.66300366300366,9.15750915750916,6.22710622710623
"E00004248",371,231,76,4,9,43,8,62.2641509433962,20.4851752021563,1.07816711590297,2.42587601078167,11.5902964959569,2.15633423180593
"E00004249",202,123,53,0,1,18,7,60.8910891089109,26.2376237623762,0,0.495049504950495,8.91089108910891,3.46534653465347
"E00004250",237,146,67,2,6,12,4,61.6033755274262,28.2700421940928,0.843881856540084,2.53164556962025,5.06329113924051,1.68776371308017
"E00004251",194,97,68,5,6,16,2,50,35.0515463917526,2.57731958762887,3.09278350515464,8.24742268041237,1.03092783505155
"E00004252",209,115,64,1,2,16,11,55.0239234449761,30.622009569378,0.478468899521531,0.956937799043062,7.6555023923445,5.26315789473684
"E00004253",248,156,45,2,6,20,19,62.9032258064516,18.1451612903226,0.806451612903226,2.41935483870968,8.06451612903226,7.66129032258065
"E00004254",235,103,82,5,12,19,14,43.8297872340426,34.8936170212766,2.12765957446809,5.1063829787234,8.08510638297872,5.95744680851064
"E00004255",232,144,63,2,11,9,3,62.0689655172414,27.1551724137931,0.862068965517241,4.74137931034483,3.87931034482759,1.29310344827586
"E00004256",292,148,86,0,11,29,18,50.6849315068493,29.4520547945205,0,3.76712328767123,9.93150684931507,6.16438356164384
"E00004257",219,116,74,2,5,15,7,52.9680365296804,33.7899543378995,0.91324200913242,2.28310502283105,6.84931506849315,3.19634703196347
"E00004258",227,181,22,0,2,18,4,79.7356828193833,9.69162995594714,0,0.881057268722467,7.9295154185022,1.76211453744493
"E00004259",210,92,73,2,11,20,12,43.8095238095238,34.7619047619048,0.952380952380952,5.23809523809524,9.52380952380952,5.71428571428571
"E00004260",183,117,31,0,10,21,4,63.9344262295082,16.9398907103825,0,5.46448087431694,11.4754098360656,2.18579234972678
"E00004261",224,134,50,1,6,23,10,59.8214285714286,22.3214285714286,0.446428571428571,2.67857142857143,10.2678571428571,4.46428571428571
"E00004262",192,81,61,0,11,29,10,42.1875,31.7708333333333,0,5.72916666666667,15.1041666666667,5.20833333333333
"E00004263",248,110,91,1,24,16,6,44.3548387096774,36.6935483870968,0.403225806451613,9.67741935483871,6.45161290322581,2.41935483870968
"E00004264",327,241,56,3,3,20,4,73.7003058103976,17.1253822629969,0.917431192660551,0.917431192660551,6.11620795107034,1.22324159021407
"E00004265",202,144,31,0,3,14,10,71.2871287128713,15.3465346534653,0,1.48514851485149,6.93069306930693,4.95049504950495
"E00004266",276,161,58,2,16,26,13,58.3333333333333,21.0144927536232,0.72463768115942,5.79710144927536,9.42028985507246,4.71014492753623
"E00004268",256,164,36,1,14,35,6,64.0625,14.0625,0.390625,5.46875,13.671875,2.34375
"E00004269",203,128,37,4,5,18,11,63.0541871921182,18.2266009852217,1.97044334975369,2.46305418719212,8.86699507389163,5.41871921182266
"E00004270",371,245,84,4,14,19,5,66.0377358490566,22.6415094339623,1.07816711590297,3.77358490566038,5.12129380053908,1.34770889487871
"E00004271",281,178,69,4,10,15,5,63.3451957295374,24.5551601423488,1.42348754448399,3.55871886120996,5.33807829181495,1.77935943060498
"E00004272",237,107,107,2,2,10,9,45.1476793248945,45.1476793248945,0.843881856540084,0.843881856540084,4.21940928270042,3.79746835443038
"E00004273",328,188,97,0,5,30,8,57.3170731707317,29.5731707317073,0,1.52439024390244,9.14634146341463,2.4390243902439
"E00004274",250,153,68,0,5,15,9,61.2,27.2,0,2,6,3.6
"E00004275",178,110,45,1,1,18,3,61.7977528089888,25.2808988764045,0.561797752808989,0.561797752808989,10.1123595505618,1.68539325842697
"E00004276",234,152,45,0,4,24,9,64.957264957265,19.2307692307692,0,1.70940170940171,10.2564102564103,3.84615384615385
"E00004277",223,137,56,0,6,17,7,61.4349775784753,25.1121076233184,0,2.69058295964126,7.62331838565022,3.1390134529148
"E00004278",186,115,38,3,7,18,5,61.8279569892473,20.4301075268817,1.61290322580645,3.76344086021505,9.67741935483871,2.68817204301075
"E00004279",241,147,60,0,7,16,11,60.9958506224066,24.896265560166,0,2.9045643153527,6.63900414937759,4.5643153526971
"E00004280",190,75,79,2,11,17,6,39.4736842105263,41.5789473684211,1.05263157894737,5.78947368421053,8.94736842105263,3.15789473684211
"E00004281",220,118,73,7,7,10,5,53.6363636363636,33.1818181818182,3.18181818181818,3.18181818181818,4.54545454545455,2.27272727272727
"E00004282",252,159,51,0,12,23,7,63.0952380952381,20.2380952380952,0,4.76190476190476,9.12698412698413,2.77777777777778
"E00004283",233,119,81,0,5,19,9,51.0729613733906,34.7639484978541,0,2.14592274678112,8.15450643776824,3.86266094420601
"E00004284",217,153,37,0,7,16,4,70.5069124423963,17.0506912442396,0,3.2258064516129,7.37327188940092,1.84331797235023
"E00004285",246,143,71,0,8,20,4,58.130081300813,28.8617886178862,0,3.2520325203252,8.13008130081301,1.6260162601626
"E00004286",270,172,53,5,13,13,14,63.7037037037037,19.6296296296296,1.85185185185185,4.81481481481481,4.81481481481481,5.18518518518519
"E00004287",224,136,61,1,1,18,7,60.7142857142857,27.2321428571429,0.446428571428571,0.446428571428571,8.03571428571429,3.125
"E00004288",275,173,62,2,11,19,8,62.9090909090909,22.5454545454545,0.727272727272727,4,6.90909090909091,2.90909090909091
"E00004289",217,148,48,0,6,13,2,68.2027649769585,22.1198156682028,0,2.76497695852535,5.99078341013825,0.921658986175115
"E00004290",273,175,54,1,13,23,7,64.1025641025641,19.7802197802198,0.366300366300366,4.76190476190476,8.42490842490843,2.56410256410256
"E00004291",278,129,86,0,13,28,22,46.4028776978417,30.9352517985612,0,4.67625899280576,10.0719424460432,7.9136690647482
"E00004292",224,104,70,0,19,15,16,46.4285714285714,31.25,0,8.48214285714286,6.69642857142857,7.14285714285714
"E00004293",223,131,58,2,10,15,7,58.7443946188341,26.0089686098655,0.896860986547085,4.48430493273543,6.72645739910314,3.1390134529148
"E00004294",194,136,32,0,2,19,5,70.1030927835051,16.4948453608247,0,1.03092783505155,9.79381443298969,2.57731958762887
"E00004295",349,148,143,4,8,30,16,42.4068767908309,40.974212034384,1.14613180515759,2.29226361031519,8.59598853868195,4.58452722063037
"E00004296",284,131,118,0,6,12,17,46.1267605633803,41.5492957746479,0,2.11267605633803,4.22535211267606,5.98591549295775
"E00004297",293,182,80,1,4,18,8,62.1160409556314,27.3037542662116,0.341296928327645,1.36518771331058,6.14334470989761,2.73037542662116
"E00004298",251,104,109,3,7,11,17,41.4342629482072,43.4262948207171,1.19521912350598,2.78884462151394,4.38247011952191,6.77290836653386
"E00004299",242,91,114,1,5,20,11,37.603305785124,47.1074380165289,0.413223140495868,2.06611570247934,8.26446280991736,4.54545454545455
"E00004300",231,133,69,0,8,14,7,57.5757575757576,29.8701298701299,0,3.46320346320346,6.06060606060606,3.03030303030303
"E00004301",435,286,98,5,17,20,9,65.7471264367816,22.5287356321839,1.14942528735632,3.90804597701149,4.59770114942529,2.06896551724138
"E00004302",253,136,74,0,10,23,10,53.7549407114625,29.2490118577075,0,3.95256916996047,9.09090909090909,3.95256916996047
"E00004303",255,111,110,0,5,22,7,43.5294117647059,43.1372549019608,0,1.96078431372549,8.62745098039216,2.74509803921569
"E00004304",344,175,117,2,8,33,9,50.8720930232558,34.0116279069767,0.581395348837209,2.32558139534884,9.59302325581395,2.61627906976744
"E00004305",284,116,142,0,3,17,6,40.8450704225352,50,0,1.05633802816901,5.98591549295775,2.11267605633803
"E00004306",275,143,95,2,8,17,10,52,34.5454545454545,0.727272727272727,2.90909090909091,6.18181818181818,3.63636363636364
"E00004307",295,121,137,4,3,14,16,41.0169491525424,46.4406779661017,1.35593220338983,1.01694915254237,4.74576271186441,5.42372881355932
"E00004308",230,134,73,0,4,13,6,58.2608695652174,31.7391304347826,0,1.73913043478261,5.65217391304348,2.60869565217391
"E00004309",231,106,108,0,0,15,2,45.8874458874459,46.7532467532467,0,0,6.49350649350649,0.865800865800866
"E00004310",249,96,121,2,6,13,11,38.5542168674699,48.5943775100402,0.803212851405622,2.40963855421687,5.22088353413655,4.41767068273092
"E00004311",213,86,105,0,4,9,9,40.3755868544601,49.2957746478873,0,1.87793427230047,4.22535211267606,4.22535211267606
"E00004312",270,146,77,5,10,22,10,54.0740740740741,28.5185185185185,1.85185185185185,3.7037037037037,8.14814814814815,3.7037037037037
"E00004313",244,112,99,0,3,20,10,45.9016393442623,40.5737704918033,0,1.22950819672131,8.19672131147541,4.0983606557377
"E00004314",277,161,89,0,3,20,4,58.1227436823105,32.129963898917,0,1.08303249097473,7.22021660649819,1.44404332129964
"E00004315",280,143,104,6,3,15,9,51.0714285714286,37.1428571428571,2.14285714285714,1.07142857142857,5.35714285714286,3.21428571428571
"E00004316",227,150,40,0,6,21,10,66.079295154185,17.6211453744493,0,2.6431718061674,9.2511013215859,4.40528634361234
"E00004317",337,214,93,3,5,15,7,63.5014836795252,27.5964391691395,0.890207715133531,1.48367952522255,4.45103857566766,2.07715133531157
"E00004318",254,144,63,1,9,33,4,56.6929133858268,24.8031496062992,0.393700787401575,3.54330708661417,12.992125984252,1.5748031496063
"E00004319",245,166,55,0,3,11,10,67.7551020408163,22.4489795918367,0,1.22448979591837,4.48979591836735,4.08163265306122
"E00004320",218,69,117,5,4,13,10,31.651376146789,53.6697247706422,2.29357798165138,1.8348623853211,5.96330275229358,4.58715596330275
"E00004321",297,162,108,0,5,11,11,54.5454545454545,36.3636363636364,0,1.68350168350168,3.7037037037037,3.7037037037037
"E00004322",233,68,144,0,2,12,7,29.1845493562232,61.8025751072961,0,0.858369098712446,5.15021459227468,3.00429184549356
"E00004323",544,436,79,0,5,16,8,80.1470588235294,14.5220588235294,0,0.919117647058824,2.94117647058824,1.47058823529412
"E00004324",225,74,112,0,6,25,8,32.8888888888889,49.7777777777778,0,2.66666666666667,11.1111111111111,3.55555555555556
"E00004325",184,54,88,0,7,21,14,29.3478260869565,47.8260869565217,0,3.80434782608696,11.4130434782609,7.60869565217391
"E00004326",192,81,78,0,10,18,5,42.1875,40.625,0,5.20833333333333,9.375,2.60416666666667
"E00004327",246,90,112,6,5,19,14,36.5853658536585,45.5284552845528,2.4390243902439,2.03252032520325,7.72357723577236,5.69105691056911
"E00004328",224,91,83,2,2,16,30,40.625,37.0535714285714,0.892857142857143,0.892857142857143,7.14285714285714,13.3928571428571
"E00004329",269,117,96,1,7,13,35,43.4944237918216,35.6877323420074,0.371747211895911,2.60223048327138,4.83271375464684,13.0111524163569
"E00004330",244,142,76,4,2,16,4,58.1967213114754,31.1475409836066,1.63934426229508,0.819672131147541,6.55737704918033,1.63934426229508
"E00004331",229,126,70,2,8,17,6,55.0218340611354,30.5676855895196,0.873362445414847,3.49344978165939,7.4235807860262,2.62008733624454
"E00004332",151,60,68,0,4,10,9,39.7350993377483,45.0331125827815,0,2.64900662251656,6.62251655629139,5.96026490066225
"E00004333",220,104,86,0,2,22,6,47.2727272727273,39.0909090909091,0,0.909090909090909,10,2.72727272727273
"E00004334",171,72,75,2,4,11,7,42.1052631578947,43.859649122807,1.16959064327485,2.33918128654971,6.4327485380117,4.09356725146199
"E00004335",251,128,85,7,8,19,4,50.996015936255,33.8645418326693,2.78884462151394,3.18725099601594,7.56972111553785,1.59362549800797
"E00004336",301,186,84,2,7,20,2,61.7940199335548,27.906976744186,0.664451827242525,2.32558139534884,6.64451827242525,0.664451827242525
"E00004337",214,105,85,0,9,9,6,49.0654205607477,39.7196261682243,0,4.20560747663551,4.20560747663551,2.80373831775701
"E00004338",204,71,113,0,3,11,6,34.8039215686275,55.3921568627451,0,1.47058823529412,5.3921568627451,2.94117647058824
"E00004339",203,96,86,0,4,10,7,47.2906403940887,42.3645320197044,0,1.97044334975369,4.92610837438424,3.44827586206897
"E00004340",203,143,46,0,0,12,2,70.4433497536946,22.6600985221675,0,0,5.91133004926108,0.985221674876847
"E00004341",206,118,61,6,1,15,5,57.2815533980583,29.6116504854369,2.9126213592233,0.485436893203883,7.28155339805825,2.42718446601942
