"GeographyCode","KS103EW0001","KS103EW0002","KS103EW0003","KS103EW0004","KS103EW0005","KS103EW0006","KS103EW0007","KS103EW0008","KS103EW0009","KS103EW0010","KS103EW0011","KS103EW0012","KS103EW0013"
"E00004120",273,131,108,4,3,19,8,47.985347985348,39.5604395604396,1.46520146520147,1.0989010989011,6.95970695970696,2.93040293040293
"E00004121",206,73,107,2,1,14,9,35.4368932038835,51.9417475728155,0.970873786407767,0.485436893203883,6.79611650485437,4.36893203883495
"E00004122",182,70,89,1,4,10,8,38.4615384615385,48.9010989010989,0.549450549450549,2.1978021978022,5.49450549450549,4.3956043956044
"E00004123",232,87,116,0,3,19,7,37.5,50,0,1.29310344827586,8.18965517241379,3.01724137931034
"E00004124",147,69,56,4,1,11,6,46.9387755102041,38.0952380952381,2.72108843537415,0.680272108843537,7.48299319727891,4.08163265306122
"E00004125",252,158,52,0,8,25,9,62.6984126984127,20.6349206349206,0,3.17460317460317,9.92063492063492,3.57142857142857
"E00004126",237,110,87,2,7,22,9,46.4135021097046,36.7088607594937,0.843881856540084,2.9535864978903,9.28270042194093,3.79746835443038
"E00004127",227,126,62,7,9,15,8,55.5066079295154,27.3127753303965,3.08370044052863,3.9647577092511,6.6079295154185,3.52422907488987
"E00004128",254,128,93,2,4,18,9,50.3937007874016,36.6141732283465,0.78740157480315,1.5748031496063,7.08661417322835,3.54330708661417
"E00004129",243,128,75,12,3,16,9,52.6748971193416,30.8641975308642,4.93827160493827,1.23456790123457,6.5843621399177,3.7037037037037
"E00004130",231,139,71,4,4,7,6,60.1731601731602,30.7359307359307,1.73160173160173,1.73160173160173,3.03030303030303,2.5974025974026
"E00004131",228,77,124,1,3,15,8,33.7719298245614,54.3859649122807,0.43859649122807,1.31578947368421,6.57894736842105,3.50877192982456
"E00004132",166,88,61,0,2,12,3,53.0120481927711,36.7469879518072,0,1.20481927710843,7.2289156626506,1.80722891566265
"E00004133",208,100,83,1,3,12,9,48.0769230769231,39.9038461538462,0.480769230769231,1.44230769230769,5.76923076923077,4.32692307692308
"E00004134",166,75,72,2,2,14,1,45.1807228915663,43.3734939759036,1.20481927710843,1.20481927710843,8.43373493975904,0.602409638554217
"E00004135",139,87,31,0,6,12,3,62.589928057554,22.3021582733813,0,4.31654676258993,8.63309352517986,2.15827338129496
"E00004136",190,108,56,4,3,15,4,56.8421052631579,29.4736842105263,2.10526315789474,1.57894736842105,7.89473684210526,2.10526315789474
"E00004137",236,87,108,2,7,22,10,36.864406779661,45.7627118644068,0.847457627118644,2.96610169491525,9.32203389830508,4.23728813559322
"E00004138",196,83,67,6,7,26,7,42.3469387755102,34.1836734693878,3.06122448979592,3.57142857142857,13.265306122449,3.57142857142857
"E00004139",209,89,84,0,21,12,3,42.5837320574163,40.1913875598086,0,10.0478468899522,5.74162679425837,1.43540669856459
"E00004140",182,72,70,9,3,17,11,39.5604395604396,38.4615384615385,4.94505494505495,1.64835164835165,9.34065934065934,6.04395604395604
"E00004141",171,91,49,1,8,14,8,53.2163742690059,28.6549707602339,0.584795321637427,4.67836257309941,8.18713450292398,4.67836257309941
"E00004142",210,119,71,0,1,13,6,56.6666666666667,33.8095238095238,0,0.476190476190476,6.19047619047619,2.85714285714286
"E00004143",200,94,79,1,5,19,2,47,39.5,0.5,2.5,9.5,1
"E00004144",184,74,81,0,2,20,7,40.2173913043478,44.0217391304348,0,1.08695652173913,10.8695652173913,3.80434782608696
"E00004145",226,121,78,3,4,16,4,53.5398230088496,34.5132743362832,1.32743362831858,1.76991150442478,7.07964601769912,1.76991150442478
"E00004146",222,138,54,1,9,16,4,62.1621621621622,24.3243243243243,0.45045045045045,4.05405405405405,7.20720720720721,1.8018018018018
"E00004147",203,106,59,6,2,25,5,52.2167487684729,29.064039408867,2.95566502463054,0.985221674876847,12.3152709359606,2.46305418719212
"E00004148",151,69,44,2,3,20,13,45.6953642384106,29.1390728476821,1.32450331125828,1.98675496688742,13.2450331125828,8.60927152317881
"E00004149",291,125,117,4,1,21,23,42.9553264604811,40.2061855670103,1.3745704467354,0.343642611683849,7.21649484536082,7.90378006872852
"E00004150",270,168,83,3,1,12,3,62.2222222222222,30.7407407407407,1.11111111111111,0.37037037037037,4.44444444444444,1.11111111111111
"E00004151",237,132,75,2,2,18,8,55.6962025316456,31.6455696202532,0.843881856540084,0.843881856540084,7.59493670886076,3.37552742616034
"E00004152",195,79,90,2,8,10,6,40.5128205128205,46.1538461538462,1.02564102564103,4.1025641025641,5.12820512820513,3.07692307692308
"E00004153",180,100,53,2,3,14,8,55.5555555555556,29.4444444444444,1.11111111111111,1.66666666666667,7.77777777777778,4.44444444444444
"E00004154",212,88,103,0,5,15,1,41.5094339622642,48.5849056603774,0,2.35849056603774,7.07547169811321,0.471698113207547
"E00004155",198,68,112,3,2,11,2,34.3434343434343,56.5656565656566,1.51515151515152,1.01010101010101,5.55555555555556,1.01010101010101
"E00004156",184,89,70,0,10,12,3,48.3695652173913,38.0434782608696,0,5.43478260869565,6.52173913043478,1.6304347826087
"E00004157",185,82,84,1,2,7,9,44.3243243243243,45.4054054054054,0.540540540540541,1.08108108108108,3.78378378378378,4.86486486486486
"E00004158",223,125,51,3,10,25,9,56.0538116591928,22.8699551569507,1.34529147982063,4.48430493273543,11.2107623318386,4.03587443946188
"E00004159",278,141,79,0,17,32,9,50.7194244604317,28.4172661870504,0,6.11510791366906,11.5107913669065,3.23741007194245
"E00004160",167,61,43,3,14,27,19,36.5269461077844,25.748502994012,1.79640718562874,8.38323353293413,16.1676646706587,11.377245508982
"E00004161",174,92,57,0,6,14,5,52.8735632183908,32.7586206896552,0,3.44827586206897,8.04597701149425,2.8735632183908
"E00004162",213,130,63,0,2,11,7,61.0328638497653,29.5774647887324,0,0.938967136150235,5.16431924882629,3.28638497652582
"E00004163",299,131,123,2,13,23,7,43.8127090301003,41.1371237458194,0.668896321070234,4.34782608695652,7.69230769230769,2.34113712374582
"E00004164",286,131,86,2,19,32,16,45.8041958041958,30.0699300699301,0.699300699300699,6.64335664335664,11.1888111888112,5.59440559440559
"E00004165",261,122,76,0,12,33,18,46.7432950191571,29.1187739463602,0,4.59770114942529,12.6436781609195,6.89655172413793
"E00004166",284,119,88,0,14,46,17,41.9014084507042,30.9859154929577,0,4.92957746478873,16.1971830985916,5.98591549295775
"E00004167",210,56,117,2,6,15,14,26.6666666666667,55.7142857142857,0.952380952380952,2.85714285714286,7.14285714285714,6.66666666666667
"E00004168",168,73,64,2,5,9,15,43.452380952381,38.0952380952381,1.19047619047619,2.97619047619048,5.35714285714286,8.92857142857143
"E00004169",300,196,71,0,3,17,13,65.3333333333333,23.6666666666667,0,1,5.66666666666667,4.33333333333333
"E00004172",217,144,33,5,7,21,7,66.3594470046083,15.2073732718894,2.30414746543779,3.2258064516129,9.67741935483871,3.2258064516129
"E00004173",602,494,58,4,13,17,16,82.0598006644518,9.63455149501661,0.664451827242525,2.15946843853821,2.82392026578073,2.6578073089701
"E00004174",244,169,40,4,4,17,10,69.2622950819672,16.3934426229508,1.63934426229508,1.63934426229508,6.9672131147541,4.0983606557377
"E00004175",262,170,37,0,14,32,9,64.8854961832061,14.1221374045802,0,5.34351145038168,12.2137404580153,3.43511450381679
"E00004177",293,261,21,0,0,8,3,89.0784982935154,7.16723549488055,0,0,2.73037542662116,1.02389078498294
"E00004179",283,129,72,2,12,32,36,45.583038869258,25.4416961130742,0.706713780918728,4.24028268551237,11.3074204946996,12.7208480565371
"E00004180",211,143,42,0,8,12,6,67.7725118483412,19.9052132701422,0,3.7914691943128,5.68720379146919,2.8436018957346
"E00004181",312,140,74,8,9,45,36,44.8717948717949,23.7179487179487,2.56410256410256,2.88461538461538,14.4230769230769,11.5384615384615
"E00004182",150,92,39,0,2,12,5,61.3333333333333,26,0,1.33333333333333,8,3.33333333333333
"E00004183",165,91,35,3,10,20,6,55.1515151515151,21.2121212121212,1.81818181818182,6.06060606060606,12.1212121212121,3.63636363636364
"E00004184",185,102,44,3,5,23,8,55.1351351351351,23.7837837837838,1.62162162162162,2.7027027027027,12.4324324324324,4.32432432432432
"E00004185",317,195,73,0,22,21,6,61.5141955835962,23.0283911671924,0,6.94006309148265,6.62460567823344,1.89274447949527
"E00004187",438,292,109,2,10,19,6,66.6666666666667,24.8858447488584,0.45662100456621,2.28310502283105,4.337899543379,1.36986301369863
