"GeographyCode","QS202EW0001","QS202EW0002","QS202EW0003","QS202EW0004","QS202EW0005","QS202EW0006"
"E01000842",724,340,200,25,114,45
"E01000843",846,354,278,36,133,45
"E01000844",870,362,259,37,149,63
"E01000845",731,340,217,23,99,52
"E01000846",616,220,253,52,65,26
"E01000847",677,233,271,59,72,42
"E01000848",805,348,256,29,124,48
"E01000849",862,466,195,25,102,74
"E01000850",664,324,162,12,80,86
"E01000851",861,423,199,23,88,128
"E01000852",625,388,127,7,36,67
"E01000853",840,469,210,50,51,60
"E01000854",718,310,175,45,65,123
"E01000855",1111,750,157,10,81,113
"E01000856",628,205,244,35,77,67
"E01000857",686,301,212,25,104,44
"E01000858",775,287,280,64,78,66
"E01000859",807,380,240,29,107,51
"E01000860",797,515,164,27,66,25
"E01000861",729,315,197,47,80,90
"E01000862",816,293,291,21,142,69
"E01000863",667,255,225,27,79,81
"E01000864",717,265,274,41,77,60
"E01000865",451,182,151,10,57,51
"E01000866",926,364,302,64,103,93
"E01000867",675,239,256,46,61,73
"E01000868",584,219,225,50,53,37
"E01000869",967,364,316,52,124,111
"E01000870",774,316,255,56,92,55
"E01000871",632,183,251,42,70,86
"E01000872",913,382,274,39,120,98
"E01000873",710,235,237,47,102,89
"E01000874",704,227,251,28,133,65
"E01000875",839,369,239,57,96,78
"E01000876",800,342,252,64,79,63
"E01000877",726,274,253,32,111,56
"E01000878",550,188,211,32,83,36
"E01000879",602,237,201,20,107,37
"E01000880",621,191,239,35,96,60
"E01000881",632,247,199,22,83,81
"E01000882",728,281,228,26,131,62
"E01000883",638,258,213,19,88,60
"E01000884",577,181,213,32,105,46
"E01000885",592,172,264,16,98,42
"E01000886",606,187,236,29,91,63
"E01000887",690,262,215,43,101,69
"E01000888",697,252,246,34,114,51
"E01000889",657,224,254,75,61,43
"E01000890",767,357,258,61,41,50
"E01000891",672,279,222,74,54,43
"E01000892",823,308,290,59,113,53
"E01000893",715,281,226,27,114,67
"E01000894",619,209,248,20,111,31
"E01000895",841,403,250,29,125,34
"E01000896",756,258,274,24,150,50
"E01000897",721,243,262,31,140,45
"E01000898",850,418,207,26,120,79
"E01000899",698,229,289,31,111,38
"E01000900",757,256,299,44,88,70
"E01000901",703,228,289,74,53,59
"E01000902",590,216,215,56,58,45
"E01000903",686,301,216,25,88,56
"E01000904",918,309,348,74,100,87
"E01000905",812,300,328,84,52,48
"E01000906",788,319,254,35,101,79
"E01000907",627,207,246,62,76,36
"E01000908",827,420,206,52,121,28
"E01000909",661,199,267,35,101,59
"E01000910",588,173,234,25,104,52
"E01000911",663,220,262,44,86,51
"E01000912",700,270,279,41,61,49
"E01000913",722,210,294,32,119,67
"E01000914",970,483,259,23,93,112
"E01000915",635,247,250,27,54,57
"E01000916",881,392,266,57,96,70
"E01000917",913,458,291,51,64,49
"E01000918",935,482,234,22,95,102
"E01000919",834,434,182,32,65,121
"E01000920",946,409,308,38,96,95
"E01000921",946,381,303,39,143,80
"E01000922",653,266,212,33,71,71
"E01000923",656,266,220,42,81,47
"E01000924",795,307,275,26,113,74
"E01000925",629,246,238,58,39,48
"E01000926",698,204,229,37,75,153
"E01000927",734,205,294,44,97,94
"E01000928",682,234,248,42,101,57
"E01000929",685,245,262,72,65,41
"E01000930",1076,628,260,52,84,52
"E01000931",873,357,281,76,84,75
"E01000932",947,402,285,46,108,106
"E01000933",821,340,242,40,118,81
"E01000934",732,338,224,53,65,52
"E01000935",624,241,234,64,57,28
"E01000936",536,194,161,74,55,52
"E01000937",502,296,103,27,37,39
"E01000938",737,305,181,92,54,105
"E01000939",446,156,187,28,21,54
"E01000940",534,253,171,27,43,40
"E01000941",557,242,195,43,43,34
"E01000942",686,381,144,22,62,77
"E01000943",596,359,122,22,44,49
"E01000944",667,188,219,56,40,164
"E01000945",611,223,186,46,58,98
"E01000946",715,312,247,34,53,69
"E01000947",871,344,263,36,75,153
"E01000948",846,362,265,48,106,65
"E01000949",739,331,259,51,67,31
"E01000950",550,192,223,50,32,53
"E01000951",603,230,221,34,39,79
"E01000952",675,206,277,51,50,91
"E01000953",708,299,265,44,50,50
"E01000954",642,202,302,60,34,44
"E01000955",657,293,223,45,57,39
"E01000956",608,221,243,49,34,61
"E01000957",765,263,289,43,85,85
"E01000958",835,237,278,57,81,182
"E01000959",698,264,285,48,27,74
"E01000960",841,321,290,37,119,74
"E01000961",652,197,298,50,55,52
"E01000962",745,236,276,31,126,76
"E01000963",851,311,362,32,73,73
"E01000964",713,260,246,36,105,66
"E01000965",764,313,262,36,98,55
"E01000966",675,222,250,27,115,61
"E01000967",619,225,232,17,88,57
"E01000968",760,314,231,25,106,84
"E01000969",954,341,303,44,142,124
"E01000970",831,406,238,27,90,70
"E01000971",649,222,245,25,101,56
"E01000972",949,414,284,82,91,78
"E01000973",894,341,289,39,116,109
"E01000974",821,358,239,60,85,79
