"GeographyCode","QS203EW0001","QS203EW0002","QS203EW0003","QS203EW0004","QS203EW0005","QS203EW0006","QS203EW0007","QS203EW0008","QS203EW0009","QS203EW0010","QS203EW0011","QS203EW0012","QS203EW0013","QS203EW0014","QS203EW0015","QS203EW0016","QS203EW0017","QS203EW0018","QS203EW0019","QS203EW0020","QS203EW0021","QS203EW0022","QS203EW0023","QS203EW0024","QS203EW0025","QS203EW0026","QS203EW0027","QS203EW0028","QS203EW0029","QS203EW0030","QS203EW0031","QS203EW0032","QS203EW0033","QS203EW0034","QS203EW0035","QS203EW0036","QS203EW0037","QS203EW0038","QS203EW0039","QS203EW0040","QS203EW0041","QS203EW0042","QS203EW0043","QS203EW0044","QS203EW0045","QS203EW0046","QS203EW0047","QS203EW0048","QS203EW0049","QS203EW0050","QS203EW0051","QS203EW0052","QS203EW0053","QS203EW0054","QS203EW0055","QS203EW0056","QS203EW0057","QS203EW0058","QS203EW0059","QS203EW0060","QS203EW0061","QS203EW0062","QS203EW0063","QS203EW0064","QS203EW0065","QS203EW0066","QS203EW0067","QS203EW0068","QS203EW0069","QS203EW0070","QS203EW0071","QS203EW0072","QS203EW0073","QS203EW0074","QS203EW0075","QS203EW0076","QS203EW0077","QS203EW0078"
"E01000880",1602,1105,805,766,5,21,12,0,1,0,1,0,0,15,284,238,177,36,39,36,9,11,46,61,1,24,7,29,46,1,45,73,4,10,1,7,2,58,15,0,36,2,5,1,204,80,36,44,43,11,5,27,51,2,41,2,4,2,29,14,15,1,175,145,125,20,1,21,8,2,6,45,0,45,24,21,0,0
"E01000881",1510,938,650,610,5,25,10,0,0,0,1,0,0,21,266,223,171,26,31,37,3,32,42,52,0,18,5,29,43,3,40,57,5,8,1,4,3,44,4,9,18,1,12,0,239,58,24,34,69,13,9,47,76,18,33,20,4,1,36,11,25,0,246,208,192,16,4,27,7,1,6,30,0,30,19,11,0,0
"E01000882",1513,1074,764,719,9,28,8,0,0,0,2,0,0,12,296,250,196,49,45,26,4,12,60,54,2,19,5,28,46,12,34,58,9,9,2,2,5,40,6,0,29,1,4,0,148,42,16,26,34,3,8,23,31,1,17,2,4,7,38,8,30,3,183,147,123,24,6,29,1,1,0,50,0,50,42,8,0,0
"E01000883",1326,797,541,513,5,14,9,0,0,0,0,0,0,13,243,195,160,36,31,21,12,13,47,35,1,12,2,20,48,8,40,62,8,11,2,6,3,43,6,4,26,2,5,0,305,50,20,30,140,12,6,122,77,3,46,11,8,9,35,8,27,3,109,74,61,13,4,27,4,2,2,53,0,52,40,12,1,0
"E01000884",1469,1094,848,804,9,25,10,0,0,0,0,0,0,14,232,175,109,21,28,16,1,6,37,66,2,14,9,41,57,3,54,72,13,12,0,8,4,47,2,0,38,4,3,0,136,56,20,36,25,3,5,17,31,4,21,4,0,2,24,15,9,0,145,113,93,20,10,20,2,0,2,22,0,22,15,7,0,0
"E01000885",1484,1106,868,827,6,27,8,0,0,0,0,0,0,33,205,158,130,34,29,18,2,11,36,28,0,9,0,19,47,7,40,56,9,2,1,0,1,45,4,6,31,1,3,0,195,59,33,26,56,6,3,47,24,0,22,2,0,0,54,18,36,2,108,92,75,17,1,11,4,1,3,19,0,19,15,4,0,0
"E01000886",1445,1207,1018,965,8,26,19,0,0,0,1,0,0,26,162,137,105,30,23,20,3,6,23,32,0,13,0,19,25,5,20,47,7,13,0,6,7,27,2,1,18,1,5,0,78,18,9,9,21,6,4,11,29,4,9,1,7,8,7,0,7,3,72,54,43,11,1,12,5,2,3,41,0,40,22,18,1,0
"E01000887",1486,1139,925,867,12,29,17,0,0,1,0,0,0,36,177,149,104,23,14,17,9,6,35,45,3,20,3,19,28,12,16,50,11,4,0,2,2,35,1,4,19,1,10,0,137,36,17,19,40,15,11,14,46,17,23,4,1,1,15,5,10,0,98,53,40,13,6,27,12,2,10,62,0,61,43,18,1,0
"E01000888",1605,1282,1085,1035,11,28,10,1,0,0,0,0,0,25,172,135,110,20,26,23,4,8,29,25,1,8,1,15,37,1,36,62,3,9,3,3,3,50,4,13,19,3,11,0,116,27,12,15,16,5,1,10,55,22,20,1,4,8,18,7,11,0,92,57,44,13,1,25,9,5,4,53,0,53,35,18,0,0
"E01000889",1670,1339,1155,1120,10,19,6,0,0,1,0,0,0,54,129,106,64,19,6,6,16,6,11,42,3,9,1,29,23,6,17,99,15,31,7,3,21,53,3,21,4,0,25,0,175,51,23,28,9,4,3,2,95,79,3,10,1,2,20,13,7,0,50,15,8,7,0,22,13,5,8,7,0,7,3,4,0,0
"E01000890",1640,1244,1015,986,6,18,4,1,0,0,0,0,2,61,166,109,81,8,10,30,14,12,7,28,0,16,2,10,57,8,49,146,26,43,7,10,26,77,1,43,6,0,27,0,167,29,7,22,16,4,6,6,102,74,11,4,2,11,20,9,11,0,71,14,10,4,1,38,18,5,13,12,0,10,8,2,2,0
"E01000891",1575,1165,974,933,3,24,13,1,0,0,0,0,0,46,145,93,62,9,7,14,12,7,13,31,0,13,1,17,52,9,43,158,15,43,4,12,27,94,2,64,14,0,14,6,157,12,6,6,9,4,1,4,105,82,5,9,2,7,31,19,12,0,60,14,10,4,1,30,15,3,12,35,0,35,24,11,0,0
"E01000892",1843,1445,1162,1110,15,23,13,1,0,0,0,0,0,34,249,189,149,34,35,22,5,13,40,40,3,6,2,29,60,7,53,78,14,20,1,5,14,44,0,8,20,0,16,0,168,28,8,20,30,7,7,16,78,38,27,1,10,2,31,10,21,1,105,73,60,13,6,15,11,7,4,47,0,45,31,14,2,0
"E01000893",1566,1220,994,938,8,33,15,0,0,0,0,0,1,21,204,171,135,23,32,23,1,8,48,36,1,13,2,20,33,3,30,59,8,10,0,6,4,40,3,0,28,5,4,1,69,16,6,10,16,6,1,9,20,0,15,2,3,0,17,1,16,0,138,109,82,27,2,24,3,1,2,80,0,80,53,27,0,0
"E01000894",1389,1006,819,783,9,19,7,0,1,0,1,0,0,13,173,155,123,31,21,19,5,8,39,32,2,10,1,19,18,0,18,51,5,3,1,1,1,43,5,2,30,3,3,0,118,26,10,16,51,14,8,29,18,3,14,0,1,0,23,7,16,0,153,140,119,21,0,10,3,2,1,61,0,61,46,15,0,0
"E01000895",1630,1290,989,925,8,39,16,1,0,0,0,0,0,31,270,241,198,80,31,24,1,14,48,43,0,15,1,27,29,1,28,60,4,11,1,4,6,45,5,2,29,0,9,0,102,35,9,26,31,6,4,21,23,3,13,1,4,2,9,3,6,4,137,101,88,13,3,25,8,1,7,41,0,38,30,8,3,0
"E01000896",1692,1299,1044,988,5,32,19,0,0,0,1,0,0,18,236,209,158,24,49,26,6,4,49,51,2,29,6,14,27,3,24,55,4,5,0,3,2,46,1,0,33,2,10,0,102,23,5,18,28,6,3,19,33,4,17,4,7,1,18,5,13,0,177,149,124,25,4,18,6,2,4,59,0,59,44,15,0,0
"E01000897",1597,1119,849,790,14,29,16,0,0,1,0,0,0,18,251,217,165,31,52,31,3,9,39,52,1,17,2,32,34,9,25,56,6,6,2,2,2,44,1,0,33,5,5,0,192,64,25,39,41,3,5,33,60,5,35,9,11,0,26,10,16,1,182,155,137,18,4,22,1,1,0,48,0,48,41,7,0,0
"E01000898",1729,1198,889,836,11,27,15,0,0,0,0,0,0,61,248,206,146,37,20,20,8,15,46,60,0,44,4,12,42,9,33,106,20,18,7,11,0,68,4,9,26,9,20,0,329,68,25,43,66,22,14,30,69,21,35,10,3,0,126,97,29,0,72,42,27,15,1,22,7,4,3,24,0,24,18,6,0,0
"E01000899",1667,1290,1071,1019,8,30,14,0,0,0,0,0,2,24,193,167,129,24,32,32,4,4,33,38,6,3,2,27,26,5,21,66,6,5,0,5,0,54,3,0,42,3,6,1,100,25,11,14,26,6,7,13,18,0,12,5,1,0,31,20,11,0,171,156,143,13,0,12,3,1,2,40,0,40,31,9,0,0
"E01000900",1801,1464,1255,1200,5,30,20,0,0,0,1,0,0,57,151,114,87,20,9,14,12,10,22,27,0,15,1,11,37,2,35,106,12,20,3,7,10,73,0,42,15,1,15,1,111,23,12,11,10,0,5,5,57,43,6,2,1,5,21,9,12,0,71,24,18,6,3,28,16,3,13,49,0,49,30,19,0,0
"E01000901",1977,1421,1208,1165,12,23,8,0,0,0,1,0,0,43,169,116,88,20,7,17,11,13,20,28,1,15,6,6,53,3,50,174,41,41,3,17,21,91,2,46,10,0,33,1,297,37,15,22,70,48,8,14,152,112,17,8,2,13,33,15,18,5,76,38,29,9,3,28,7,0,7,9,0,9,6,3,0,0
"E01000902",1451,1092,941,904,8,19,10,0,0,0,0,0,0,31,120,70,52,8,7,16,7,4,10,18,0,6,0,12,50,3,47,133,32,45,4,10,31,56,5,26,10,3,12,0,162,25,8,17,9,3,2,4,106,67,6,10,5,18,22,7,15,0,55,16,12,4,0,26,13,7,6,9,0,9,8,1,0,0
"E01000903",1439,1114,905,855,1,36,12,1,0,0,0,0,0,37,172,141,114,23,20,22,4,12,33,27,6,11,1,9,31,1,30,63,6,16,3,6,7,40,9,4,16,0,11,1,143,28,9,19,22,13,2,7,78,51,14,2,2,9,15,5,10,0,79,46,39,7,1,20,12,7,5,40,0,39,26,13,1,0
"E01000904",2120,1665,1384,1325,11,31,17,0,0,1,3,0,0,52,225,168,126,18,16,24,16,14,38,42,0,8,3,31,57,3,54,149,21,27,4,8,15,100,6,60,13,4,17,1,186,27,5,22,31,5,10,16,81,45,12,2,2,20,43,25,18,4,84,43,32,11,0,30,11,5,6,36,1,35,27,8,0,0
"E01000905",2044,1509,1235,1197,7,20,11,0,0,1,0,0,0,74,199,126,100,12,12,13,20,14,29,26,5,7,1,13,73,7,66,194,20,59,17,22,20,113,8,68,4,1,32,2,253,31,11,20,15,9,1,5,174,151,8,5,3,7,33,16,17,0,75,24,20,4,0,29,22,10,12,12,1,11,7,4,0,1
"E01000906",1532,1191,947,853,8,29,23,34,0,0,1,0,1,33,209,171,142,25,28,25,5,9,50,29,3,5,5,16,38,4,34,71,18,7,2,4,1,44,2,12,22,1,7,2,115,35,14,21,31,11,2,18,35,14,12,2,4,3,14,6,8,0,107,85,65,20,2,13,7,3,4,48,0,46,36,10,2,0
"E01000907",1430,1189,1032,980,18,23,11,0,0,0,0,0,0,44,113,81,54,4,13,9,6,3,19,27,1,6,2,18,32,11,21,59,8,18,2,3,13,33,1,6,12,2,12,0,96,19,13,6,15,1,5,9,47,31,7,1,1,7,15,5,10,0,65,31,18,13,2,23,9,2,7,21,0,21,12,9,0,0
"E01000908",1581,1327,1115,1047,9,46,12,1,0,0,0,0,0,41,171,121,83,15,19,6,8,4,31,38,1,16,4,17,50,23,27,68,4,17,7,1,9,47,3,22,13,1,8,0,87,24,10,14,13,1,1,11,23,12,7,0,3,1,26,18,8,1,78,34,24,10,1,32,11,3,8,21,0,21,17,4,0,0
"E01000909",1614,1380,1206,1145,18,27,15,0,1,2,1,0,0,36,135,115,89,22,29,7,5,6,20,26,0,6,5,15,20,4,16,46,1,14,2,3,9,31,3,3,20,1,4,0,77,26,16,10,12,2,3,7,24,9,12,3,0,0,15,6,9,0,87,53,38,15,2,27,5,1,4,24,0,24,17,7,0,0
"E01000910",1472,1283,1141,1073,12,35,21,0,0,0,1,0,0,31,110,90,64,11,15,6,2,7,23,26,0,8,0,18,20,6,14,39,8,6,1,4,1,23,2,2,14,1,4,2,55,3,1,2,14,3,1,10,30,18,7,2,3,0,8,3,5,0,67,48,35,13,0,17,2,1,1,28,0,28,20,8,0,0
"E01000911",1559,1306,1145,1097,8,26,14,0,0,0,0,2,0,26,133,108,77,20,17,14,5,6,15,31,3,11,1,16,25,3,22,74,7,16,2,10,4,51,4,16,17,3,11,0,85,25,12,13,16,4,4,8,31,18,10,1,2,0,13,7,6,0,71,38,25,13,1,12,20,13,7,23,0,22,20,2,1,0
"E01000912",1589,1330,1118,1063,12,28,15,0,0,0,0,0,0,42,170,118,88,6,21,19,5,5,32,30,1,9,2,18,52,2,50,92,11,29,0,17,12,51,0,21,16,4,10,1,73,13,6,7,8,2,0,6,41,28,8,0,1,4,11,3,8,0,72,37,26,11,0,23,12,4,8,22,0,21,20,1,1,0
"E01000913",1710,1447,1232,1144,16,43,29,0,0,0,0,0,0,36,179,154,114,23,27,15,5,8,36,40,1,15,3,21,25,2,23,57,3,9,1,6,2,45,2,0,32,3,8,0,91,12,3,9,30,4,15,11,17,0,16,1,0,0,31,6,25,1,74,55,46,9,1,15,3,0,3,41,0,41,24,17,0,0
"E01000914",1762,1218,897,830,13,27,27,0,0,0,0,0,0,31,290,220,179,36,24,57,5,18,39,41,7,16,0,18,70,10,60,105,16,22,0,12,10,67,8,17,17,4,21,0,297,22,0,22,117,41,45,31,82,22,49,7,2,2,71,7,64,5,92,59,44,15,0,27,6,1,5,50,0,50,35,15,0,0
"E01000915",1527,1087,919,882,9,17,9,0,2,0,0,0,0,21,147,118,89,11,10,21,11,15,21,29,1,9,0,19,29,10,19,81,9,26,8,9,9,46,3,14,5,0,24,0,283,17,3,14,32,14,12,6,190,170,12,6,0,2,41,30,11,3,45,18,13,5,0,18,9,1,8,31,0,30,24,6,1,0
"E01000916",1796,1322,974,919,5,37,13,0,0,0,2,0,0,35,311,244,198,32,24,63,12,13,54,46,6,13,6,21,67,11,56,97,13,34,5,8,21,50,6,8,13,2,21,0,243,29,7,22,52,23,6,23,112,84,19,5,4,0,47,7,40,3,97,49,35,14,7,29,12,5,7,37,0,37,28,9,0,0
"E01000917",1888,1361,1082,1032,6,30,13,0,1,0,0,1,0,34,244,165,133,20,13,46,15,15,24,32,3,15,4,10,79,12,67,151,17,48,8,13,27,85,6,25,8,1,45,1,285,25,5,20,41,12,12,17,172,151,8,6,3,4,46,28,18,1,76,28,24,4,0,34,14,4,10,15,0,15,9,6,0,0
"E01000918",2090,1504,1087,1009,9,46,23,0,0,0,1,0,1,37,378,300,227,56,44,57,5,31,34,73,2,44,6,21,78,20,58,120,45,13,2,0,11,58,1,11,14,2,30,4,296,22,6,16,110,37,44,29,108,69,26,3,8,2,55,11,44,1,93,57,44,13,1,30,5,2,3,77,0,75,45,30,2,0
"E01000919",2014,1300,981,919,5,36,21,0,0,0,0,0,0,29,290,212,173,34,28,17,7,32,55,39,1,18,1,19,78,14,64,164,104,15,2,7,6,42,12,2,15,1,12,3,336,37,10,27,107,51,32,24,112,56,45,8,1,2,78,6,72,2,175,134,93,41,1,33,7,4,3,39,0,38,31,7,1,0
"E01000920",1946,1470,1148,1056,14,58,20,0,0,0,1,0,0,32,289,231,188,42,32,33,8,14,59,43,5,15,2,21,58,7,51,80,13,14,5,6,3,53,6,13,6,2,26,0,224,24,12,12,40,8,16,16,119,91,16,7,4,1,40,9,31,1,127,81,64,17,6,29,11,2,9,45,0,45,32,13,0,0
"E01000921",1966,1620,1324,1262,13,30,19,0,0,0,0,0,0,48,248,198,142,36,41,23,5,8,29,56,3,28,2,23,50,7,43,71,9,16,3,6,7,46,2,12,11,3,18,0,123,20,7,13,41,11,11,19,35,26,6,1,0,2,27,9,18,0,96,61,50,11,1,28,6,1,5,55,0,55,38,17,0,1
"E01000922",1547,1271,1087,1028,11,24,24,0,0,1,0,0,0,47,136,107,81,18,9,13,8,9,24,26,0,7,1,18,29,4,25,107,5,19,7,6,6,83,3,56,8,0,16,0,71,16,2,14,15,1,7,7,20,5,13,1,1,0,19,8,11,1,64,38,23,15,2,18,6,3,3,34,0,34,28,6,0,0
"E01000923",1494,1267,1105,1040,13,30,21,1,0,0,2,0,0,44,116,96,72,14,25,13,3,4,13,24,3,7,0,14,20,6,14,55,3,11,2,5,4,41,1,12,12,2,14,0,83,13,4,9,14,6,5,3,46,33,6,2,2,3,10,2,8,0,69,35,31,4,2,15,17,4,13,20,0,20,10,10,0,0
"E01000924",1637,1369,1126,1046,16,40,24,0,0,1,2,0,1,33,206,188,147,35,22,26,8,19,37,41,4,13,1,23,18,5,13,66,2,21,3,10,8,40,2,8,19,2,9,3,102,16,7,9,21,3,4,14,48,35,8,2,0,3,17,5,12,0,60,29,23,6,5,20,6,2,4,40,0,39,24,15,1,0
"E01000925",1563,1127,925,887,11,13,9,0,5,0,0,0,0,49,153,100,65,7,6,12,20,6,14,35,2,15,0,18,53,8,45,174,11,42,19,6,17,121,4,55,7,2,53,0,183,14,5,9,34,1,7,26,101,83,4,5,3,6,32,19,13,2,56,16,9,7,1,23,16,3,13,23,0,23,17,6,0,0
"E01000926",1791,1448,940,874,6,29,28,0,3,1,0,0,1,39,467,449,374,16,64,16,7,12,259,75,3,51,2,19,18,0,18,156,9,34,6,11,17,113,4,34,62,1,12,0,113,16,10,6,11,4,4,3,70,48,7,7,0,8,16,4,12,0,53,26,20,6,1,17,9,7,2,21,0,21,13,8,0,0
"E01000927",1738,1408,1156,1083,11,38,24,0,0,0,1,0,0,34,217,196,153,47,23,22,16,11,34,43,1,14,1,27,21,3,18,69,9,17,2,4,11,43,5,14,14,0,10,0,146,27,5,22,25,7,10,8,37,20,7,5,1,4,53,27,26,4,77,46,37,9,3,15,13,2,11,38,0,38,30,8,0,0
"E01000928",1681,1395,1165,1097,7,45,16,0,0,0,0,0,0,78,152,123,80,11,16,18,7,10,18,43,1,16,3,23,29,2,27,74,9,13,2,7,4,52,1,17,18,2,14,0,126,24,6,18,18,6,5,7,64,45,16,1,1,1,20,5,15,0,71,38,30,8,3,20,10,2,8,15,0,15,10,5,0,0
"E01000929",1675,1188,883,858,6,12,6,1,0,1,0,0,0,60,244,140,92,17,16,15,9,3,32,48,3,23,4,18,104,5,99,191,56,34,5,19,10,101,5,54,11,0,31,0,210,72,18,54,14,6,4,4,93,54,19,8,1,11,27,12,15,4,71,33,25,8,0,30,8,4,4,15,0,14,12,2,1,0
"E01000930",1910,1312,888,816,17,34,21,0,0,0,0,0,0,122,302,249,165,31,26,34,16,23,35,84,5,30,2,47,53,10,43,180,49,37,5,23,9,94,4,43,8,2,37,0,296,146,33,113,23,10,3,10,66,16,20,3,5,22,59,40,19,2,90,36,18,18,5,26,23,6,17,32,0,32,20,12,0,0
"E01000931",1910,1403,1012,960,14,19,18,0,1,0,0,0,0,95,296,204,127,24,14,30,10,24,25,77,5,40,1,31,92,9,83,197,41,59,11,21,27,96,8,50,17,1,20,1,204,64,17,47,11,5,2,4,79,36,22,3,1,17,50,43,7,0,85,26,18,8,7,33,19,8,11,21,0,20,10,10,1,0
"E01000932",1838,1383,1020,916,17,58,29,0,0,0,0,0,0,108,255,198,141,28,17,36,5,16,39,57,2,15,6,34,57,2,55,119,14,33,10,14,9,69,1,10,23,8,27,3,160,47,11,36,24,6,2,16,53,23,22,3,2,3,35,10,25,1,85,43,31,12,4,23,15,5,10,91,0,90,45,45,1,0
"E01000933",1671,1259,935,873,15,32,15,0,0,0,0,0,0,90,234,168,111,23,20,20,11,12,25,57,5,18,6,28,66,1,65,74,17,11,6,2,3,46,5,17,14,0,10,0,167,50,22,28,19,5,3,11,65,23,20,5,10,7,32,11,21,1,98,48,41,7,3,40,7,3,4,73,0,73,35,38,0,0
"E01000934",1619,1032,764,726,10,16,12,0,0,0,1,0,0,49,218,146,95,10,10,20,14,18,23,51,6,20,2,23,72,2,70,164,33,46,14,15,17,85,7,54,3,1,20,0,300,52,22,30,47,10,5,32,128,57,38,12,7,14,67,31,36,6,106,45,40,5,2,37,22,11,11,17,0,17,9,8,0,0
"E01000935",1415,1008,772,746,10,12,4,0,0,0,0,0,0,42,194,109,74,10,13,12,14,8,17,35,1,20,0,14,85,1,84,175,31,37,9,14,14,107,3,51,6,1,46,0,159,45,18,27,15,2,3,10,74,35,15,1,10,13,25,16,9,0,56,9,5,4,0,27,20,3,17,17,0,16,11,5,1,0
"E01000936",1839,1186,928,883,5,22,16,2,0,0,0,0,1,18,239,197,142,24,31,29,6,21,31,55,0,31,3,21,42,5,37,190,21,49,2,16,31,119,11,63,13,6,26,1,322,21,4,17,110,57,21,32,139,91,35,4,3,6,52,10,42,0,106,71,57,14,1,22,12,3,9,35,0,35,25,10,0,0
"E01000937",1504,890,608,568,7,22,11,0,0,0,5,0,1,15,261,210,155,26,20,27,10,16,56,55,4,22,3,26,51,7,44,91,9,14,1,6,7,68,2,54,4,0,8,0,374,30,16,14,163,68,27,68,88,58,18,8,4,0,91,6,85,2,125,74,54,20,11,31,9,1,8,24,0,23,20,3,1,0
"E01000938",1752,1257,850,797,10,34,9,0,0,0,1,0,0,18,388,353,193,79,13,27,11,36,27,160,5,124,2,29,35,4,31,160,23,20,3,7,10,116,2,67,22,0,25,1,242,13,2,11,57,18,10,29,127,99,13,7,1,7,44,16,28,1,62,36,17,19,0,17,9,5,4,31,0,30,24,6,1,0
"E01000939",1223,795,640,609,5,14,11,0,1,1,0,1,0,12,141,104,62,14,14,12,9,2,11,42,1,24,2,15,37,1,36,90,6,19,6,3,10,65,4,28,3,4,26,0,303,12,4,8,50,27,10,13,205,179,17,0,3,6,36,14,22,0,26,6,3,3,1,10,9,4,5,9,0,9,5,4,0,0
"E01000940",1130,705,519,491,5,16,5,0,2,0,0,0,1,31,154,124,103,19,27,21,6,10,20,21,1,9,0,11,30,5,25,73,13,15,3,9,3,45,4,21,3,0,17,0,211,23,4,19,38,16,3,19,109,75,21,7,2,4,41,18,23,0,101,63,37,26,6,21,11,1,10,40,0,40,30,10,0,0
"E01000941",1230,861,695,646,8,26,13,0,2,0,0,1,0,22,143,115,77,12,5,26,10,11,13,38,2,16,3,17,28,4,24,117,22,29,6,5,18,66,3,25,7,2,29,0,210,8,2,6,24,11,9,4,134,121,7,4,0,2,43,21,22,1,36,19,15,4,1,12,4,2,2,6,0,6,4,2,0,0
"E01000942",2111,1450,1083,1010,15,22,36,0,0,2,0,0,0,19,346,289,235,73,40,24,8,19,71,54,3,19,3,29,57,6,51,73,13,11,3,4,4,49,2,12,18,2,15,0,439,33,8,25,166,79,43,44,86,27,22,22,11,4,147,9,138,7,126,90,60,30,4,27,5,0,5,23,0,23,15,8,0,0
"E01000943",1054,735,491,457,5,18,11,0,0,1,1,0,0,15,227,188,155,50,15,29,12,11,38,33,1,4,3,25,39,5,34,56,10,19,2,9,8,26,5,2,3,0,16,1,170,23,11,12,55,33,10,12,48,16,21,7,1,3,40,6,34,4,69,44,26,18,8,13,4,1,3,24,0,22,17,5,2,0
"E01000944",1899,1205,987,882,7,87,11,0,0,0,0,0,0,29,189,126,97,20,14,17,5,12,29,29,2,9,1,17,63,7,56,92,11,28,9,8,11,53,1,26,2,3,21,0,410,22,4,18,31,15,9,7,173,118,24,9,5,17,183,13,170,1,59,28,20,8,1,19,11,2,9,133,0,132,131,1,1,0
