"GeographyCode","KS605EW0001","KS605EW0002","KS605EW0003","KS605EW0004","KS605EW0005","KS605EW0006","KS605EW0007","KS605EW0008","KS605EW0009","KS605EW0010","KS605EW0011","KS605EW0012","KS605EW0013","KS605EW0014","KS605EW0015","KS605EW0016","KS605EW0017","KS605EW0018","KS605EW0019","KS605EW0020","KS605EW0021","KS605EW0022","KS605EW0023","KS605EW0024","KS605EW0025","KS605EW0026","KS605EW0027","KS605EW0028","KS605EW0029","KS605EW0030","KS605EW0031","KS605EW0032","KS605EW0033","KS605EW0034","KS605EW0035","KS605EW0036","KS605EW0037"
"E00004120",187,0,0,1,0,0,6,11,0,5,16,35,5,36,7,3,20,20,22,0,0,0.53475935828877,0,0,3.20855614973262,5.88235294117647,0,2.67379679144385,8.55614973262032,18.716577540107,2.67379679144385,19.2513368983957,3.74331550802139,1.60427807486631,10.6951871657754,10.6951871657754,11.7647058823529
"E00004121",142,0,0,2,0,0,2,9,2,3,11,27,1,49,6,0,7,11,12,0,0,1.40845070422535,0,0,1.40845070422535,6.33802816901408,1.40845070422535,2.11267605633803,7.74647887323944,19.0140845070423,0.704225352112676,34.5070422535211,4.22535211267606,0,4.92957746478873,7.74647887323944,8.45070422535211
"E00004122",125,0,0,2,0,0,0,15,2,0,10,21,4,33,7,1,5,13,12,0,0,1.6,0,0,0,12,1.6,0,8,16.8,3.2,26.4,5.6,0.8,4,10.4,9.6
"E00004123",170,0,1,2,0,0,3,17,1,9,12,25,7,32,5,15,8,20,13,0,0.588235294117647,1.17647058823529,0,0,1.76470588235294,10,0.588235294117647,5.29411764705882,7.05882352941176,14.7058823529412,4.11764705882353,18.8235294117647,2.94117647058824,8.82352941176471,4.70588235294118,11.7647058823529,7.64705882352941
"E00004124",91,0,0,1,0,0,0,2,1,2,4,20,2,17,7,1,14,10,10,0,0,1.0989010989011,0,0,0,2.1978021978022,1.0989010989011,2.1978021978022,4.3956043956044,21.978021978022,2.1978021978022,18.6813186813187,7.69230769230769,1.0989010989011,15.3846153846154,10.989010989011,10.989010989011
"E00004125",179,0,0,3,1,1,6,9,5,5,19,18,2,35,6,9,18,24,18,0,0,1.67597765363128,0.558659217877095,0.558659217877095,3.35195530726257,5.02793296089385,2.79329608938547,2.79329608938547,10.6145251396648,10.0558659217877,1.11731843575419,19.5530726256983,3.35195530726257,5.02793296089385,10.0558659217877,13.4078212290503,10.0558659217877
"E00004126",170,0,0,4,0,0,1,12,4,6,18,34,2,41,6,6,14,11,11,0,0,2.35294117647059,0,0,0.588235294117647,7.05882352941176,2.35294117647059,3.52941176470588,10.5882352941176,20,1.17647058823529,24.1176470588235,3.52941176470588,3.52941176470588,8.23529411764706,6.47058823529412,6.47058823529412
"E00004127",167,0,0,1,1,0,8,7,2,9,19,14,3,37,5,7,23,23,8,0,0,0.598802395209581,0.598802395209581,0,4.79041916167665,4.19161676646707,1.19760479041916,5.38922155688623,11.377245508982,8.38323353293413,1.79640718562874,22.1556886227545,2.9940119760479,4.19161676646707,13.7724550898204,13.7724550898204,4.79041916167665
"E00004128",171,0,0,1,0,0,4,6,0,3,18,43,2,48,3,4,15,13,11,0,0,0.584795321637427,0,0,2.33918128654971,3.50877192982456,0,1.75438596491228,10.5263157894737,25.1461988304094,1.16959064327485,28.0701754385965,1.75438596491228,2.33918128654971,8.7719298245614,7.60233918128655,6.4327485380117
"E00004129",178,0,2,6,0,0,4,9,1,9,17,35,2,27,3,8,15,25,15,0,1.12359550561798,3.37078651685393,0,0,2.24719101123596,5.0561797752809,0.561797752808989,5.0561797752809,9.55056179775281,19.6629213483146,1.12359550561798,15.1685393258427,1.68539325842697,4.49438202247191,8.42696629213483,14.0449438202247,8.42696629213483
