"GeographyCode","QS402EW0001","QS402EW0002","QS402EW0003","QS402EW0004","QS402EW0005","QS402EW0006","QS402EW0007","QS402EW0008","QS402EW0009","QS402EW0010","QS402EW0011","QS402EW0012"
"E01000842",724,683,57,16,34,7,626,189,435,2,0,41
"E01000843",846,758,71,3,30,38,682,415,251,16,5,88
"E01000844",870,789,50,5,22,23,739,214,523,2,0,81
"E01000845",731,726,110,10,22,78,616,287,291,38,0,5
"E01000846",616,590,138,6,25,107,452,407,41,4,0,26
"E01000847",677,667,160,8,37,115,506,407,96,3,1,10
"E01000848",805,781,101,11,35,55,680,232,441,7,0,24
"E01000849",862,810,79,4,11,64,731,495,226,10,0,52
"E01000850",664,656,46,1,7,38,610,430,93,87,0,8
"E01000851",861,817,71,4,9,58,745,434,207,104,1,44
"E01000852",625,601,6,1,1,4,595,583,7,5,0,24
"E01000853",840,817,3,0,1,2,814,729,61,24,0,23
"E01000854",718,697,18,3,5,10,679,568,72,39,0,21
"E01000855",1111,933,23,11,0,12,910,754,134,22,0,178
"E01000856",628,626,139,6,23,110,486,335,121,30,1,2
"E01000857",686,659,148,6,41,101,511,251,259,1,0,27
"E01000858",775,766,131,10,31,90,635,591,33,11,0,9
"E01000859",807,773,212,2,18,192,561,105,418,38,0,34
"E01000860",797,745,108,11,24,73,637,353,280,4,0,52
"E01000861",729,707,138,8,18,112,569,225,303,41,0,22
"E01000862",816,795,206,6,54,146,589,302,278,9,0,21
"E01000863",667,652,115,8,5,102,536,241,167,128,1,15
"E01000864",717,701,167,9,50,108,533,103,425,5,1,16
"E01000865",451,445,152,12,60,80,293,72,217,4,0,6
"E01000866",926,914,162,13,72,77,752,384,340,28,0,12
"E01000867",675,661,62,1,22,39,598,453,110,35,1,14
"E01000868",584,581,95,13,28,54,485,421,59,5,1,3
"E01000869",967,921,134,5,28,101,787,394,380,13,0,46
"E01000870",774,774,125,6,69,50,649,135,499,15,0,0
"E01000871",632,620,280,54,183,43,339,149,187,3,1,12
"E01000872",913,790,152,41,81,30,638,200,408,30,0,123
"E01000873",710,677,236,15,32,189,441,108,312,21,0,33
"E01000874",704,676,33,2,4,27,643,491,128,24,0,28
"E01000875",839,758,60,16,30,14,698,317,377,4,0,81
"E01000876",800,791,201,8,37,156,589,328,253,8,1,9
"E01000877",726,664,203,13,36,154,461,172,259,30,0,62
"E01000878",550,539,75,38,22,15,464,317,147,0,0,11
"E01000879",602,586,115,44,41,30,471,121,341,9,0,16
"E01000880",621,621,108,46,47,15,513,120,393,0,0,0
"E01000881",632,606,50,23,20,7,556,266,267,23,0,26
"E01000882",728,656,153,27,32,94,503,118,359,26,0,72
"E01000883",638,599,29,11,11,7,570,313,236,21,0,39
"E01000884",577,555,205,64,125,16,350,78,272,0,0,22
"E01000885",592,592,236,101,89,46,356,233,121,2,0,0
"E01000886",606,588,195,6,50,139,393,111,274,8,0,18
"E01000887",690,672,179,5,25,149,493,224,252,17,0,18
"E01000888",697,643,178,7,21,150,465,165,299,1,0,54
"E01000889",657,655,161,18,34,109,494,452,37,5,0,2
"E01000890",767,750,8,1,1,6,742,733,7,2,0,17
"E01000891",672,667,29,5,3,21,638,571,56,11,0,5
"E01000892",823,805,144,10,63,71,661,373,284,4,0,18
"E01000893",715,656,160,9,102,49,496,100,395,1,0,59
"E01000894",619,606,279,23,77,179,326,119,183,24,1,13
"E01000895",841,826,194,11,42,141,632,462,102,68,0,15
"E01000896",756,736,270,35,95,140,466,96,351,19,0,20
"E01000897",721,696,113,23,63,27,583,195,382,6,0,25
"E01000898",850,791,123,22,39,62,668,552,106,10,0,59
"E01000899",698,698,342,63,131,148,353,181,161,11,3,0
"E01000900",757,750,230,6,20,204,520,234,283,3,0,7
