"GeographyCode","KS404EW0001","KS404EW0002","KS404EW0003","KS404EW0004","KS404EW0005","KS404EW0006","KS404EW0007","KS404EW0008","KS404EW0009","KS404EW0010","KS404EW0011","KS404EW0012"
"E01000842",724,353,307,52,11,1,448,48.7569060773481,42.4033149171271,7.18232044198895,1.51933701657459,0.138121546961326
"E01000843",846,486,314,40,3,3,419,57.4468085106383,37.1158392434988,4.72813238770686,0.354609929078014,0.354609929078014
"E01000844",870,464,318,81,5,2,512,53.3333333333333,36.551724137931,9.31034482758621,0.574712643678161,0.229885057471264
"E01000845",731,350,313,53,11,4,468,47.8796169630643,42.8180574555404,7.25034199726402,1.50478796169631,0.547195622435021
"E01000846",616,332,222,46,15,1,363,53.8961038961039,36.038961038961,7.46753246753247,2.43506493506494,0.162337662337662
"E01000847",677,325,255,75,14,8,485,48.0059084194978,37.6661742983752,11.0782865583456,2.06794682422452,1.18168389955687
"E01000848",805,396,350,53,5,1,475,49.1925465838509,43.4782608695652,6.58385093167702,0.62111801242236,0.124223602484472
"E01000849",862,548,273,36,4,1,362,63.5730858468677,31.6705336426914,4.17633410672854,0.464037122969838,0.116009280742459
"E01000850",664,500,143,17,4,0,189,75.3012048192771,21.5361445783133,2.56024096385542,0.602409638554217,0
"E01000851",861,653,175,28,5,0,246,75.8420441347271,20.3252032520325,3.2520325203252,0.580720092915215,0
"E01000852",625,523,93,7,1,1,114,83.68,14.88,1.12,0.16,0.16
"E01000853",840,700,122,16,2,0,160,83.3333333333333,14.5238095238095,1.9047619047619,0.238095238095238,0
"E01000854",718,564,129,19,6,0,185,78.5515320334262,17.966573816156,2.64623955431755,0.835654596100279,0
"E01000855",1111,903,184,18,4,2,240,81.2781278127813,16.5616561656166,1.62016201620162,0.36003600360036,0.18001800180018
"E01000856",628,420,173,32,3,0,246,66.8789808917197,27.5477707006369,5.09554140127389,0.477707006369427,0
"E01000857",686,314,282,73,14,3,484,45.7725947521866,41.1078717201166,10.6413994169096,2.04081632653061,0.43731778425656
"E01000858",775,513,228,31,0,3,304,66.1935483870968,29.4193548387097,4,0,0.387096774193548
"E01000859",807,356,356,81,13,1,561,44.1140024783147,44.1140024783147,10.0371747211896,1.61090458488228,0.123915737298637
"E01000860",797,520,222,48,6,1,341,65.2446675031368,27.8544542032622,6.02258469259724,0.752823086574655,0.125470514429109
"E01000861",729,532,173,23,1,0,222,72.9766803840878,23.7311385459534,3.15500685871056,0.137174211248285,0
"E01000862",816,359,333,93,24,7,627,43.9950980392157,40.8088235294118,11.3970588235294,2.94117647058824,0.857843137254902
"E01000863",667,486,149,28,2,2,219,72.863568215892,22.3388305847076,4.19790104947526,0.299850074962519,0.299850074962519
"E01000864",717,425,246,38,8,0,346,59.2747559274756,34.3096234309623,5.29986052998605,1.11576011157601,0
"E01000865",451,252,166,27,5,1,240,55.8758314855876,36.8070953436807,5.98669623059867,1.10864745011086,0.221729490022173
"E01000866",926,576,298,48,3,1,407,62.2030237580993,32.1814254859611,5.18358531317495,0.323974082073434,0.107991360691145
"E01000867",675,489,162,20,4,0,214,72.4444444444444,24,2.96296296296296,0.592592592592593,0
"E01000868",584,372,193,15,4,0,235,63.6986301369863,33.0479452054795,2.56849315068493,0.684931506849315,0
"E01000869",967,599,317,44,5,2,428,61.9441571871768,32.7817993795243,4.55015511892451,0.517063081695967,0.206825232678387
"E01000870",774,457,282,31,4,0,356,59.0439276485788,36.4341085271318,4.00516795865633,0.516795865633075,0
"E01000871",632,232,269,94,30,7,579,36.7088607594937,42.5632911392405,14.873417721519,4.74683544303798,1.10759493670886
"E01000872",913,594,254,62,3,0,387,65.0602409638554,27.8203723986856,6.7907995618839,0.328587075575027,0
"E01000873",710,318,304,80,8,0,488,44.7887323943662,42.8169014084507,11.2676056338028,1.12676056338028,0
"E01000874",704,323,330,48,3,0,435,45.8806818181818,46.875,6.81818181818182,0.426136363636364,0
"E01000875",839,557,240,33,3,6,344,66.388557806913,28.6054827175209,3.93325387365912,0.357568533969011,0.715137067938021
"E01000876",800,519,250,29,1,1,316,64.875,31.25,3.625,0.125,0.125
"E01000877",726,354,294,67,6,5,466,48.7603305785124,40.495867768595,9.22865013774105,0.826446280991736,0.68870523415978
"E01000878",550,188,240,92,21,9,525,34.1818181818182,43.6363636363636,16.7272727272727,3.81818181818182,1.63636363636364
"E01000879",602,276,247,63,12,4,429,45.8471760797342,41.0299003322259,10.4651162790698,1.99335548172757,0.664451827242525
"E01000880",621,221,302,78,17,3,522,35.5877616747182,48.6312399355878,12.56038647343,2.73752012882448,0.483091787439614
"E01000881",632,336,225,57,11,3,385,53.1645569620253,35.6012658227848,9.01898734177215,1.74050632911392,0.474683544303797
"E01000882",728,331,313,69,9,6,505,45.467032967033,42.9945054945055,9.47802197802198,1.23626373626374,0.824175824175824
"E01000883",638,392,200,36,8,2,304,61.4420062695925,31.3479623824451,5.64263322884013,1.25391849529781,0.313479623824451
"E01000884",577,151,235,149,34,8,670,26.1698440207972,40.7279029462738,25.8232235701906,5.89254766031196,1.38648180242634
"E01000885",592,117,294,132,29,20,741,19.7635135135135,49.6621621621622,22.2972972972973,4.89864864864865,3.37837837837838
"E01000886",606,256,282,62,6,0,424,42.2442244224422,46.5346534653465,10.2310231023102,0.99009900990099,0
"E01000887",690,385,253,44,7,1,366,55.7971014492754,36.6666666666667,6.3768115942029,1.01449275362319,0.144927536231884
"E01000888",697,373,264,51,9,0,393,53.5150645624103,37.8766140602582,7.31707317073171,1.29124820659971,0
"E01000889",657,424,190,36,7,0,283,64.5357686453577,28.9193302891933,5.47945205479452,1.06544901065449,0
"E01000890",767,545,191,30,0,1,255,71.0560625814863,24.9022164276402,3.91134289439374,0,0.130378096479791
"E01000891",672,508,148,13,1,2,185,75.5952380952381,22.0238095238095,1.93452380952381,0.148809523809524,0.297619047619048
"E01000892",823,426,340,49,7,1,464,51.7618469015796,41.3122721749696,5.95382746051033,0.850546780072904,0.121506682867558
"E01000893",715,313,302,83,11,6,537,43.7762237762238,42.2377622377622,11.6083916083916,1.53846153846154,0.839160839160839
