Beds,Bathrooms,LivingArea,PlotArea,AskPrice,Description,BuiltYear,Tenure,Property,FloorLevel,Latitude,Longitude,PropertyType,Floor,LeaseYearsLeft,Freehold,DistanceMRT,DistanceCBD,PlanningArea,Region,PriceSqft,Overlooking,Facing
1,1,527,,1267000,1 Bed Condo for Sale in Avenue South Residence,2023,99,Condo,High (56 total),1.2764318,103.82967,Condo,High,100,0,1.0282778,2.592204809714282,BUKIT MERAH,CENTRAL REGION,2404.1746,Not mentioned,.
3,3,1356,,2380000,3 Bed Condo for Sale in The Metropolitan Condominium,2009,99,Condo,High (44 total),1.2905102,103.81583,Condo,High,86,0,.18097867,4.291058230789024,BUKIT MERAH,CENTRAL REGION,1755.1622,Not mentioned,.
3,2,1324,,2280000,3 Bed Condo for Sale in Reflections At Keppel Bay,2011,99,Condo,Low (41 total),1.266854,103.81164,Condo,Ground,88,0,.47009417,4.784539518609329,BUKIT MERAH,CENTRAL REGION,1722.0543,Not mentioned,.
3,2,850,,930000,3 Bed Condo for Sale in Spottiswoode Park,1979,99,Condo,,1.274188,103.83544,Condo,,56,0,.6387527,2.01404386594245,BUKIT MERAH,CENTRAL REGION,1094.1177,Not mentioned,.
2,1,705,,279000,HDB Flat for Sale in 20 Telok Blangah Crescent,1975,99,HDB 2 Rooms ,,1.2769159,103.82182,HDB,,52,0,1.134745,3.456725015485484,BUKIT MERAH,CENTRAL REGION,395.74469,Not mentioned,.
4,4,1496,,2680000,4 Bed Condo for Sale in Avenue South Residence,2023,99,Condo,,1.2764318,103.82967,Condo,,100,0,1.0282778,2.592204809714282,BUKIT MERAH,CENTRAL REGION,1791.4438,Greenery view,.
3,2,947,,2235000,3 Bed Condo for Sale in Avenue South Residence,2023,99,Condo,,1.2764318,103.82967,Condo,,100,0,1.0282778,2.592204809714282,BUKIT MERAH,CENTRAL REGION,2360.0845,Greenery view,.
2,2,1055,,1550000,2 Bed Condo for Sale in The Interlace,2015,99,Condo,Mid (24 total),1.281984,103.80305,Condo,Mid,92,0,1.094934,5.540769353428889,BUKIT MERAH,CENTRAL REGION,1469.1943,Greenery view,South
3,2,970,,865000,HDB Flat for Sale in 10A Boon Tiong Road,2016,99,HDB 4 Rooms ,,1.2863585,103.82963,HDB,,93,0,.23689578,2.687924360430376,BUKIT MERAH,CENTRAL REGION,891.75256,Not mentioned,.
1,1,452,,985499,1 Bed Condo for Sale in Echelon,2016,99,Condo,,1.29079,103.81806,Condo,,93,0,.16997699,4.062738209151309,BUKIT MERAH,CENTRAL REGION,2180.3076,Not mentioned,.
1,1,527,,1267000,1 Bed Condo for Sale in Avenue South Residence,2023,99,Condo,,1.2764318,103.82967,Condo,,100,0,1.0282778,2.592204809714282,BUKIT MERAH,CENTRAL REGION,2404.1746,Not mentioned,.
2,2,657,,948000,2 Bed Condo for Sale in Avenue South Residence,2023,99,Condo,,1.2764318,103.82967,Condo,,100,0,1.0282778,2.592204809714282,BUKIT MERAH,CENTRAL REGION,1442.9224,Not mentioned,.
3,1,1421,,3140000,3 Bed Condo for Sale in Corals At Keppel Bay,2016,99,Condo,Low (10 total),1.2651784,103.81636,Condo,Ground,93,0,.46191493,4.347955963000712,BUKIT MERAH,CENTRAL REGION,2209.7114,Greenery view,South East
3,2,969,,800000,HDB Flat for Sale in 26D Jalan Membina,2009,99,HDB 3 Rooms ,,1.2820989,103.8252,HDB,,86,0,.45090103,3.082863356750512,BUKIT MERAH,CENTRAL REGION,825.59338,Not mentioned,.
3,2,1001,,987000,HDB Flat for Sale in 70B Telok Blangah Heights,2017,99,HDB 4 Rooms ,,1.2767495,103.81054,HDB,,94,0,.67056537,4.709837385825709,BUKIT MERAH,CENTRAL REGION,986.01398,Sea view,.
3,3,1474,,2280000,3 Bed Condo for Sale in Ascentia Sky,2013,99,Condo,,1.2909062,103.81706,Condo,,90,0,.15847306,4.172545607441113,BUKIT MERAH,CENTRAL REGION,1546.8114,Not mentioned,.
2,1,700,,440000,HDB Flat for Sale in 44 Telok Blangah Drive,1976,99,HDB 3 Rooms ,,1.2714088,103.81089,HDB,,53,0,.13543528,4.744953728387641,BUKIT MERAH,CENTRAL REGION,628.57141,Not mentioned,.
2,2,893,,2135000,2 Bed Condo for Sale in The Reef At King&#x27;s Dock,2025,99,Condo,,1.2651302,103.81738,Condo,,102,0,.34813941,4.244088481749881,BUKIT MERAH,CENTRAL REGION,2390.8174,Not mentioned,.
3,2,1260,,700000,HDB Flat for Sale in 115 Bukit Merah Central,1977,99,HDB 5 Rooms ,Mid,1.2841281,103.81454,HDB,Mid,54,0,.64057571,4.286503339402158,BUKIT MERAH,CENTRAL REGION,555.55554,Not mentioned,.
3,2,1237,,880000,HDB Flat for Sale in 75C Redhill Road,2007,,HDB 5 Rooms ,Low,1.2890232,103.81628,HDB,Ground,,,.088581711,4.198511144481964,BUKIT MERAH,CENTRAL REGION,711.39856,Not mentioned,.
3,2,1302,,850000,HDB Flat for Sale in 63B Lengkok Bahru,2001,99,HDB 5 Rooms ,,1.289075,103.81532,HDB,,78,0,.18963794,4.303522511308382,BUKIT MERAH,CENTRAL REGION,652.8418,Not mentioned,.
2,3,1367,,1742000,HDB Flat for Sale in 2 Everton Park,1980,99,HDB 3 Rooms ,Ground,1.2774163,103.83933,HDB,Ground,57,0,.1709127,1.512428589018794,BUKIT MERAH,CENTRAL REGION,1274.3234,Not mentioned,.
2,1,624,,450000,HDB Flat for Sale in 28 Jalan Klinik,1969,99,HDB 3 Rooms ,,1.2878988,103.8282,HDB,,46,0,.18703084,2.891113207645859,BUKIT MERAH,CENTRAL REGION,721.15387,Not mentioned,.
2,2,1012,,1738000,2 Bed Condo for Sale in Reflections At Keppel Bay,2011,99,Condo,Mid (41 total),1.266854,103.81164,Condo,Mid,88,0,.47009417,4.784539518609329,BUKIT MERAH,CENTRAL REGION,1717.3914,Greenery view,.
3,2,990,,888000,HDB Flat for Sale in 10A Boon Tiong Road,2016,99,HDB 4 Rooms ,,1.2863585,103.82963,HDB,,93,0,.23689578,2.687924360430376,BUKIT MERAH,CENTRAL REGION,896.96973,Not mentioned,.
3,2,1238,,880000,HDB Flat for Sale in 75C Redhill Road,2007,,HDB 3 Rooms ,,1.2890232,103.81628,HDB,,,,.088581711,4.198511144481964,BUKIT MERAH,CENTRAL REGION,710.82391,Not mentioned,.
2,2,731,,655000,HDB Flat for Sale in 80C Telok Blangah Street 31,2013,99,HDB 3 Rooms ,High,1.2734944,103.80723,HDB,High,90,0,.4258408,5.111258573839701,BUKIT MERAH,CENTRAL REGION,896.03284,Not mentioned,North South
3,2,1679,,2500000,3 Bed Condo for Sale in Yong Siak Court,1987,999,Apartment,,1.2826753,103.83015,,,964,1,.48976693,2.543977642103028,BUKIT MERAH,CENTRAL REGION,1488.9816,Greenery view,East
4,4,1346,,3788000,4 Bed Condo for Sale in Sky Everton,2023,999,Condo,High,1.2758898,103.83815,Condo,High,1000,1,.35224652,1.673884954287215,BUKIT MERAH,CENTRAL REGION,2814.2644,Sea view,South
3,2,721,,500000,HDB Flat for Sale in 141 Jalan Bukit Merah,1979,99,HDB 4 Rooms ,,1.2771456,103.82874,HDB,,56,0,.97211665,2.687287470016694,BUKIT MERAH,CENTRAL REGION,693.48126,Not mentioned,.
3,2,979,,789999,HDB Flat for Sale in 118D Jalan Membina,2003,99,HDB 3 Rooms ,,1.2826811,103.82658,HDB,,80,0,.34334898,2.937130377977526,BUKIT MERAH,CENTRAL REGION,806.94482,Not mentioned,.
3,2,1076,,799999,HDB Flat for Sale in 73A Redhill Road,2005,,HDB 4 Rooms ,Mid,1.2879375,103.81679,HDB,Mid,,,.16011827,4.114372716807581,BUKIT MERAH,CENTRAL REGION,743.49347,City view,North
3,2,926,,1658000,3 Bed Condo for Sale in Alex Residences,2018,99,Condo,,1.29057,103.819,Condo,,95,0,.22842233,3.955911428692036,BUKIT MERAH,CENTRAL REGION,1790.4967,Not mentioned,.
3,2,926,,1990000,3 Bed Condo for Sale in Alex Residences,2018,99,Condo,Mid (39 total),1.29057,103.819,Condo,Mid,95,0,.22842233,3.955911428692036,BUKIT MERAH,CENTRAL REGION,2149.0281,City view,.
3,2,947,,2000000,3 Bed Condo for Sale in Avenue South Residence,2023,99,Condo,,1.2764318,103.82967,Condo,,100,0,1.0282778,2.592204809714282,BUKIT MERAH,CENTRAL REGION,2111.9324,Not mentioned,.
3,2,936,,1190000,HDB Flat for Sale in 10B Boon Tiong Road,2016,99,HDB 4 Rooms ,High,1.2863369,103.82921,HDB,High,93,0,.1902158,2.73204575857641,BUKIT MERAH,CENTRAL REGION,1271.3676,City view,South
3,2,990,,670000,HDB Flat for Sale in 4 Delta Avenue,1985,99,HDB 4 Rooms ,Low,1.2918286,103.82655,HDB,Ground,62,0,.6137265,3.225497795698862,BUKIT MERAH,CENTRAL REGION,676.7677,Not mentioned,East
3,2,1249,,3103000,3 Bed Condo for Sale in The Reef At King&#x27;s Dock,2025,99,Condo,,1.2651302,103.81738,Condo,,102,0,.34813941,4.244088481749881,BUKIT MERAH,CENTRAL REGION,2484.3875,Not mentioned,.
3,2,915,,788888,HDB Flat for Sale in 118B Jalan Membina,2003,99,HDB ,,1.2817893,103.82599,HDB,,80,0,.45287052,2.992633755348332,BUKIT MERAH,CENTRAL REGION,862.17267,Not mentioned,.
2,2,721,,358000,HDB Flat for Sale in 141 Jalan Bukit Merah,1979,99,HDB 3 Rooms ,,1.2771456,103.82874,HDB,,56,0,.97211665,2.687287470016694,BUKIT MERAH,CENTRAL REGION,496.53259,Not mentioned,.
2,1,731,,380000,HDB Flat for Sale in 20 Jalan Klinik,1971,99,HDB 3 Rooms ,Low,1.2881145,103.82904,HDB,Ground,48,0,.25879368,2.810992486988816,BUKIT MERAH,CENTRAL REGION,519.83582,Greenery view,.
4,4,1346,,3699000,4 Bed Condo for Sale in Sky Everton,2023,999,Apartment,,1.2758898,103.83815,,,1000,1,.35224652,1.673884954287215,BUKIT MERAH,CENTRAL REGION,2748.1426,Greenery view,.
3,2,1259,,700000,HDB Flat for Sale in 115 Bukit Merah Central,1977,99,HDB 3 Rooms ,,1.2841281,103.81454,HDB,,54,0,.64057571,4.286503339402158,BUKIT MERAH,CENTRAL REGION,555.99683,Not mentioned,.
3,2,1249,,2650000,3 Bed Condo for Sale in Corals At Keppel Bay,2016,99,Condo,,1.2651784,103.81636,Condo,,93,0,.46191493,4.347955963000712,BUKIT MERAH,CENTRAL REGION,2121.6973,Not mentioned,.
3,2,1259,,688000,HDB Flat for Sale in 72 Telok Blangah Heights,1978,99,HDB 5 Rooms ,,1.2761179,103.80959,HDB,,55,0,.59761345,4.819710964927022,BUKIT MERAH,CENTRAL REGION,546.46545,Not mentioned,.
2,2,742,,668000,HDB Flat for Sale in 55 Havelock Road,2013,99,HDB 3 Rooms ,High,1.2900668,103.82925,HDB,High,90,0,.4534713,2.871013938024396,BUKIT MERAH,CENTRAL REGION,900.26953,Not mentioned,North West
2,1,635,,360000,HDB Flat for Sale in 38 Beo Crescent,1971,99,HDB 3 Rooms ,,1.288554,103.82729,HDB,,48,0,.24346407,3.010398190377405,BUKIT MERAH,CENTRAL REGION,566.92914,Not mentioned,.
4,4,1496,,2790000,4 Bed Condo for Sale in Avenue South Residence,2023,99,Condo,,1.2764318,103.82967,Condo,,100,0,1.0282778,2.592204809714282,BUKIT MERAH,CENTRAL REGION,1864.9733,Greenery view,.
3,2,1249,,2380000,3 Bed Condo for Sale in Reflections At Keppel Bay,2011,99,Condo,,1.266854,103.81164,Condo,,88,0,.47009417,4.784539518609329,BUKIT MERAH,CENTRAL REGION,1905.5244,Not mentioned,.
1,1,452,,1150000,1 Bed Condo for Sale in Spottiswoode Suites,2017,999,Condo,High (36 total),1.2760351,103.8375,Condo,High,994,1,.35293233,1.740621023022513,BUKIT MERAH,CENTRAL REGION,2544.2478,Greenery view,.
3,2,947,,1550000,3 Bed Condo for Sale in Avenue South Residence,2023,99,Condo,,1.2764318,103.82967,Condo,,100,0,1.0282778,2.592204809714282,BUKIT MERAH,CENTRAL REGION,1636.7477,Not mentioned,.
3,2,1000,,950000,HDB Flat for Sale in 70A Telok Blangah Heights,2017,99,HDB 3 Rooms ,,1.2763753,103.81137,HDB,,94,0,.64675373,4.620304290349702,BUKIT MERAH,CENTRAL REGION,950,Not mentioned,.
2,2,785,,393000,HDB Flat for Sale in 63 Telok Blangah Heights,1976,99,HDB 3 Rooms ,Low,1.2748313,103.81094,HDB,Ground,53,0,.46954834,4.683144298598199,BUKIT MERAH,CENTRAL REGION,500.63693,Greenery view,.
3,2,1250,,1350000,HDB Flat for Sale in 82 Tiong Poh Road,1967,99,HDB ,,1.2832347,103.83368,HDB,,44,0,.58309424,2.166704825417135,BUKIT MERAH,CENTRAL REGION,1080,Not mentioned,.
3,2,1184,,850000,HDB Flat for Sale in 87 Telok Blangah Heights,2003,99,HDB 5 Rooms ,High,1.2768679,103.80815,HDB,High,80,0,.70646816,4.974347242967831,BUKIT MERAH,CENTRAL REGION,717.9054,Not mentioned,.
1,1,452,,988688,1 Bed Condo for Sale in Echelon,2016,99,Condo,,1.29079,103.81806,Condo,,93,0,.16997699,4.062738209151309,BUKIT MERAH,CENTRAL REGION,2187.3628,Not mentioned,.
3,2,850,,850000,3 Bed Condo for Sale in Spottiswoode Park,1979,99,Condo,,1.274188,103.83544,Condo,,56,0,.6387527,2.01404386594245,BUKIT MERAH,CENTRAL REGION,1000,Not mentioned,.
2,2,764,,1600000,2 Bed Condo for Sale in Principal Garden,2019,99,Condo,,1.2925715,103.82192,Condo,,96,0,.62164134,3.728920002584962,BUKIT MERAH,CENTRAL REGION,2094.2407,Greenery view,.
3,2,968,,788000,HDB Flat for Sale in 118A Jalan Membina,2003,99,HDB 4 Rooms ,High,1.2814202,103.82565,HDB,High,80,0,.50254178,3.027444958408185,BUKIT MERAH,CENTRAL REGION,814.04956,City view,South
3,2,947,,498000,HDB Flat for Sale in 120 Bukit Merah View,1973,99,HDB 4 Rooms ,,1.2827744,103.82261,HDB,,50,0,.58862519,3.377715371036166,BUKIT MERAH,CENTRAL REGION,525.87115,Not mentioned,.
3,2,946,,786000,HDB Flat for Sale in 127D Kim Tian Road,2013,99,HDB 4 Rooms ,High,1.2811198,103.82994,HDB,High,90,0,.60923862,2.548258836880462,BUKIT MERAH,CENTRAL REGION,830.86682,Not mentioned,.
3,2,1076,,899000,HDB Flat for Sale in 76A Redhill Road,2005,,HDB 4 Rooms ,High,1.2887163,103.81686,HDB,High,,,.073950112,4.127530856294412,BUKIT MERAH,CENTRAL REGION,835.50183,Not mentioned,.
3,2,1000,,838888,HDB Flat for Sale in 70C Telok Blangah Heights,2017,99,HDB 4 Rooms ,Mid,1.2759962,103.81086,HDB,Mid,94,0,.59332258,4.680249245651511,BUKIT MERAH,CENTRAL REGION,838.888,Not mentioned,North South
3,2,1173,,2680000,3 Bed Condo for Sale in The Crest,2018,99,Condo,,1.2929929,103.81985,Condo,,95,0,.48344699,3.960039292248532,BUKIT MERAH,CENTRAL REGION,2284.74,Not mentioned,.
3,2,990,,748000,HDB Flat for Sale in 119B Kim Tian Road,2002,99,HDB 4 Rooms ,Mid,1.2811556,103.82726,HDB,Mid,79,0,.50998825,2.845827027938208,BUKIT MERAH,CENTRAL REGION,755.55554,Not mentioned,.
4,2,797,,430000,HDB Flat for Sale in 101 Henderson Crescent,1970,99,HDB ,,1.290718,103.82162,HDB,,47,0,.50523961,3.685009550362008,BUKIT MERAH,CENTRAL REGION,539.52319,Not mentioned,.
4,3,1346,,3662000,4 Bed Condo for Sale in Sky Everton,2023,999,Condo,High,1.2758898,103.83815,Condo,High,1000,1,.35224652,1.673884954287215,BUKIT MERAH,CENTRAL REGION,2720.6538,Greenery view,.
2,2,624,,390000,HDB Flat for Sale in 30 Jalan Klinik,1969,99,HDB 3 Rooms ,Mid,1.2876698,103.8282,HDB,Mid,46,0,.16436407,2.883002356620295,BUKIT MERAH,CENTRAL REGION,625,Not mentioned,South
3,2,1076,,686000,HDB Flat for Sale in 17 Telok Blangah Crescent,2002,99,HDB ,,1.2777679,103.8217,HDB,,79,0,1.0616496,3.463171869503286,BUKIT MERAH,CENTRAL REGION,637.54645,Not mentioned,.
3,2,1237,,980000,HDB Flat for Sale in 69 Redhill Close,2001,99,HDB 3 Rooms ,,1.2870165,103.81638,HDB,,78,0,.26924157,4.137150132569642,BUKIT MERAH,CENTRAL REGION,792.23932,Not mentioned,.
2,2,1303,,2250000,2 Bed Condo for Sale in Reflections At Keppel Bay,2011,99,Condo,,1.266854,103.81164,Condo,,88,0,.47009417,4.784539518609329,BUKIT MERAH,CENTRAL REGION,1726.7843,Not mentioned,.
2,1,635,,1400000,2 Bed Condo for Sale in Highline Residences,2018,99,Condo,,1.2843674,103.82977,Condo,,95,0,.33565068,2.61778145867564,BUKIT MERAH,CENTRAL REGION,2204.7244,Not mentioned,.
3,2,807,,720000,HDB Flat for Sale in 18 Cantonment Close,2002,99,HDB 4 Rooms ,High,1.2739015,103.83942,HDB,High,79,0,.55809563,1.60715241080866,BUKIT MERAH,CENTRAL REGION,892.1933,Sea view,.
3,2,893,,968000,HDB Flat for Sale in 95 Henderson Road,2018,99,HDB 4 Rooms ,,1.2863084,103.82137,HDB,,95,0,.57764912,3.576866564217291,BUKIT MERAH,CENTRAL REGION,1083.9866,Not mentioned,.
2,2,721,,1600000,2 Bed Condo for Sale in The Reef At King&#x27;s Dock,2025,99,Condo,High (10 total),1.2651302,103.81738,Condo,High,102,0,.34813941,4.244088481749881,BUKIT MERAH,CENTRAL REGION,2219.1401,Sea view,South
3,2,1205,,1300000,HDB Flat for Sale in 9B Boon Tiong Road,2016,99,HDB ,,1.2868142,103.82893,HDB,,93,0,.16646913,2.777295050714736,BUKIT MERAH,CENTRAL REGION,1078.8381,Not mentioned,.
3,2,957,,1200000,HDB Flat for Sale in 54 Havelock Road,2013,99,HDB ,,1.2893089,103.82923,HDB,,90,0,.37859637,2.839248330615492,BUKIT MERAH,CENTRAL REGION,1253.9185,Not mentioned,.
2,2,958,,2380000,2 Bed Condo for Sale in The Regency At Tiong Bahru,2010,999,Condo,,1.2820063,103.83033,Condo,,987,1,.55726266,2.514325380361893,BUKIT MERAH,CENTRAL REGION,2484.3423,Not mentioned,.
3,2,1184,,1100000,HDB Flat for Sale in 11 Cantonment Close,2002,99,HDB 3 Rooms ,,1.2744261,103.83967,HDB,,79,0,.50008154,1.559794670879256,BUKIT MERAH,CENTRAL REGION,929.05408,Not mentioned,.
2,1,580,,350000,HDB Flat for Sale in 14 Taman Ho Swee,1970,99,HDB ,,1.2879046,103.8322,HDB,,47,0,.55015177,2.474682493086884,BUKIT MERAH,CENTRAL REGION,603.4483,Not mentioned,.
3,2,807,,720000,HDB Flat for Sale in 18 Cantonment Close,2002,99,HDB ,,1.2739015,103.83942,HDB,,79,0,.55809563,1.60715241080866,BUKIT MERAH,CENTRAL REGION,892.1933,Not mentioned,.
3,4,1561,,2780000,3 Bed Condo for Sale in Reflections At Keppel Bay,2011,99,Condo,,1.266854,103.81164,Condo,,88,0,.47009417,4.784539518609329,BUKIT MERAH,CENTRAL REGION,1780.9097,Not mentioned,.
2,2,883,,2241000,2 Bed Condo for Sale in The Reef At King&#x27;s Dock,2025,99,Condo,,1.2651302,103.81738,Condo,,102,0,.34813941,4.244088481749881,BUKIT MERAH,CENTRAL REGION,2537.939,Not mentioned,.
4,2,1453,,900000,HDB Flat for Sale in 135 Jalan Bukit Merah,1997,99,HDB 4 Rooms ,,1.2786007,103.82709,HDB,,74,0,.79165524,2.860324933402984,BUKIT MERAH,CENTRAL REGION,619.40814,Not mentioned,.
3,2,990,,799000,HDB Flat for Sale in 9A Boon Tiong Road,2016,99,HDB 4 Rooms ,Low,1.2868272,103.82866,HDB,Ground,93,0,.13893767,2.80612915290207,BUKIT MERAH,CENTRAL REGION,807.07068,Not mentioned,.
2,2,721,,358888,HDB Flat for Sale in 141 Jalan Bukit Merah,1979,99,HDB 3 Rooms ,Low,1.2771456,103.82874,HDB,Ground,56,0,.97211665,2.687287470016694,BUKIT MERAH,CENTRAL REGION,497.76422,Not mentioned,.
3,2,1055,,540000,HDB Flat for Sale in 63 Telok Blangah Heights,1976,99,HDB ,,1.2748313,103.81094,HDB,,53,0,.46954834,4.683144298598199,BUKIT MERAH,CENTRAL REGION,511.84833,Not mentioned,.
2,2,721,,358888,HDB Flat for Sale in 141 Jalan Bukit Merah,1979,99,HDB ,,1.2771456,103.82874,HDB,,56,0,.97211665,2.687287470016694,BUKIT MERAH,CENTRAL REGION,497.76422,Not mentioned,.
3,2,1260,,700000,HDB Flat for Sale in 115 Bukit Merah Central,1977,99,HDB 5 Rooms ,,1.2841281,103.81454,HDB,,54,0,.64057571,4.286503339402158,BUKIT MERAH,CENTRAL REGION,555.55554,Not mentioned,.
2,2,700,,370000,HDB Flat for Sale in 128 Bukit Merah View,1973,99,HDB 2 Rooms ,,1.2826468,103.82333,HDB,,50,0,.53345042,3.296837842186386,BUKIT MERAH,CENTRAL REGION,528.57141,Not mentioned,.
3,2,807,,810000,HDB Flat for Sale in 13 Cantonment Close,2003,99,HDB ,,1.2746994,103.84048,HDB,,80,0,.48114324,1.46413083922809,BUKIT MERAH,CENTRAL REGION,1003.7175,Not mentioned,.
2,2,797,,1830000,2 Bed Condo for Sale in Spottiswoode Residences,2014,999,Condo,,1.2752705,103.83683,Condo,,991,1,.45928505,1.832984209124369,BUKIT MERAH,CENTRAL REGION,2296.1104,Not mentioned,.
1,2,710,,1325000,1 Bed Condo for Sale in Spottiswoode 18,2015,999,Condo,High (35 total),1.2755727,103.83754,Condo,High,992,1,.40039772,1.748212677005998,BUKIT MERAH,CENTRAL REGION,1866.1971,Not mentioned,.
2,1,947,,680000,HDB Flat for Sale in 42 Kim Cheng Street,1973,99,HDB ,,1.2844346,103.8316,HDB,,50,0,.50330865,2.421387894234484,BUKIT MERAH,CENTRAL REGION,718.05701,Not mentioned,.
2,1,581,,300000,HDB Flat for Sale in 12 Taman Ho Swee,1970,99,HDB 3 Rooms ,Mid,1.2878076,103.83278,HDB,Mid,47,0,.60892498,2.410944319523877,BUKIT MERAH,CENTRAL REGION,516.35114,Not mentioned,.
3,2,1248,,818000,HDB Flat for Sale in 106B Depot Road,2000,99,HDB ,,1.2806495,103.81075,HDB,,77,0,1.1020842,4.678759201794658,BUKIT MERAH,CENTRAL REGION,655.44873,Not mentioned,.
1,1,495,,990000,1 Bed Condo for Sale in Principal Garden,2019,99,Condo,High (24 total),1.2925715,103.82192,Condo,High,96,0,.62164134,3.728920002584962,BUKIT MERAH,CENTRAL REGION,2000,City view,South East
2,2,797,,1600000,2 Bed Condo for Sale in The Crest,2018,99,Condo,,1.2929929,103.81985,Condo,,95,0,.48344699,3.960039292248532,BUKIT MERAH,CENTRAL REGION,2007.5282,Greenery view,South East
3,3,1690,,3650000,3 Bed Condo for Sale in Reflections At Keppel Bay,2011,99,Condo,,1.266854,103.81164,Condo,,88,0,.47009417,4.784539518609329,BUKIT MERAH,CENTRAL REGION,2159.7634,Not mentioned,.
4,4,1496,,2853000,4 Bed Condo for Sale in Avenue South Residence,2023,99,Condo,,1.2764318,103.82967,Condo,,100,0,1.0282778,2.592204809714282,BUKIT MERAH,CENTRAL REGION,1907.0856,Not mentioned,.
2,1,699,,399000,HDB Flat for Sale in 44 Telok Blangah Drive,1976,99,HDB ,,1.2714088,103.81089,HDB,,53,0,.13543528,4.744953728387641,BUKIT MERAH,CENTRAL REGION,570.81543,Not mentioned,.
3,2,1184,,1000000,HDB Flat for Sale in 119C Kim Tian Road,2003,99,HDB ,,1.2814891,103.82767,HDB,,80,0,.47833306,2.802849902128475,BUKIT MERAH,CENTRAL REGION,844.5946,Not mentioned,.
2,2,710,,383355,HDB Flat for Sale in 18 Telok Blangah Crescent,1975,99,HDB 3 Rooms ,,1.2779099,103.82253,HDB,,52,0,.99962443,3.369938608454013,BUKIT MERAH,CENTRAL REGION,539.93665,Not mentioned,.
2,2,700,,400000,HDB Flat for Sale in 44 Telok Blangah Drive,1976,99,HDB 3 Rooms ,,1.2714088,103.81089,HDB,,53,0,.13543528,4.744953728387641,BUKIT MERAH,CENTRAL REGION,571.42859,Not mentioned,.
2,2,818,,548888,HDB Flat for Sale in 78 Indus Road,1982,99,HDB ,,1.2912937,103.82748,HDB,,59,0,.54533976,3.106604072735844,BUKIT MERAH,CENTRAL REGION,671.01221,Not mentioned,.
3,2,1184,,838000,HDB Flat for Sale in 87 Telok Blangah Heights,2003,99,HDB ,,1.2768679,103.80815,HDB,,80,0,.70646816,4.974347242967831,BUKIT MERAH,CENTRAL REGION,707.77026,Not mentioned,.
2,1,752,,450000,HDB Flat for Sale in 43 Telok Blangah Rise,1976,99,HDB ,,1.2703795,103.82323,HDB,,53,0,.5278371,3.436329886849821,BUKIT MERAH,CENTRAL REGION,598.40424,Not mentioned,.
2,2,796,,425000,HDB Flat for Sale in 109 Bukit Purmei Road,1984,99,HDB 3 Rooms ,Mid,1.2739294,103.82531,HDB,Mid,61,0,.98107642,3.116458702246058,BUKIT MERAH,CENTRAL REGION,533.91962,Not mentioned,North South
2,2,731,,700000,HDB Flat for Sale in 96B Henderson Road,2018,99,HDB ,,1.288058,103.82128,HDB,,95,0,.47530803,3.632821935025366,BUKIT MERAH,CENTRAL REGION,957.59235,Not mentioned,.
3,2,883,,420000,HDB Flat for Sale in 34 Telok Blangah Way,1976,99,HDB ,,1.2735178,103.82248,HDB,,53,0,.84224939,3.434340939636646,BUKIT MERAH,CENTRAL REGION,475.65118,Not mentioned,.
3,2,1410,,860000,HDB Flat for Sale in 81 Redhill Lane,1996,99,HDB 3 Rooms ,,1.2877582,103.8195,HDB,,73,0,.3143442,3.816734046842679,BUKIT MERAH,CENTRAL REGION,609.92908,Not mentioned,.
3,2,1237,,758888,HDB Flat for Sale in 104B Depot Road,2000,99,HDB ,,1.2804915,103.8121,HDB,,77,0,1.1082417,4.528045282961773,BUKIT MERAH,CENTRAL REGION,613.49072,Not mentioned,.
3,2,968,,856128,HDB Flat for Sale in 9 Cantonment Close,2002,99,HDB 4 Rooms ,High,1.2753018,103.83921,HDB,High,79,0,.40479308,1.576896010989011,BUKIT MERAH,CENTRAL REGION,884.42975,Not mentioned,North West
6,3,1300,,1550000,HDB Flat for Sale in 56 Eng Hoon Street,1969,99,HDB ,,1.2842413,103.83392,HDB,,46,0,.60264069,2.164744742401068,BUKIT MERAH,CENTRAL REGION,1192.3077,Not mentioned,.
2,1,624,,450000,HDB Flat for Sale in 28 Jalan Klinik,1969,99,HDB 2 Rooms ,,1.2878988,103.8282,HDB,,46,0,.18703084,2.891113207645859,BUKIT MERAH,CENTRAL REGION,721.15387,Not mentioned,.
2,1,920,,1100000,HDB Flat for Sale in 80 Chay Yan Street,1967,99,HDB ,,1.2828906,103.83124,HDB,,44,0,.56607294,2.427487786856201,BUKIT MERAH,CENTRAL REGION,1195.6522,Not mentioned,.
3,2,1023,,878000,HDB Flat for Sale in 80C Telok Blangah Street 31,2013,99,HDB 3 Rooms ,,1.2734944,103.80723,HDB,,90,0,.4258408,5.111258573839701,BUKIT MERAH,CENTRAL REGION,858.26001,Not mentioned,.
4,2,1507,,1150000,HDB Flat for Sale in 126 Bukit Merah View,1996,99,HDB 4 Rooms ,,1.2844254,103.82391,HDB,,73,0,.37340495,3.260257426485865,BUKIT MERAH,CENTRAL REGION,763.10553,Not mentioned,.
3,2,807,,828000,HDB Flat for Sale in 12 Cantonment Close,2003,99,HDB 4 Rooms ,,1.2744762,103.84007,HDB,,80,0,.49782023,1.515786284959195,BUKIT MERAH,CENTRAL REGION,1026.0223,Not mentioned,.
